condition	seed	template	benchmark	data	instr	baseline_orig	cond_orig	delta_orig	baseline_rep	cond_rep	delta_rep	baseline_pf_orig	cond_pf_orig	baseline_pf_rep	cond_pf_rep
condition-1-en-5k	42	2	sib200	zh	es	0.3725	0.3775	+0.0049	0.5588	0.5294	-0.0294	0.2402	0.2010	0.0098	0.0098
condition-1-en-5k	42	2	sib200	zh	ur	0.0931	0.1275	+0.0343	0.3971	0.4951	+0.0980	0.7598	0.7696	0.4020	0.2059
condition-1-en-5k	42	2	sib200	zh	zh	0.4853	0.5147	+0.0294	0.6225	0.6225	+0.0000	0.2206	0.1569	0.0245	0.0196
condition-1-en-5k	42	2	xnli	en	en	0.3786	0.3489	-0.0297	0.3786	0.3489	-0.0297	0.0004	0.0008	0.0004	0.0008
condition-1-en-5k	42	2	xnli	en	es	0.3806	0.3880	+0.0074	0.3806	0.3880	+0.0074	0.0034	0.0018	0.0034	0.0018
condition-1-en-5k	42	2	xnli	en	ur	0.2277	0.2347	+0.0070	0.2589	0.2701	+0.0112	0.4289	0.4172	0.3337	0.3190
condition-1-en-5k	42	2	xnli	en	zh	0.2405	0.2303	-0.0102	0.3337	0.3936	+0.0599	0.3212	0.3729	0.1477	0.0713
condition-1-en-5k	42	2	xnli	es	en	0.3661	0.3477	-0.0184	0.3661	0.3477	-0.0184	0.0086	0.0072	0.0086	0.0072
condition-1-en-5k	42	2	xnli	es	es	0.3770	0.3768	-0.0002	0.3770	0.3768	-0.0002	0.0102	0.0024	0.0102	0.0024
condition-1-en-5k	42	2	xnli	es	ur	0.3271	0.3204	-0.0068	0.3319	0.3291	-0.0028	0.1367	0.1533	0.1220	0.1275
condition-1-en-5k	42	2	xnli	es	zh	0.1128	0.1257	+0.0130	0.2369	0.3547	+0.1178	0.7014	0.6723	0.4603	0.2238
condition-1-en-5k	42	2	xnli	ur	en	0.3357	0.3325	-0.0032	0.3357	0.3325	-0.0032	0.0130	0.0056	0.0130	0.0056
condition-1-en-5k	42	2	xnli	ur	es	0.2499	0.3782	+0.1283	0.2499	0.3782	+0.1283	0.3930	0.0289	0.3930	0.0289
condition-1-en-5k	42	2	xnli	ur	ur	0.2990	0.2812	-0.0178	0.3228	0.3273	+0.0046	0.1337	0.1892	0.0655	0.0599
condition-1-en-5k	42	2	xnli	ur	zh	0.2014	0.2645	+0.0631	0.2078	0.2749	+0.0671	0.3856	0.1918	0.3699	0.1565
condition-1-en-5k	42	2	xnli	zh	en	0.4649	0.4261	-0.0387	0.4649	0.4261	-0.0387	0.0054	0.0048	0.0054	0.0048
condition-1-en-5k	42	2	xnli	zh	es	0.3637	0.3689	+0.0052	0.3637	0.3689	+0.0052	0.0142	0.0098	0.0142	0.0098
condition-1-en-5k	42	2	xnli	zh	ur	0.3323	0.3333	+0.0010	0.3341	0.3369	+0.0028	0.0140	0.0148	0.0082	0.0072
condition-1-en-5k	42	2	xnli	zh	zh	0.0675	0.0747	+0.0072	0.2491	0.3042	+0.0551	0.8253	0.8154	0.4054	0.2760
condition-1-en-5k	456	1	belebele	en	en	0.7678	0.7767	+0.0089	0.7678	0.7767	+0.0089	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	1	belebele	en	es	0.7611	0.7600	-0.0011	0.7611	0.7600	-0.0011	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	1	belebele	en	ur	0.7411	0.7589	+0.0178	0.7411	0.7589	+0.0178	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	1	belebele	en	zh	0.7889	0.7878	-0.0011	0.7889	0.7878	-0.0011	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	1	belebele	es	en	0.6911	0.6967	+0.0056	0.6911	0.6967	+0.0056	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	1	belebele	es	es	0.6722	0.6689	-0.0033	0.6722	0.6689	-0.0033	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	1	belebele	es	ur	0.6389	0.6356	-0.0033	0.6389	0.6356	-0.0033	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	1	belebele	es	zh	0.6956	0.6956	+0.0000	0.6956	0.6956	+0.0000	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	1	belebele	ur	en	0.6044	0.6133	+0.0089	0.6044	0.6133	+0.0089	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	1	belebele	ur	es	0.5389	0.5333	-0.0056	0.5389	0.5333	-0.0056	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	1	belebele	ur	ur	0.5289	0.5389	+0.0100	0.5289	0.5389	+0.0100	0.0044	0.0033	0.0044	0.0033
condition-1-en-5k	456	1	belebele	ur	zh	0.5922	0.6000	+0.0078	0.5922	0.6000	+0.0078	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	1	belebele	zh	en	0.7500	0.7533	+0.0033	0.7500	0.7533	+0.0033	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	1	belebele	zh	es	0.7033	0.7067	+0.0033	0.7033	0.7067	+0.0033	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	1	belebele	zh	ur	0.7011	0.7133	+0.0122	0.7011	0.7133	+0.0122	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	1	belebele	zh	zh	0.7756	0.7767	+0.0011	0.7756	0.7767	+0.0011	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	1	csqa	en	en	0.6070	0.6120	+0.0050	0.6070	0.6120	+0.0050	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	1	csqa	en	es	0.6040	0.6190	+0.0150	0.6040	0.6190	+0.0150	0.0070	0.0010	0.0070	0.0010
condition-1-en-5k	456	1	csqa	en	ur	0.5850	0.5920	+0.0070	0.5850	0.5920	+0.0070	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	1	csqa	en	zh	0.6410	0.6480	+0.0070	0.6410	0.6480	+0.0070	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	1	csqa	es	en	0.5240	0.5230	-0.0010	0.5240	0.5230	-0.0010	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	1	csqa	es	es	0.5290	0.5260	-0.0030	0.5290	0.5260	-0.0030	0.0010	0.0010	0.0010	0.0010
condition-1-en-5k	456	1	csqa	es	ur	0.4730	0.4840	+0.0110	0.4730	0.4840	+0.0110	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	1	csqa	es	zh	0.5470	0.5520	+0.0050	0.5470	0.5520	+0.0050	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	1	csqa	ur	en	0.4240	0.4200	-0.0040	0.4240	0.4200	-0.0040	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	1	csqa	ur	es	0.3960	0.4000	+0.0040	0.3960	0.4000	+0.0040	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	1	csqa	ur	ur	0.4040	0.4150	+0.0110	0.4040	0.4150	+0.0110	0.0010	0.0000	0.0010	0.0000
condition-1-en-5k	456	1	csqa	ur	zh	0.3760	0.3890	+0.0130	0.3760	0.3890	+0.0130	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	1	csqa	zh	en	0.5450	0.5540	+0.0090	0.5450	0.5540	+0.0090	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	1	csqa	zh	es	0.5000	0.5080	+0.0080	0.5000	0.5080	+0.0080	0.0020	0.0000	0.0020	0.0000
condition-1-en-5k	456	1	csqa	zh	ur	0.4810	0.4870	+0.0060	0.4810	0.4870	+0.0060	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	1	csqa	zh	zh	0.5340	0.5270	-0.0070	0.5340	0.5270	-0.0070	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	1	sib200	en	en	0.7549	0.7598	+0.0049	0.7549	0.7598	+0.0049	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	1	sib200	en	es	0.6618	0.6471	-0.0147	0.6618	0.6471	-0.0147	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	1	sib200	en	ur	0.3088	0.3431	+0.0343	0.4951	0.4755	-0.0196	0.4510	0.3873	0.0931	0.1029
condition-1-en-5k	456	1	sib200	en	zh	0.7157	0.7108	-0.0049	0.7157	0.7108	-0.0049	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	1	sib200	es	en	0.7794	0.7745	-0.0049	0.7745	0.7549	-0.0196	0.0000	0.0000	0.0049	0.0196
condition-1-en-5k	456	1	sib200	es	es	0.6471	0.6324	-0.0147	0.6520	0.6373	-0.0147	0.0147	0.0147	0.0000	0.0000
condition-1-en-5k	456	1	sib200	es	ur	0.2304	0.2402	+0.0098	0.5343	0.4804	-0.0539	0.6176	0.5980	0.0980	0.1324
condition-1-en-5k	456	1	sib200	es	zh	0.5784	0.5931	+0.0147	0.6373	0.6324	-0.0049	0.0882	0.0686	0.0147	0.0196
condition-1-en-5k	456	1	sib200	ur	en	0.7402	0.7157	-0.0245	0.7255	0.7010	-0.0245	0.0000	0.0000	0.0147	0.0147
condition-1-en-5k	456	1	sib200	ur	es	0.5000	0.4755	-0.0245	0.5343	0.5147	-0.0196	0.0441	0.0441	0.0245	0.0147
condition-1-en-5k	456	1	sib200	ur	ur	0.2157	0.2304	+0.0147	0.5735	0.5588	-0.0147	0.5098	0.4412	0.0343	0.0245
condition-1-en-5k	456	1	sib200	ur	zh	0.5686	0.5588	-0.0098	0.5735	0.5637	-0.0098	0.0098	0.0049	0.0049	0.0049
condition-1-en-5k	456	1	sib200	zh	en	0.8039	0.7794	-0.0245	0.7892	0.7549	-0.0343	0.0098	0.0049	0.0196	0.0294
condition-1-en-5k	456	1	sib200	zh	es	0.5343	0.5196	-0.0147	0.5882	0.5735	-0.0147	0.0784	0.0784	0.0000	0.0000
condition-1-en-5k	456	1	sib200	zh	ur	0.2157	0.2206	+0.0049	0.5294	0.5245	-0.0049	0.6127	0.5833	0.1324	0.1275
condition-1-en-5k	456	1	sib200	zh	zh	0.5343	0.5588	+0.0245	0.6667	0.6618	-0.0049	0.1912	0.1618	0.0098	0.0000
condition-1-en-5k	456	1	xnli	en	en	0.4998	0.5255	+0.0257	0.4998	0.5255	+0.0257	0.0014	0.0002	0.0014	0.0002
condition-1-en-5k	456	1	xnli	en	es	0.3980	0.4162	+0.0182	0.3980	0.4162	+0.0182	0.0002	0.0002	0.0002	0.0002
condition-1-en-5k	456	1	xnli	en	ur	0.3816	0.4200	+0.0383	0.3816	0.4200	+0.0383	0.0010	0.0008	0.0008	0.0006
condition-1-en-5k	456	1	xnli	en	zh	0.3333	0.3341	+0.0008	0.3333	0.3341	+0.0008	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	1	xnli	es	en	0.4525	0.4717	+0.0192	0.4525	0.4717	+0.0192	0.0006	0.0000	0.0006	0.0000
condition-1-en-5k	456	1	xnli	es	es	0.4547	0.4653	+0.0106	0.4547	0.4653	+0.0106	0.0002	0.0002	0.0002	0.0002
condition-1-en-5k	456	1	xnli	es	ur	0.3433	0.3505	+0.0072	0.3433	0.3505	+0.0072	0.0010	0.0010	0.0010	0.0010
condition-1-en-5k	456	1	xnli	es	zh	0.3337	0.3349	+0.0012	0.3337	0.3349	+0.0012	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	1	xnli	ur	en	0.4343	0.4403	+0.0060	0.4343	0.4403	+0.0060	0.0038	0.0000	0.0038	0.0000
condition-1-en-5k	456	1	xnli	ur	es	0.3727	0.3856	+0.0130	0.3727	0.3856	+0.0130	0.0002	0.0002	0.0002	0.0002
condition-1-en-5k	456	1	xnli	ur	ur	0.3327	0.3325	-0.0002	0.3327	0.3325	-0.0002	0.0038	0.0044	0.0038	0.0044
condition-1-en-5k	456	1	xnli	ur	zh	0.3311	0.3331	+0.0020	0.3311	0.3331	+0.0020	0.0002	0.0006	0.0002	0.0006
condition-1-en-5k	456	1	xnli	zh	en	0.3906	0.4078	+0.0172	0.3906	0.4078	+0.0172	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	1	xnli	zh	es	0.3333	0.3333	+0.0000	0.3333	0.3333	+0.0000	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	1	xnli	zh	ur	0.3345	0.3371	+0.0026	0.3345	0.3371	+0.0026	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	1	xnli	zh	zh	0.3329	0.3395	+0.0066	0.3329	0.3395	+0.0066	0.0004	0.0002	0.0004	0.0002
condition-1-en-5k	456	2	belebele	en	en	0.7822	0.7856	+0.0033	0.7822	0.7856	+0.0033	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	2	belebele	en	es	0.7756	0.7811	+0.0056	0.7756	0.7811	+0.0056	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	2	belebele	en	ur	0.7489	0.7611	+0.0122	0.7489	0.7611	+0.0122	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	2	belebele	en	zh	0.8000	0.7967	-0.0033	0.8000	0.7967	-0.0033	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	2	belebele	es	en	0.7011	0.7067	+0.0056	0.7011	0.7067	+0.0056	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	2	belebele	es	es	0.6989	0.6922	-0.0067	0.6989	0.6922	-0.0067	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	2	belebele	es	ur	0.6389	0.6389	+0.0000	0.6389	0.6389	+0.0000	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	2	belebele	es	zh	0.7167	0.7222	+0.0056	0.7167	0.7222	+0.0056	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	2	belebele	ur	en	0.6144	0.6156	+0.0011	0.6144	0.6156	+0.0011	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	2	belebele	ur	es	0.5544	0.5656	+0.0111	0.5544	0.5656	+0.0111	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	2	belebele	ur	ur	0.5233	0.5233	+0.0000	0.5233	0.5233	+0.0000	0.0033	0.0044	0.0033	0.0044
condition-1-en-5k	456	2	belebele	ur	zh	0.6067	0.6022	-0.0044	0.6067	0.6022	-0.0044	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	2	belebele	zh	en	0.7589	0.7611	+0.0022	0.7589	0.7611	+0.0022	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	2	belebele	zh	es	0.7367	0.7344	-0.0022	0.7367	0.7344	-0.0022	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	2	belebele	zh	ur	0.7000	0.7100	+0.0100	0.7000	0.7100	+0.0100	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	2	belebele	zh	zh	0.7611	0.7556	-0.0056	0.7611	0.7556	-0.0056	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	2	csqa	en	en	0.6070	0.6090	+0.0020	0.6070	0.6090	+0.0020	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	2	csqa	en	es	0.6230	0.6200	-0.0030	0.6230	0.6200	-0.0030	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	2	csqa	en	ur	0.5790	0.5860	+0.0070	0.5790	0.5860	+0.0070	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	2	csqa	en	zh	0.6310	0.6450	+0.0140	0.6310	0.6450	+0.0140	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	2	csqa	es	en	0.5170	0.5280	+0.0110	0.5170	0.5280	+0.0110	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	2	csqa	es	es	0.5320	0.5360	+0.0040	0.5320	0.5360	+0.0040	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	2	csqa	es	ur	0.4800	0.4830	+0.0030	0.4800	0.4830	+0.0030	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	2	csqa	es	zh	0.5300	0.5250	-0.0050	0.5300	0.5250	-0.0050	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	2	csqa	ur	en	0.4170	0.4170	+0.0000	0.4170	0.4170	+0.0000	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	2	csqa	ur	es	0.3930	0.3950	+0.0020	0.3930	0.3950	+0.0020	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	2	csqa	ur	ur	0.3920	0.3950	+0.0030	0.3920	0.3950	+0.0030	0.0010	0.0000	0.0010	0.0000
condition-1-en-5k	456	2	csqa	ur	zh	0.4020	0.4070	+0.0050	0.4020	0.4070	+0.0050	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	2	csqa	zh	en	0.5320	0.5360	+0.0040	0.5320	0.5360	+0.0040	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	2	csqa	zh	es	0.5100	0.5040	-0.0060	0.5100	0.5040	-0.0060	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	2	csqa	zh	ur	0.4660	0.4680	+0.0020	0.4660	0.4680	+0.0020	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	2	csqa	zh	zh	0.5320	0.5370	+0.0050	0.5320	0.5370	+0.0050	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	2	sib200	en	en	0.7206	0.7157	-0.0049	0.7206	0.7157	-0.0049	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	2	sib200	en	es	0.5343	0.4951	-0.0392	0.5539	0.5196	-0.0343	0.0294	0.0392	0.0000	0.0049
condition-1-en-5k	456	2	sib200	en	ur	0.2696	0.2500	-0.0196	0.3971	0.4167	+0.0196	0.3873	0.4461	0.3039	0.2451
condition-1-en-5k	456	2	sib200	en	zh	0.6275	0.6275	+0.0000	0.6520	0.6520	+0.0000	0.0539	0.0441	0.0098	0.0098
condition-1-en-5k	456	2	sib200	es	en	0.6765	0.6667	-0.0098	0.6765	0.6667	-0.0098	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	2	sib200	es	es	0.3725	0.3480	-0.0245	0.5147	0.5049	-0.0098	0.1716	0.1814	0.0000	0.0000
condition-1-en-5k	456	2	sib200	es	ur	0.0980	0.0490	-0.0490	0.3088	0.3676	+0.0588	0.6569	0.7794	0.4510	0.3333
condition-1-en-5k	456	2	sib200	es	zh	0.4755	0.4853	+0.0098	0.5931	0.5735	-0.0196	0.1716	0.1471	0.0147	0.0147
condition-1-en-5k	456	2	sib200	ur	en	0.6814	0.6716	-0.0098	0.6814	0.6716	-0.0098	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	2	sib200	ur	es	0.3725	0.3676	-0.0049	0.6127	0.5882	-0.0245	0.3186	0.2843	0.0147	0.0098
condition-1-en-5k	456	2	sib200	ur	ur	0.2059	0.2059	+0.0000	0.5294	0.5490	+0.0196	0.5735	0.5882	0.1275	0.1029
condition-1-en-5k	456	2	sib200	ur	zh	0.5343	0.5343	+0.0000	0.5343	0.5343	+0.0000	0.0147	0.0000	0.0098	0.0098
condition-1-en-5k	456	2	sib200	zh	en	0.6961	0.6814	-0.0147	0.6961	0.6814	-0.0147	0.0000	0.0000	0.0000	0.0000
condition-1-en-5k	456	2	sib200	zh	es	0.3725	0.3775	+0.0049	0.5588	0.5392	-0.0196	0.2402	0.2108	0.0098	0.0049
condition-1-en-5k	456	2	sib200	zh	ur	0.0931	0.0784	-0.0147	0.3971	0.4755	+0.0784	0.7598	0.8284	0.4020	0.2255
condition-1-en-5k	456	2	sib200	zh	zh	0.4853	0.4951	+0.0098	0.6225	0.6225	+0.0000	0.2206	0.1961	0.0245	0.0245
condition-1-en-5k	456	2	xnli	en	en	0.3786	0.3589	-0.0198	0.3786	0.3589	-0.0198	0.0004	0.0006	0.0004	0.0006
condition-1-en-5k	456	2	xnli	en	es	0.3806	0.3914	+0.0108	0.3806	0.3914	+0.0108	0.0034	0.0016	0.0034	0.0016
condition-1-en-5k	456	2	xnli	en	ur	0.2277	0.2024	-0.0253	0.2589	0.2413	-0.0176	0.4289	0.5090	0.3337	0.3960
condition-1-en-5k	456	2	xnli	en	zh	0.2405	0.1804	-0.0601	0.3337	0.3868	+0.0531	0.3212	0.5144	0.1477	0.1293
condition-1-en-5k	456	2	xnli	es	en	0.3661	0.3557	-0.0104	0.3661	0.3557	-0.0104	0.0086	0.0058	0.0086	0.0058
condition-1-en-5k	456	2	xnli	es	es	0.3770	0.3735	-0.0036	0.3770	0.3735	-0.0036	0.0102	0.0030	0.0102	0.0030
condition-1-en-5k	456	2	xnli	es	ur	0.3271	0.3066	-0.0206	0.3319	0.3158	-0.0162	0.1367	0.1944	0.1220	0.1661
condition-1-en-5k	456	2	xnli	es	zh	0.1128	0.0908	-0.0220	0.2369	0.3285	+0.0916	0.7014	0.7709	0.4603	0.3024
condition-1-en-5k	456	2	xnli	ur	en	0.3357	0.3325	-0.0032	0.3357	0.3325	-0.0032	0.0130	0.0082	0.0130	0.0082
condition-1-en-5k	456	2	xnli	ur	es	0.2499	0.3651	+0.1152	0.2499	0.3651	+0.1152	0.3930	0.0571	0.3930	0.0571
condition-1-en-5k	456	2	xnli	ur	ur	0.2990	0.2725	-0.0265	0.3228	0.3236	+0.0008	0.1337	0.2132	0.0655	0.0655
condition-1-en-5k	456	2	xnli	ur	zh	0.2014	0.2525	+0.0511	0.2078	0.2663	+0.0585	0.3856	0.2265	0.3699	0.1840
condition-1-en-5k	456	2	xnli	zh	en	0.4649	0.4389	-0.0259	0.4649	0.4389	-0.0259	0.0054	0.0040	0.0054	0.0040
condition-1-en-5k	456	2	xnli	zh	es	0.3637	0.3756	+0.0120	0.3637	0.3756	+0.0120	0.0142	0.0120	0.0142	0.0120
condition-1-en-5k	456	2	xnli	zh	ur	0.3323	0.3323	+0.0000	0.3341	0.3361	+0.0020	0.0140	0.0210	0.0082	0.0106
condition-1-en-5k	456	2	xnli	zh	zh	0.0675	0.0569	-0.0106	0.2491	0.2745	+0.0253	0.8253	0.8659	0.4054	0.3651
condition-2-es-20k	42	1	belebele	en	en	0.7678	0.7878	+0.0200	0.7678	0.7878	+0.0200	0.0000	0.0000	0.0000	0.0000
condition-2-es-20k	42	1	belebele	en	es	0.7611	0.7744	+0.0133	0.7611	0.7744	+0.0133	0.0000	0.0000	0.0000	0.0000
condition-2-es-20k	42	1	belebele	es	en	0.6911	0.7022	+0.0111	0.6911	0.7022	+0.0111	0.0000	0.0000	0.0000	0.0000
condition-2-es-20k	42	1	belebele	es	es	0.6722	0.6678	-0.0044	0.6722	0.6678	-0.0044	0.0000	0.0000	0.0000	0.0000
condition-2-es-20k	42	1	belebele	ur	en	0.6044	0.6089	+0.0044	0.6044	0.6089	+0.0044	0.0000	0.0000	0.0000	0.0000
condition-2-es-20k	42	1	belebele	ur	es	0.5389	0.5444	+0.0056	0.5389	0.5444	+0.0056	0.0000	0.0000	0.0000	0.0000
condition-2-es-20k	42	1	belebele	zh	en	0.7500	0.7556	+0.0056	0.7500	0.7556	+0.0056	0.0000	0.0000	0.0000	0.0000
condition-2-es-20k	42	1	belebele	zh	es	0.7033	0.7156	+0.0122	0.7033	0.7156	+0.0122	0.0000	0.0000	0.0000	0.0000
condition-2-es-20k	42	1	csqa	en	en	0.6070	0.6010	-0.0060	0.6070	0.6010	-0.0060	0.0000	0.0000	0.0000	0.0000
condition-2-es-20k	42	1	csqa	en	es	0.6040	0.6100	+0.0060	0.6040	0.6100	+0.0060	0.0070	0.0000	0.0070	0.0000
condition-2-es-20k	42	1	csqa	es	en	0.5240	0.5360	+0.0120	0.5240	0.5360	+0.0120	0.0000	0.0000	0.0000	0.0000
condition-2-es-20k	42	1	csqa	es	es	0.5290	0.5400	+0.0110	0.5290	0.5400	+0.0110	0.0010	0.0000	0.0010	0.0000
condition-2-es-20k	42	1	csqa	ur	en	0.4240	0.4180	-0.0060	0.4240	0.4180	-0.0060	0.0000	0.0000	0.0000	0.0000
condition-2-es-20k	42	1	csqa	ur	es	0.3960	0.3950	-0.0010	0.3960	0.3950	-0.0010	0.0000	0.0000	0.0000	0.0000
condition-2-es-20k	42	1	csqa	zh	en	0.5450	0.5490	+0.0040	0.5450	0.5490	+0.0040	0.0000	0.0000	0.0000	0.0000
condition-2-es-20k	42	1	csqa	zh	es	0.5000	0.5230	+0.0230	0.5000	0.5230	+0.0230	0.0020	0.0000	0.0020	0.0000
condition-2-es-20k	42	1	sib200	en	en	0.7549	0.7549	+0.0000	0.7549	0.7549	+0.0000	0.0000	0.0000	0.0000	0.0000
condition-2-es-20k	42	1	sib200	en	es	0.6618	0.6814	+0.0196	0.6618	0.6814	+0.0196	0.0000	0.0000	0.0000	0.0000
condition-2-es-20k	42	1	sib200	es	en	0.7794	0.7745	-0.0049	0.7745	0.7598	-0.0147	0.0000	0.0000	0.0049	0.0147
condition-2-es-20k	42	1	sib200	es	es	0.6471	0.6765	+0.0294	0.6520	0.6765	+0.0245	0.0147	0.0000	0.0000	0.0000
condition-2-es-20k	42	1	sib200	ur	en	0.7402	0.7157	-0.0245	0.7255	0.7108	-0.0147	0.0000	0.0000	0.0147	0.0049
condition-2-es-20k	42	1	sib200	ur	es	0.5000	0.5686	+0.0686	0.5343	0.5686	+0.0343	0.0441	0.0000	0.0245	0.0343
condition-2-es-20k	42	1	sib200	zh	en	0.8039	0.7843	-0.0196	0.7892	0.7647	-0.0245	0.0098	0.0000	0.0196	0.0196
condition-2-es-20k	42	1	sib200	zh	es	0.5343	0.6618	+0.1275	0.5882	0.6520	+0.0637	0.0784	0.0000	0.0000	0.0343
condition-2-es-20k	42	1	xnli	en	en	0.4998	0.4986	-0.0012	0.4998	0.4986	-0.0012	0.0014	0.0002	0.0014	0.0002
condition-2-es-20k	42	1	xnli	en	es	0.3980	0.4194	+0.0214	0.3980	0.4194	+0.0214	0.0002	0.0000	0.0002	0.0000
condition-2-es-20k	42	1	xnli	es	en	0.4525	0.4631	+0.0106	0.4525	0.4631	+0.0106	0.0006	0.0000	0.0006	0.0000
condition-2-es-20k	42	1	xnli	es	es	0.4547	0.4042	-0.0505	0.4547	0.4042	-0.0505	0.0002	0.0002	0.0002	0.0002
condition-2-es-20k	42	1	xnli	ur	en	0.4343	0.4381	+0.0038	0.4343	0.4381	+0.0038	0.0038	0.0000	0.0038	0.0000
condition-2-es-20k	42	1	xnli	ur	es	0.3727	0.4277	+0.0551	0.3727	0.4277	+0.0551	0.0002	0.0000	0.0002	0.0000
condition-2-es-20k	42	1	xnli	zh	en	0.3906	0.3852	-0.0054	0.3906	0.3852	-0.0054	0.0000	0.0000	0.0000	0.0000
condition-2-es-20k	42	1	xnli	zh	es	0.3333	0.3371	+0.0038	0.3333	0.3371	+0.0038	0.0000	0.0000	0.0000	0.0000
condition-2-es-20k	42	2	belebele	en	en	0.7822	0.7867	+0.0044	0.7822	0.7867	+0.0044	0.0000	0.0000	0.0000	0.0000
condition-2-es-20k	42	2	belebele	en	es	0.7756	0.7944	+0.0189	0.7756	0.7944	+0.0189	0.0000	0.0000	0.0000	0.0000
condition-2-es-20k	42	2	belebele	es	en	0.7011	0.7222	+0.0211	0.7011	0.7222	+0.0211	0.0000	0.0000	0.0000	0.0000
condition-2-es-20k	42	2	belebele	es	es	0.6989	0.6978	-0.0011	0.6989	0.6978	-0.0011	0.0000	0.0000	0.0000	0.0000
condition-2-es-20k	42	2	belebele	ur	en	0.6144	0.6178	+0.0033	0.6144	0.6178	+0.0033	0.0000	0.0000	0.0000	0.0000
condition-2-es-20k	42	2	belebele	ur	es	0.5544	0.5878	+0.0333	0.5544	0.5878	+0.0333	0.0000	0.0000	0.0000	0.0000
