condition	target_lang	template	benchmark	data	instr	matched_diagonal	matched_instr	n_seeds	mean_acc	std_acc	min_acc	max_acc	total_count	total_correct
condition-2-ur-20k	ur	1	xnli	es	en	n	n	1	0.5002	nan	0.5002	0.5002	5010	2506
condition-2-ur-20k	ur	1	xnli	es	ur	n	y	1	0.3673	nan	0.3673	0.3673	5010	1840
condition-2-ur-20k	ur	1	xnli	ur	en	n	n	1	0.4439	nan	0.4439	0.4439	5010	2224
condition-2-ur-20k	ur	1	xnli	ur	ur	y	y	1	0.3337	nan	0.3337	0.3337	5010	1672
condition-2-ur-20k	ur	1	xnli	zh	en	n	n	1	0.4413	nan	0.4413	0.4413	5010	2211
condition-2-ur-20k	ur	1	xnli	zh	ur	n	y	1	0.3403	nan	0.3403	0.3403	5010	1705
condition-2-ur-20k	ur	2	belebele	en	en	y	n	1	0.7944	nan	0.7944	0.7944	900	715
condition-2-ur-20k	ur	2	belebele	en	ur	n	y	1	0.7844	nan	0.7844	0.7844	900	706
condition-2-ur-20k	ur	2	belebele	es	en	n	n	1	0.7300	nan	0.7300	0.7300	900	657
condition-2-ur-20k	ur	2	belebele	es	ur	n	y	1	0.6889	nan	0.6889	0.6889	900	620
condition-2-ur-20k	ur	2	belebele	ur	en	n	n	1	0.6056	nan	0.6056	0.6056	900	545
condition-2-ur-20k	ur	2	belebele	ur	ur	y	y	1	0.4844	nan	0.4844	0.4844	900	436
condition-2-ur-20k	ur	2	belebele	zh	en	n	n	1	0.7744	nan	0.7744	0.7744	900	697
condition-2-ur-20k	ur	2	belebele	zh	ur	n	y	1	0.7467	nan	0.7467	0.7467	900	672
condition-2-ur-20k	ur	2	csqa	en	en	y	n	1	0.6080	nan	0.6080	0.6080	1000	608
condition-2-ur-20k	ur	2	csqa	en	ur	n	y	1	0.6120	nan	0.6120	0.6120	1000	612
condition-2-ur-20k	ur	2	csqa	es	en	n	n	1	0.5420	nan	0.5420	0.5420	1000	542
condition-2-ur-20k	ur	2	csqa	es	ur	n	y	1	0.5020	nan	0.5020	0.5020	1000	502
condition-2-ur-20k	ur	2	csqa	ur	en	n	n	1	0.3430	nan	0.3430	0.3430	1000	343
condition-2-ur-20k	ur	2	csqa	ur	ur	y	y	1	0.3520	nan	0.3520	0.3520	1000	352
condition-2-ur-20k	ur	2	csqa	zh	en	n	n	1	0.5270	nan	0.5270	0.5270	1000	527
condition-2-ur-20k	ur	2	csqa	zh	ur	n	y	1	0.5070	nan	0.5070	0.5070	1000	507
condition-2-ur-20k	ur	2	sib200	en	en	y	n	1	0.6912	nan	0.6912	0.6912	204	141
condition-2-ur-20k	ur	2	sib200	en	ur	n	y	1	0.7157	nan	0.7157	0.7157	204	146
condition-2-ur-20k	ur	2	sib200	es	en	n	n	1	0.6520	nan	0.6520	0.6520	204	133
condition-2-ur-20k	ur	2	sib200	es	ur	n	y	1	0.6127	nan	0.6127	0.6127	204	125
condition-2-ur-20k	ur	2	sib200	ur	en	n	n	1	0.5980	nan	0.5980	0.5980	204	122
condition-2-ur-20k	ur	2	sib200	ur	ur	y	y	1	0.3382	nan	0.3382	0.3382	204	69
condition-2-ur-20k	ur	2	sib200	zh	en	n	n	1	0.6520	nan	0.6520	0.6520	204	133
condition-2-ur-20k	ur	2	sib200	zh	ur	n	y	1	0.6176	nan	0.6176	0.6176	204	126
condition-2-ur-20k	ur	2	xnli	en	en	y	n	1	0.3615	nan	0.3615	0.3615	5010	1811
condition-2-ur-20k	ur	2	xnli	en	ur	n	y	1	0.3415	nan	0.3415	0.3415	5010	1711
condition-2-ur-20k	ur	2	xnli	es	en	n	n	1	0.3687	nan	0.3687	0.3687	5010	1847
condition-2-ur-20k	ur	2	xnli	es	ur	n	y	1	0.3812	nan	0.3812	0.3812	5010	1910
condition-2-ur-20k	ur	2	xnli	ur	en	n	n	1	0.3363	nan	0.3363	0.3363	5010	1685
condition-2-ur-20k	ur	2	xnli	ur	ur	y	y	1	0.3910	nan	0.3910	0.3910	5010	1959
condition-2-ur-20k	ur	2	xnli	zh	en	n	n	1	0.4577	nan	0.4577	0.4577	5010	2293
condition-2-ur-20k	ur	2	xnli	zh	ur	n	y	1	0.4501	nan	0.4501	0.4501	5010	2255
condition-2-ur-5k	ur	1	belebele	en	en	y	n	3	0.7907	0.0017	0.7889	0.7922	2700	2135
condition-2-ur-5k	ur	1	belebele	en	ur	n	y	3	0.8019	0.0034	0.7989	0.8056	2700	2165
condition-2-ur-5k	ur	1	belebele	es	en	n	n	3	0.7241	0.0045	0.7200	0.7289	2700	1955
condition-2-ur-5k	ur	1	belebele	es	ur	n	y	3	0.7170	0.0101	0.7056	0.7244	2700	1936
condition-2-ur-5k	ur	1	belebele	ur	en	n	n	3	0.6289	0.0058	0.6222	0.6322	2700	1698
condition-2-ur-5k	ur	1	belebele	ur	ur	y	y	3	0.5633	0.0223	0.5378	0.5789	2700	1521
condition-2-ur-5k	ur	1	belebele	zh	en	n	n	3	0.7741	0.0032	0.7722	0.7778	2700	2090
condition-2-ur-5k	ur	1	belebele	zh	ur	n	y	3	0.7600	0.0029	0.7578	0.7633	2700	2052
condition-2-ur-5k	ur	1	csqa	en	en	y	n	3	0.6103	0.0015	0.6090	0.6120	3000	1831
condition-2-ur-5k	ur	1	csqa	en	ur	n	y	3	0.5977	0.0086	0.5900	0.6070	3000	1793
condition-2-ur-5k	ur	1	csqa	es	en	n	n	3	0.5393	0.0049	0.5360	0.5450	3000	1618
condition-2-ur-5k	ur	1	csqa	es	ur	n	y	3	0.4890	0.0046	0.4840	0.4930	3000	1467
condition-2-ur-5k	ur	1	csqa	ur	en	n	n	3	0.4030	0.0070	0.3960	0.4100	3000	1209
condition-2-ur-5k	ur	1	csqa	ur	ur	y	y	3	0.3663	0.0122	0.3530	0.3770	3000	1099
condition-2-ur-5k	ur	1	csqa	zh	en	n	n	3	0.5607	0.0006	0.5600	0.5610	3000	1682
condition-2-ur-5k	ur	1	csqa	zh	ur	n	y	3	0.4883	0.0067	0.4840	0.4960	3000	1465
condition-2-ur-5k	ur	1	sib200	en	en	y	n	3	0.7729	0.0075	0.7647	0.7794	612	473
condition-2-ur-5k	ur	1	sib200	en	ur	n	y	3	0.5719	0.0428	0.5245	0.6078	612	350
condition-2-ur-5k	ur	1	sib200	es	en	n	n	3	0.7190	0.0186	0.7059	0.7402	612	440
condition-2-ur-5k	ur	1	sib200	es	ur	n	y	3	0.5392	0.0497	0.4951	0.5931	612	330
condition-2-ur-5k	ur	1	sib200	ur	en	n	n	3	0.6765	0.0170	0.6667	0.6961	612	414
condition-2-ur-5k	ur	1	sib200	ur	ur	y	y	3	0.4232	0.0355	0.3824	0.4461	612	259
condition-2-ur-5k	ur	1	sib200	zh	en	n	n	3	0.7353	0.0130	0.7206	0.7451	612	450
condition-2-ur-5k	ur	1	sib200	zh	ur	n	y	3	0.6781	0.0270	0.6520	0.7059	612	415
condition-2-ur-5k	ur	1	xnli	en	en	y	n	3	0.5279	0.0195	0.5054	0.5399	15030	7934
condition-2-ur-5k	ur	1	xnli	en	ur	n	y	3	0.3551	0.0182	0.3441	0.3760	15030	5337
condition-2-ur-5k	ur	1	xnli	es	en	n	n	3	0.4737	0.0298	0.4395	0.4938	15030	7120
condition-2-ur-5k	ur	1	xnli	es	ur	n	y	3	0.3452	0.0114	0.3373	0.3583	15030	5188
condition-2-ur-5k	ur	1	xnli	ur	en	n	n	3	0.4220	0.0280	0.3904	0.4439	15030	6342
condition-2-ur-5k	ur	1	xnli	ur	ur	y	y	3	0.3365	0.0015	0.3351	0.3381	15030	5058
condition-2-ur-5k	ur	1	xnli	zh	en	n	n	3	0.4318	0.0286	0.3988	0.4485	15030	6490
condition-2-ur-5k	ur	1	xnli	zh	ur	n	y	3	0.3343	0.0009	0.3335	0.3353	15030	5025
condition-2-ur-5k	ur	2	belebele	en	en	y	n	3	0.7952	0.0050	0.7900	0.8000	2700	2147
condition-2-ur-5k	ur	2	belebele	en	ur	n	y	3	0.8096	0.0026	0.8067	0.8111	2700	2186
condition-2-ur-5k	ur	2	belebele	es	en	n	n	3	0.7393	0.0034	0.7356	0.7422	2700	1996
condition-2-ur-5k	ur	2	belebele	es	ur	n	y	3	0.7078	0.0125	0.6933	0.7156	2700	1911
condition-2-ur-5k	ur	2	belebele	ur	en	n	n	3	0.6381	0.0061	0.6311	0.6422	2700	1723
condition-2-ur-5k	ur	2	belebele	ur	ur	y	y	3	0.5704	0.0156	0.5544	0.5856	2700	1540
condition-2-ur-5k	ur	2	belebele	zh	en	n	n	3	0.7770	0.0034	0.7733	0.7800	2700	2098
condition-2-ur-5k	ur	2	belebele	zh	ur	n	y	3	0.7641	0.0026	0.7611	0.7656	2700	2063
condition-2-ur-5k	ur	2	csqa	en	en	y	n	3	0.6130	0.0026	0.6110	0.6160	3000	1839
condition-2-ur-5k	ur	2	csqa	en	ur	n	y	3	0.6080	0.0053	0.6020	0.6120	3000	1824
condition-2-ur-5k	ur	2	csqa	es	en	n	n	3	0.5313	0.0068	0.5260	0.5390	3000	1594
condition-2-ur-5k	ur	2	csqa	es	ur	n	y	3	0.4970	0.0060	0.4910	0.5030	3000	1491
condition-2-ur-5k	ur	2	csqa	ur	en	n	n	3	0.3870	0.0036	0.3830	0.3900	3000	1161
condition-2-ur-5k	ur	2	csqa	ur	ur	y	y	3	0.3843	0.0200	0.3690	0.4070	3000	1153
condition-2-ur-5k	ur	2	csqa	zh	en	n	n	3	0.5430	0.0046	0.5390	0.5480	3000	1629
condition-2-ur-5k	ur	2	csqa	zh	ur	n	y	3	0.4997	0.0049	0.4940	0.5030	3000	1499
condition-2-ur-5k	ur	2	sib200	en	en	y	n	3	0.6912	0.0049	0.6863	0.6961	612	423
condition-2-ur-5k	ur	2	sib200	en	ur	n	y	3	0.6895	0.0150	0.6765	0.7059	612	422
condition-2-ur-5k	ur	2	sib200	es	en	n	n	3	0.6601	0.0028	0.6569	0.6618	612	404
condition-2-ur-5k	ur	2	sib200	es	ur	n	y	3	0.6503	0.0123	0.6373	0.6618	612	398
condition-2-ur-5k	ur	2	sib200	ur	en	n	n	3	0.6650	0.0123	0.6520	0.6765	612	407
condition-2-ur-5k	ur	2	sib200	ur	ur	y	y	3	0.5000	0.0596	0.4608	0.5686	612	306
condition-2-ur-5k	ur	2	sib200	zh	en	n	n	3	0.6814	0.0049	0.6765	0.6863	612	417
condition-2-ur-5k	ur	2	sib200	zh	ur	n	y	3	0.6765	0.0130	0.6667	0.6912	612	414
condition-2-ur-5k	ur	2	xnli	en	en	y	n	3	0.4053	0.0306	0.3786	0.4387	15030	6092
condition-2-ur-5k	ur	2	xnli	en	ur	n	y	3	0.3615	0.0215	0.3459	0.3860	15030	5433
condition-2-ur-5k	ur	2	xnli	es	en	n	n	3	0.4070	0.0283	0.3848	0.4389	15030	6117
condition-2-ur-5k	ur	2	xnli	es	ur	n	y	3	0.3810	0.0418	0.3491	0.4283	15030	5727
condition-2-ur-5k	ur	2	xnli	ur	en	n	n	3	0.3450	0.0103	0.3383	0.3569	15030	5186
condition-2-ur-5k	ur	2	xnli	ur	ur	y	y	3	0.3658	0.0199	0.3435	0.3816	15030	5498
condition-2-ur-5k	ur	2	xnli	zh	en	n	n	3	0.4703	0.0277	0.4405	0.4954	15030	7068
condition-2-ur-5k	ur	2	xnli	zh	ur	n	y	3	0.4409	0.0196	0.4226	0.4615	15030	6626
condition-2-zh-20k	zh	1	belebele	en	en	y	n	1	0.7889	nan	0.7889	0.7889	900	710
condition-2-zh-20k	zh	1	belebele	en	zh	n	y	1	0.7978	nan	0.7978	0.7978	900	718
condition-2-zh-20k	zh	1	belebele	es	en	n	n	1	0.6978	nan	0.6978	0.6978	900	628
condition-2-zh-20k	zh	1	belebele	es	zh	n	y	1	0.7144	nan	0.7144	0.7144	900	643
condition-2-zh-20k	zh	1	belebele	ur	en	n	n	1	0.6156	nan	0.6156	0.6156	900	554
condition-2-zh-20k	zh	1	belebele	ur	zh	n	y	1	0.6278	nan	0.6278	0.6278	900	565
condition-2-zh-20k	zh	1	belebele	zh	en	n	n	1	0.7700	nan	0.7700	0.7700	900	693
condition-2-zh-20k	zh	1	belebele	zh	zh	y	y	1	0.7722	nan	0.7722	0.7722	900	695
condition-2-zh-20k	zh	1	csqa	en	en	y	n	1	0.6160	nan	0.6160	0.6160	1000	616
condition-2-zh-20k	zh	1	csqa	en	zh	n	y	1	0.6460	nan	0.6460	0.6460	1000	646
condition-2-zh-20k	zh	1	csqa	es	en	n	n	1	0.5290	nan	0.5290	0.5290	1000	529
condition-2-zh-20k	zh	1	csqa	es	zh	n	y	1	0.5710	nan	0.5710	0.5710	1000	571
condition-2-zh-20k	zh	1	csqa	ur	en	n	n	1	0.4250	nan	0.4250	0.4250	1000	425
condition-2-zh-20k	zh	1	csqa	ur	zh	n	y	1	0.4360	nan	0.4360	0.4360	1000	436
condition-2-zh-20k	zh	1	csqa	zh	en	n	n	1	0.5520	nan	0.5520	0.5520	1000	552
condition-2-zh-20k	zh	1	csqa	zh	zh	y	y	1	0.5410	nan	0.5410	0.5410	1000	541
condition-2-zh-20k	zh	1	sib200	en	en	y	n	1	0.7451	nan	0.7451	0.7451	204	152
condition-2-zh-20k	zh	1	sib200	en	zh	n	y	1	0.6667	nan	0.6667	0.6667	204	136
condition-2-zh-20k	zh	1	sib200	es	en	n	n	1	0.7549	nan	0.7549	0.7549	204	154
condition-2-zh-20k	zh	1	sib200	es	zh	n	y	1	0.6520	nan	0.6520	0.6520	204	133
condition-2-zh-20k	zh	1	sib200	ur	en	n	n	1	0.6863	nan	0.6863	0.6863	204	140
condition-2-zh-20k	zh	1	sib200	ur	zh	n	y	1	0.5931	nan	0.5931	0.5931	204	121
condition-2-zh-20k	zh	1	sib200	zh	en	n	n	1	0.7598	nan	0.7598	0.7598	204	155
condition-2-zh-20k	zh	1	sib200	zh	zh	y	y	1	0.6471	nan	0.6471	0.6471	204	132
condition-2-zh-20k	zh	1	xnli	en	en	y	n	1	0.5301	nan	0.5301	0.5301	5010	2656
condition-2-zh-20k	zh	1	xnli	en	zh	n	y	1	0.3333	nan	0.3333	0.3333	5010	1670
condition-2-zh-20k	zh	1	xnli	es	en	n	n	1	0.4754	nan	0.4754	0.4754	5010	2382
condition-2-zh-20k	zh	1	xnli	es	zh	n	y	1	0.3333	nan	0.3333	0.3333	5010	1670
condition-2-zh-20k	zh	1	xnli	ur	en	n	n	1	0.4565	nan	0.4565	0.4565	5010	2287
condition-2-zh-20k	zh	1	xnli	ur	zh	n	y	1	0.3335	nan	0.3335	0.3335	5010	1671
condition-2-zh-20k	zh	1	xnli	zh	en	n	n	1	0.4126	nan	0.4126	0.4126	5010	2067
condition-2-zh-20k	zh	1	xnli	zh	zh	y	y	1	0.3331	nan	0.3331	0.3331	5010	1669
condition-2-zh-20k	zh	2	belebele	en	en	y	n	1	0.7933	nan	0.7933	0.7933	900	714
condition-2-zh-20k	zh	2	belebele	en	zh	n	y	1	0.8022	nan	0.8022	0.8022	900	722
condition-2-zh-20k	zh	2	belebele	es	en	n	n	1	0.7233	nan	0.7233	0.7233	900	651
condition-2-zh-20k	zh	2	belebele	es	zh	n	y	1	0.7200	nan	0.7200	0.7200	900	648
condition-2-zh-20k	zh	2	belebele	ur	en	n	n	1	0.6256	nan	0.6256	0.6256	900	563
condition-2-zh-20k	zh	2	belebele	ur	zh	n	y	1	0.6267	nan	0.6267	0.6267	900	564
condition-2-zh-20k	zh	2	belebele	zh	en	n	n	1	0.7767	nan	0.7767	0.7767	900	699
condition-2-zh-20k	zh	2	belebele	zh	zh	y	y	1	0.7767	nan	0.7767	0.7767	900	699
condition-2-zh-20k	zh	2	csqa	en	en	y	n	1	0.6070	nan	0.6070	0.6070	1000	607
condition-2-zh-20k	zh	2	csqa	en	zh	n	y	1	0.6330	nan	0.6330	0.6330	1000	633
condition-2-zh-20k	zh	2	csqa	es	en	n	n	1	0.5280	nan	0.5280	0.5280	1000	528
condition-2-zh-20k	zh	2	csqa	es	zh	n	y	1	0.5500	nan	0.5500	0.5500	1000	550
condition-2-zh-20k	zh	2	csqa	ur	en	n	n	1	0.4230	nan	0.4230	0.4230	1000	423
condition-2-zh-20k	zh	2	csqa	ur	zh	n	y	1	0.4130	nan	0.4130	0.4130	1000	413
condition-2-zh-20k	zh	2	csqa	zh	en	n	n	1	0.5380	nan	0.5380	0.5380	1000	538
condition-2-zh-20k	zh	2	csqa	zh	zh	y	y	1	0.5400	nan	0.5400	0.5400	1000	540
condition-2-zh-20k	zh	2	sib200	en	en	y	n	1	0.7108	nan	0.7108	0.7108	204	145
condition-2-zh-20k	zh	2	sib200	en	zh	n	y	1	0.6520	nan	0.6520	0.6520	204	133
condition-2-zh-20k	zh	2	sib200	es	en	n	n	1	0.6569	nan	0.6569	0.6569	204	134
condition-2-zh-20k	zh	2	sib200	es	zh	n	y	1	0.6176	nan	0.6176	0.6176	204	126
condition-2-zh-20k	zh	2	sib200	ur	en	n	n	1	0.6618	nan	0.6618	0.6618	204	135
condition-2-zh-20k	zh	2	sib200	ur	zh	n	y	1	0.5931	nan	0.5931	0.5931	204	121
condition-2-zh-20k	zh	2	sib200	zh	en	n	n	1	0.6520	nan	0.6520	0.6520	204	133
condition-2-zh-20k	zh	2	sib200	zh	zh	y	y	1	0.6471	nan	0.6471	0.6471	204	132
condition-2-zh-20k	zh	2	xnli	en	en	y	n	1	0.3573	nan	0.3573	0.3573	5010	1790
condition-2-zh-20k	zh	2	xnli	en	zh	n	y	1	0.3417	nan	0.3417	0.3417	5010	1712
condition-2-zh-20k	zh	2	xnli	es	en	n	n	1	0.3591	nan	0.3591	0.3591	5010	1799
condition-2-zh-20k	zh	2	xnli	es	zh	n	y	1	0.3363	nan	0.3363	0.3363	5010	1685
condition-2-zh-20k	zh	2	xnli	ur	en	n	n	1	0.3337	nan	0.3337	0.3337	5010	1672
condition-2-zh-20k	zh	2	xnli	ur	zh	n	y	1	0.3277	nan	0.3277	0.3277	5010	1642
condition-2-zh-20k	zh	2	xnli	zh	en	n	n	1	0.4407	nan	0.4407	0.4407	5010	2208
condition-2-zh-20k	zh	2	xnli	zh	zh	y	y	1	0.3737	nan	0.3737	0.3737	5010	1872
condition-2-zh-5k	zh	1	belebele	en	en	y	n	3	0.7796	0.0028	0.7767	0.7822	2700	2105
condition-2-zh-5k	zh	1	belebele	en	zh	n	y	3	0.8007	0.0053	0.7967	0.8067	2700	2162
condition-2-zh-5k	zh	1	belebele	es	en	n	n	3	0.7048	0.0006	0.7044	0.7056	2700	1903
condition-2-zh-5k	zh	1	belebele	es	zh	n	y	3	0.7333	0.0011	0.7322	0.7344	2700	1980
condition-2-zh-5k	zh	1	belebele	ur	en	n	n	3	0.6167	0.0058	0.6133	0.6233	2700	1665
condition-2-zh-5k	zh	1	belebele	ur	zh	n	y	3	0.6215	0.0006	0.6211	0.6222	2700	1678
condition-2-zh-5k	zh	1	belebele	zh	en	n	n	3	0.7659	0.0039	0.7622	0.7700	2700	2068
condition-2-zh-5k	zh	1	belebele	zh	zh	y	y	3	0.7807	0.0006	0.7800	0.7811	2700	2108
condition-2-zh-5k	zh	1	csqa	en	en	y	n	3	0.6027	0.0031	0.6000	0.6060	3000	1808
condition-2-zh-5k	zh	1	csqa	en	zh	n	y	3	0.6440	0.0053	0.6400	0.6500	3000	1932
condition-2-zh-5k	zh	1	csqa	es	en	n	n	3	0.5223	0.0080	0.5140	0.5300	3000	1567
condition-2-zh-5k	zh	1	csqa	es	zh	n	y	3	0.5670	0.0030	0.5640	0.5700	3000	1701
condition-2-zh-5k	zh	1	csqa	ur	en	n	n	3	0.4197	0.0035	0.4160	0.4230	3000	1259
condition-2-zh-5k	zh	1	csqa	ur	zh	n	y	3	0.4287	0.0021	0.4270	0.4310	3000	1286
condition-2-zh-5k	zh	1	csqa	zh	en	n	n	3	0.5433	0.0021	0.5410	0.5450	3000	1630
condition-2-zh-5k	zh	1	csqa	zh	zh	y	y	3	0.5503	0.0025	0.5480	0.5530	3000	1651
condition-2-zh-5k	zh	1	sib200	en	en	y	n	3	0.7647	0.0098	0.7549	0.7745	612	468
condition-2-zh-5k	zh	1	sib200	en	zh	n	y	3	0.7092	0.0198	0.6863	0.7206	612	434
condition-2-zh-5k	zh	1	sib200	es	en	n	n	3	0.7712	0.0102	0.7598	0.7794	612	472
condition-2-zh-5k	zh	1	sib200	es	zh	n	y	3	0.6814	0.0177	0.6618	0.6961	612	417
condition-2-zh-5k	zh	1	sib200	ur	en	n	n	3	0.7124	0.0113	0.7059	0.7255	612	436
condition-2-zh-5k	zh	1	sib200	ur	zh	n	y	3	0.6389	0.0408	0.5931	0.6716	612	391
condition-2-zh-5k	zh	1	sib200	zh	en	n	n	3	0.7582	0.0113	0.7451	0.7647	612	464
condition-2-zh-5k	zh	1	sib200	zh	zh	y	y	3	0.6895	0.0102	0.6814	0.7010	612	422
condition-2-zh-5k	zh	1	xnli	en	en	y	n	3	0.5124	0.0153	0.4950	0.5234	15030	7702
condition-2-zh-5k	zh	1	xnli	en	zh	n	y	3	0.3329	0.0002	0.3327	0.3331	15030	5003
condition-2-zh-5k	zh	1	xnli	es	en	n	n	3	0.4524	0.0166	0.4335	0.4651	15030	6799
condition-2-zh-5k	zh	1	xnli	es	zh	n	y	3	0.3332	0.0001	0.3331	0.3333	15030	5008
condition-2-zh-5k	zh	1	xnli	ur	en	n	n	3	0.4465	0.0068	0.4389	0.4521	15030	6711
condition-2-zh-5k	zh	1	xnli	ur	zh	n	y	3	0.3346	0.0032	0.3319	0.3381	15030	5029
condition-2-zh-5k	zh	1	xnli	zh	en	n	n	3	0.4078	0.0117	0.3946	0.4168	15030	6129
condition-2-zh-5k	zh	1	xnli	zh	zh	y	y	3	0.3350	0.0039	0.3323	0.3395	15030	5035
condition-2-zh-5k	zh	2	belebele	en	en	y	n	3	0.7870	0.0006	0.7867	0.7878	2700	2125
condition-2-zh-5k	zh	2	belebele	en	zh	n	y	3	0.8119	0.0017	0.8100	0.8133	2700	2192
condition-2-zh-5k	zh	2	belebele	es	en	n	n	3	0.7204	0.0046	0.7167	0.7256	2700	1945
condition-2-zh-5k	zh	2	belebele	es	zh	n	y	3	0.7396	0.0046	0.7344	0.7433	2700	1997
condition-2-zh-5k	zh	2	belebele	ur	en	n	n	3	0.6259	0.0053	0.6200	0.6300	2700	1690
condition-2-zh-5k	zh	2	belebele	ur	zh	n	y	3	0.6370	0.0023	0.6344	0.6389	2700	1720
condition-2-zh-5k	zh	2	belebele	zh	en	n	n	3	0.7781	0.0028	0.7756	0.7811	2700	2101
condition-2-zh-5k	zh	2	belebele	zh	zh	y	y	3	0.7856	0.0051	0.7811	0.7911	2700	2121
condition-2-zh-5k	zh	2	csqa	en	en	y	n	3	0.6110	0.0050	0.6060	0.6160	3000	1833
condition-2-zh-5k	zh	2	csqa	en	zh	n	y	3	0.6310	0.0036	0.6280	0.6350	3000	1893
condition-2-zh-5k	zh	2	csqa	es	en	n	n	3	0.5270	0.0017	0.5250	0.5280	3000	1581
condition-2-zh-5k	zh	2	csqa	es	zh	n	y	3	0.5403	0.0059	0.5360	0.5470	3000	1621
condition-2-zh-5k	zh	2	csqa	ur	en	n	n	3	0.4167	0.0015	0.4150	0.4180	3000	1250
condition-2-zh-5k	zh	2	csqa	ur	zh	n	y	3	0.4000	0.0060	0.3940	0.4060	3000	1200
condition-2-zh-5k	zh	2	csqa	zh	en	n	n	3	0.5267	0.0059	0.5200	0.5310	3000	1580
condition-2-zh-5k	zh	2	csqa	zh	zh	y	y	3	0.5447	0.0040	0.5400	0.5470	3000	1634
condition-2-zh-5k	zh	2	sib200	en	en	y	n	3	0.6781	0.0057	0.6716	0.6814	612	415
condition-2-zh-5k	zh	2	sib200	en	zh	n	y	3	0.6716	0.0049	0.6667	0.6765	612	411
condition-2-zh-5k	zh	2	sib200	es	en	n	n	3	0.6454	0.0075	0.6373	0.6520	612	395
condition-2-zh-5k	zh	2	sib200	es	zh	n	y	3	0.6291	0.0057	0.6225	0.6324	612	385
condition-2-zh-5k	zh	2	sib200	ur	en	n	n	3	0.6683	0.0075	0.6618	0.6765	612	409
condition-2-zh-5k	zh	2	sib200	ur	zh	n	y	3	0.6078	0.0130	0.5931	0.6176	612	372
condition-2-zh-5k	zh	2	sib200	zh	en	n	n	3	0.6585	0.0075	0.6520	0.6667	612	403
condition-2-zh-5k	zh	2	sib200	zh	zh	y	y	3	0.6438	0.0150	0.6275	0.6569	612	394
condition-2-zh-5k	zh	2	xnli	en	en	y	n	3	0.3747	0.0160	0.3627	0.3928	15030	5631
condition-2-zh-5k	zh	2	xnli	en	zh	n	y	3	0.3336	0.0029	0.3303	0.3357	15030	5014
condition-2-zh-5k	zh	2	xnli	es	en	n	n	3	0.3803	0.0161	0.3675	0.3984	15030	5716
condition-2-zh-5k	zh	2	xnli	es	zh	n	y	3	0.3323	0.0029	0.3289	0.3345	15030	4994
condition-2-zh-5k	zh	2	xnli	ur	en	n	n	3	0.3345	0.0006	0.3339	0.3351	15030	5027
condition-2-zh-5k	zh	2	xnli	ur	zh	n	y	3	0.2881	0.0339	0.2495	0.3132	15030	4330
condition-2-zh-5k	zh	2	xnli	zh	en	n	n	3	0.4476	0.0283	0.4212	0.4774	15030	6728
condition-2-zh-5k	zh	2	xnli	zh	zh	y	y	3	0.3576	0.0111	0.3507	0.3705	15030	5375
condition-3-zh-5k	zh	1	belebele	en	en	y	n	1	0.7911	nan	0.7911	0.7911	900	712
condition-3-zh-5k	zh	1	belebele	en	zh	n	y	1	0.7889	nan	0.7889	0.7889	900	710
condition-3-zh-5k	zh	1	belebele	es	en	n	n	1	0.7056	nan	0.7056	0.7056	900	635
condition-3-zh-5k	zh	1	belebele	es	zh	n	y	1	0.7133	nan	0.7133	0.7133	900	642
condition-3-zh-5k	zh	1	belebele	ur	en	n	n	1	0.6100	nan	0.6100	0.6100	900	549
condition-3-zh-5k	zh	1	belebele	ur	zh	n	y	1	0.6144	nan	0.6144	0.6144	900	553
condition-3-zh-5k	zh	1	belebele	zh	en	n	n	1	0.7644	nan	0.7644	0.7644	900	688
condition-3-zh-5k	zh	1	belebele	zh	zh	y	y	1	0.7789	nan	0.7789	0.7789	900	701
condition-3-zh-5k	zh	1	csqa	en	en	y	n	1	0.6090	nan	0.6090	0.6090	1000	609
condition-3-zh-5k	zh	1	csqa	en	zh	n	y	1	0.6440	nan	0.6440	0.6440	1000	644
condition-3-zh-5k	zh	1	csqa	es	en	n	n	1	0.5500	nan	0.5500	0.5500	1000	550
condition-3-zh-5k	zh	1	csqa	es	zh	n	y	1	0.5430	nan	0.5430	0.5430	1000	543
condition-3-zh-5k	zh	1	csqa	ur	en	n	n	1	0.4240	nan	0.4240	0.4240	1000	424
condition-3-zh-5k	zh	1	csqa	ur	zh	n	y	1	0.4140	nan	0.4140	0.4140	1000	414
condition-3-zh-5k	zh	1	csqa	zh	en	n	n	1	0.5570	nan	0.5570	0.5570	1000	557
condition-3-zh-5k	zh	1	csqa	zh	zh	y	y	1	0.5410	nan	0.5410	0.5410	1000	541
condition-3-zh-5k	zh	1	sib200	en	en	y	n	1	0.7451	nan	0.7451	0.7451	204	152
condition-3-zh-5k	zh	1	sib200	en	zh	n	y	1	0.6814	nan	0.6814	0.6814	204	139
condition-3-zh-5k	zh	1	sib200	es	en	n	n	1	0.7402	nan	0.7402	0.7402	204	151
condition-3-zh-5k	zh	1	sib200	es	zh	n	y	1	0.6912	nan	0.6912	0.6912	204	141
condition-3-zh-5k	zh	1	sib200	ur	en	n	n	1	0.6912	nan	0.6912	0.6912	204	141
condition-3-zh-5k	zh	1	sib200	ur	zh	n	y	1	0.6078	nan	0.6078	0.6078	204	124
