target_lang	template	benchmark	data	instr	matched_diagonal	condition	data_volume	matched_instr_for_this_condition	mean_acc_across_seeds	n_seeds
es	2	xnli	ur	en	n	condition-1-en-5k	5k	y	0.3330	3
es	2	xnli	ur	en	n	condition-1-en-20k	20k	y	0.3325	1
es	2	xnli	ur	en	n	condition-2-es-5k	5k	n	0.3340	3
es	2	xnli	ur	en	n	condition-2-es-20k	20k	n	0.3325	1
es	2	xnli	ur	en	n	condition-5-es-5k	5k	n	0.3367	1
es	2	xnli	ur	es	n	baseline		n	0.2499	1
es	2	xnli	ur	es	n	condition-1-en-5k	5k	n	0.3744	3
es	2	xnli	ur	es	n	condition-1-en-20k	20k	n	0.3697	1
es	2	xnli	ur	es	n	condition-2-es-5k	5k	y	0.4003	3
es	2	xnli	ur	es	n	condition-2-es-20k	20k	y	0.3950	1
es	2	xnli	ur	es	n	condition-5-es-5k	5k	y	0.3525	1
es	2	xnli	ur	ur	y	baseline		n	0.3228	1
es	2	xnli	ur	ur	y	condition-1-en-5k	5k	n	0.3246	3
es	2	xnli	ur	ur	y	condition-1-en-20k	20k	n	0.3248	1
es	2	xnli	ur	zh	n	baseline		n	0.2078	1
es	2	xnli	ur	zh	n	condition-1-en-5k	5k	n	0.2758	3
es	2	xnli	ur	zh	n	condition-1-en-20k	20k	n	0.2629	1
es	2	xnli	zh	en	n	baseline		n	0.4649	1
es	2	xnli	zh	en	n	condition-1-en-5k	5k	y	0.4415	3
es	2	xnli	zh	en	n	condition-1-en-20k	20k	y	0.4042	1
es	2	xnli	zh	en	n	condition-2-es-5k	5k	n	0.4148	3
es	2	xnli	zh	en	n	condition-2-es-20k	20k	n	0.4838	1
es	2	xnli	zh	en	n	condition-5-es-5k	5k	n	0.4403	1
es	2	xnli	zh	es	n	baseline		n	0.3637	1
es	2	xnli	zh	es	n	condition-1-en-5k	5k	n	0.3677	3
es	2	xnli	zh	es	n	condition-1-en-20k	20k	n	0.3870	1
es	2	xnli	zh	es	n	condition-2-es-5k	5k	y	0.3610	3
es	2	xnli	zh	es	n	condition-2-es-20k	20k	y	0.3737	1
es	2	xnli	zh	es	n	condition-5-es-5k	5k	y	0.3549	1
es	2	xnli	zh	ur	n	baseline		n	0.3341	1
es	2	xnli	zh	ur	n	condition-1-en-5k	5k	n	0.3365	3
es	2	xnli	zh	ur	n	condition-1-en-20k	20k	n	0.3363	1
es	2	xnli	zh	zh	y	baseline		n	0.2491	1
es	2	xnli	zh	zh	y	condition-1-en-5k	5k	n	0.2910	3
es	2	xnli	zh	zh	y	condition-1-en-20k	20k	n	0.2868	1
ur	1	belebele	en	en	y	baseline		n	0.7678	1
ur	1	belebele	en	en	y	condition-1-en-5k	5k	y	0.7781	3
ur	1	belebele	en	en	y	condition-1-en-20k	20k	y	0.7767	1
ur	1	belebele	en	en	y	condition-2-ur-5k	5k	n	0.7907	3
ur	1	belebele	en	en	y	condition-2-ur-20k	20k	n	0.7922	1
ur	1	belebele	en	en	y	condition-5-ur-5k	5k	n	0.7922	1
ur	1	belebele	en	es	n	baseline		n	0.7611	1
ur	1	belebele	en	es	n	condition-1-en-5k	5k	n	0.7604	3
ur	1	belebele	en	es	n	condition-1-en-20k	20k	n	0.7611	1
ur	1	belebele	en	ur	n	baseline		n	0.7411	1
ur	1	belebele	en	ur	n	condition-1-en-5k	5k	n	0.7548	3
ur	1	belebele	en	ur	n	condition-1-en-20k	20k	n	0.7611	1
ur	1	belebele	en	ur	n	condition-2-ur-5k	5k	y	0.8019	3
ur	1	belebele	en	ur	n	condition-2-ur-20k	20k	y	0.7856	1
ur	1	belebele	en	ur	n	condition-5-ur-5k	5k	y	0.7567	1
ur	1	belebele	en	zh	n	baseline		n	0.7889	1
ur	1	belebele	en	zh	n	condition-1-en-5k	5k	n	0.7885	3
ur	1	belebele	en	zh	n	condition-1-en-20k	20k	n	0.7900	1
ur	1	belebele	es	en	n	baseline		n	0.6911	1
ur	1	belebele	es	en	n	condition-1-en-5k	5k	y	0.7000	3
ur	1	belebele	es	en	n	condition-1-en-20k	20k	y	0.7000	1
ur	1	belebele	es	en	n	condition-2-ur-5k	5k	n	0.7241	3
ur	1	belebele	es	en	n	condition-2-ur-20k	20k	n	0.7144	1
ur	1	belebele	es	en	n	condition-5-ur-5k	5k	n	0.7200	1
ur	1	belebele	es	es	y	baseline		n	0.6722	1
ur	1	belebele	es	es	y	condition-1-en-5k	5k	n	0.6719	3
ur	1	belebele	es	es	y	condition-1-en-20k	20k	n	0.6667	1
ur	1	belebele	es	ur	n	baseline		n	0.6389	1
ur	1	belebele	es	ur	n	condition-1-en-5k	5k	n	0.6422	3
ur	1	belebele	es	ur	n	condition-1-en-20k	20k	n	0.6344	1
ur	1	belebele	es	ur	n	condition-2-ur-5k	5k	y	0.7170	3
ur	1	belebele	es	ur	n	condition-2-ur-20k	20k	y	0.6889	1
ur	1	belebele	es	ur	n	condition-5-ur-5k	5k	y	0.6711	1
ur	1	belebele	es	zh	n	baseline		n	0.6956	1
ur	1	belebele	es	zh	n	condition-1-en-5k	5k	n	0.6937	3
ur	1	belebele	es	zh	n	condition-1-en-20k	20k	n	0.6989	1
ur	1	belebele	ur	en	n	baseline		n	0.6044	1
ur	1	belebele	ur	en	n	condition-1-en-5k	5k	y	0.6130	3
ur	1	belebele	ur	en	n	condition-1-en-20k	20k	y	0.6144	1
ur	1	belebele	ur	en	n	condition-2-ur-5k	5k	n	0.6289	3
ur	1	belebele	ur	en	n	condition-2-ur-20k	20k	n	0.6000	1
ur	1	belebele	ur	en	n	condition-5-ur-5k	5k	n	0.5967	1
ur	1	belebele	ur	es	n	baseline		n	0.5389	1
ur	1	belebele	ur	es	n	condition-1-en-5k	5k	n	0.5356	3
ur	1	belebele	ur	es	n	condition-1-en-20k	20k	n	0.5389	1
ur	1	belebele	ur	ur	y	baseline		n	0.5289	1
ur	1	belebele	ur	ur	y	condition-1-en-5k	5k	n	0.5367	3
ur	1	belebele	ur	ur	y	condition-1-en-20k	20k	n	0.5233	1
ur	1	belebele	ur	ur	y	condition-2-ur-5k	5k	y	0.5633	3
ur	1	belebele	ur	ur	y	condition-2-ur-20k	20k	y	0.5000	1
ur	1	belebele	ur	ur	y	condition-5-ur-5k	5k	y	0.5433	1
ur	1	belebele	ur	zh	n	baseline		n	0.5922	1
ur	1	belebele	ur	zh	n	condition-1-en-5k	5k	n	0.5996	3
ur	1	belebele	ur	zh	n	condition-1-en-20k	20k	n	0.5944	1
ur	1	belebele	zh	en	n	baseline		n	0.7500	1
ur	1	belebele	zh	en	n	condition-1-en-5k	5k	y	0.7596	3
ur	1	belebele	zh	en	n	condition-1-en-20k	20k	y	0.7600	1
ur	1	belebele	zh	en	n	condition-2-ur-5k	5k	n	0.7741	3
ur	1	belebele	zh	en	n	condition-2-ur-20k	20k	n	0.7678	1
ur	1	belebele	zh	en	n	condition-5-ur-5k	5k	n	0.7611	1
ur	1	belebele	zh	es	n	baseline		n	0.7033	1
ur	1	belebele	zh	es	n	condition-1-en-5k	5k	n	0.7044	3
ur	1	belebele	zh	es	n	condition-1-en-20k	20k	n	0.7011	1
ur	1	belebele	zh	ur	n	baseline		n	0.7011	1
ur	1	belebele	zh	ur	n	condition-1-en-5k	5k	n	0.7144	3
ur	1	belebele	zh	ur	n	condition-1-en-20k	20k	n	0.7044	1
ur	1	belebele	zh	ur	n	condition-2-ur-5k	5k	y	0.7600	3
ur	1	belebele	zh	ur	n	condition-2-ur-20k	20k	y	0.7500	1
ur	1	belebele	zh	ur	n	condition-5-ur-5k	5k	y	0.7033	1
ur	1	belebele	zh	zh	y	baseline		n	0.7756	1
ur	1	belebele	zh	zh	y	condition-1-en-5k	5k	n	0.7752	3
ur	1	belebele	zh	zh	y	condition-1-en-20k	20k	n	0.7656	1
ur	1	csqa	en	en	y	baseline		n	0.6070	1
ur	1	csqa	en	en	y	condition-1-en-5k	5k	y	0.6120	3
ur	1	csqa	en	en	y	condition-1-en-20k	20k	y	0.6150	1
ur	1	csqa	en	en	y	condition-2-ur-5k	5k	n	0.6103	3
ur	1	csqa	en	en	y	condition-2-ur-20k	20k	n	0.6170	1
ur	1	csqa	en	en	y	condition-5-ur-5k	5k	n	0.6010	1
ur	1	csqa	en	es	n	baseline		n	0.6040	1
ur	1	csqa	en	es	n	condition-1-en-5k	5k	n	0.6117	3
ur	1	csqa	en	es	n	condition-1-en-20k	20k	n	0.6140	1
ur	1	csqa	en	ur	n	baseline		n	0.5850	1
ur	1	csqa	en	ur	n	condition-1-en-5k	5k	n	0.5920	3
ur	1	csqa	en	ur	n	condition-1-en-20k	20k	n	0.5930	1
ur	1	csqa	en	ur	n	condition-2-ur-5k	5k	y	0.5977	3
ur	1	csqa	en	ur	n	condition-2-ur-20k	20k	y	0.6100	1
ur	1	csqa	en	ur	n	condition-5-ur-5k	5k	y	0.5640	1
ur	1	csqa	en	zh	n	baseline		n	0.6410	1
ur	1	csqa	en	zh	n	condition-1-en-5k	5k	n	0.6447	3
ur	1	csqa	en	zh	n	condition-1-en-20k	20k	n	0.6520	1
ur	1	csqa	es	en	n	baseline		n	0.5240	1
ur	1	csqa	es	en	n	condition-1-en-5k	5k	y	0.5303	3
ur	1	csqa	es	en	n	condition-1-en-20k	20k	y	0.5370	1
ur	1	csqa	es	en	n	condition-2-ur-5k	5k	n	0.5393	3
ur	1	csqa	es	en	n	condition-2-ur-20k	20k	n	0.5430	1
ur	1	csqa	es	en	n	condition-5-ur-5k	5k	n	0.5030	1
ur	1	csqa	es	es	y	baseline		n	0.5290	1
ur	1	csqa	es	es	y	condition-1-en-5k	5k	n	0.5333	3
ur	1	csqa	es	es	y	condition-1-en-20k	20k	n	0.5230	1
ur	1	csqa	es	ur	n	baseline		n	0.4730	1
ur	1	csqa	es	ur	n	condition-1-en-5k	5k	n	0.4823	3
ur	1	csqa	es	ur	n	condition-1-en-20k	20k	n	0.4830	1
ur	1	csqa	es	ur	n	condition-2-ur-5k	5k	y	0.4890	3
ur	1	csqa	es	ur	n	condition-2-ur-20k	20k	y	0.4990	1
ur	1	csqa	es	ur	n	condition-5-ur-5k	5k	y	0.4460	1
ur	1	csqa	es	zh	n	baseline		n	0.5470	1
ur	1	csqa	es	zh	n	condition-1-en-5k	5k	n	0.5480	3
ur	1	csqa	es	zh	n	condition-1-en-20k	20k	n	0.5530	1
ur	1	csqa	ur	en	n	baseline		n	0.4240	1
ur	1	csqa	ur	en	n	condition-1-en-5k	5k	y	0.4237	3
ur	1	csqa	ur	en	n	condition-1-en-20k	20k	y	0.4320	1
ur	1	csqa	ur	en	n	condition-2-ur-5k	5k	n	0.4030	3
ur	1	csqa	ur	en	n	condition-2-ur-20k	20k	n	0.3740	1
ur	1	csqa	ur	en	n	condition-5-ur-5k	5k	n	0.3390	1
ur	1	csqa	ur	es	n	baseline		n	0.3960	1
ur	1	csqa	ur	es	n	condition-1-en-5k	5k	n	0.3970	3
ur	1	csqa	ur	es	n	condition-1-en-20k	20k	n	0.3940	1
ur	1	csqa	ur	ur	y	baseline		n	0.4040	1
ur	1	csqa	ur	ur	y	condition-1-en-5k	5k	n	0.4090	3
ur	1	csqa	ur	ur	y	condition-1-en-20k	20k	n	0.4020	1
ur	1	csqa	ur	ur	y	condition-2-ur-5k	5k	y	0.3663	3
ur	1	csqa	ur	ur	y	condition-2-ur-20k	20k	y	0.3410	1
ur	1	csqa	ur	ur	y	condition-5-ur-5k	5k	y	0.3300	1
ur	1	csqa	ur	zh	n	baseline		n	0.3760	1
ur	1	csqa	ur	zh	n	condition-1-en-5k	5k	n	0.3867	3
ur	1	csqa	ur	zh	n	condition-1-en-20k	20k	n	0.3960	1
ur	1	csqa	zh	en	n	baseline		n	0.5450	1
ur	1	csqa	zh	en	n	condition-1-en-5k	5k	y	0.5527	3
ur	1	csqa	zh	en	n	condition-1-en-20k	20k	y	0.5490	1
ur	1	csqa	zh	en	n	condition-2-ur-5k	5k	n	0.5607	3
ur	1	csqa	zh	en	n	condition-2-ur-20k	20k	n	0.5490	1
ur	1	csqa	zh	en	n	condition-5-ur-5k	5k	n	0.5140	1
ur	1	csqa	zh	es	n	baseline		n	0.5000	1
ur	1	csqa	zh	es	n	condition-1-en-5k	5k	n	0.5067	3
ur	1	csqa	zh	es	n	condition-1-en-20k	20k	n	0.5110	1
ur	1	csqa	zh	ur	n	baseline		n	0.4810	1
ur	1	csqa	zh	ur	n	condition-1-en-5k	5k	n	0.4820	3
ur	1	csqa	zh	ur	n	condition-1-en-20k	20k	n	0.4830	1
ur	1	csqa	zh	ur	n	condition-2-ur-5k	5k	y	0.4883	3
ur	1	csqa	zh	ur	n	condition-2-ur-20k	20k	y	0.4970	1
ur	1	csqa	zh	ur	n	condition-5-ur-5k	5k	y	0.4280	1
ur	1	csqa	zh	zh	y	baseline		n	0.5340	1
ur	1	csqa	zh	zh	y	condition-1-en-5k	5k	n	0.5267	3
ur	1	csqa	zh	zh	y	condition-1-en-20k	20k	n	0.5360	1
ur	1	sib200	en	en	y	baseline		n	0.7549	1
ur	1	sib200	en	en	y	condition-1-en-5k	5k	y	0.7533	3
ur	1	sib200	en	en	y	condition-1-en-20k	20k	y	0.7549	1
ur	1	sib200	en	en	y	condition-2-ur-5k	5k	n	0.7729	3
ur	1	sib200	en	en	y	condition-2-ur-20k	20k	n	0.7647	1
ur	1	sib200	en	en	y	condition-5-ur-5k	5k	n	0.7010	1
ur	1	sib200	en	es	n	baseline		n	0.6618	1
ur	1	sib200	en	es	n	condition-1-en-5k	5k	n	0.6487	3
ur	1	sib200	en	es	n	condition-1-en-20k	20k	n	0.6176	1
ur	1	sib200	en	ur	n	baseline		n	0.4951	1
ur	1	sib200	en	ur	n	condition-1-en-5k	5k	n	0.4804	3
ur	1	sib200	en	ur	n	condition-1-en-20k	20k	n	0.4951	1
ur	1	sib200	en	ur	n	condition-2-ur-5k	5k	y	0.5719	3
ur	1	sib200	en	ur	n	condition-2-ur-20k	20k	y	0.3725	1
ur	1	sib200	en	ur	n	condition-5-ur-5k	5k	y	0.4706	1
ur	1	sib200	en	zh	n	baseline		n	0.7157	1
ur	1	sib200	en	zh	n	condition-1-en-5k	5k	n	0.7059	3
ur	1	sib200	en	zh	n	condition-1-en-20k	20k	n	0.6961	1
ur	1	sib200	es	en	n	baseline		n	0.7745	1
ur	1	sib200	es	en	n	condition-1-en-5k	5k	y	0.7582	3
ur	1	sib200	es	en	n	condition-1-en-20k	20k	y	0.7745	1
ur	1	sib200	es	en	n	condition-2-ur-5k	5k	n	0.7190	3
ur	1	sib200	es	en	n	condition-2-ur-20k	20k	n	0.7304	1
ur	1	sib200	es	en	n	condition-5-ur-5k	5k	n	0.6961	1
ur	1	sib200	es	es	y	baseline		n	0.6520	1
ur	1	sib200	es	es	y	condition-1-en-5k	5k	n	0.6389	3
ur	1	sib200	es	es	y	condition-1-en-20k	20k	n	0.6029	1
ur	1	sib200	es	ur	n	baseline		n	0.5343	1
ur	1	sib200	es	ur	n	condition-1-en-5k	5k	n	0.4935	3
ur	1	sib200	es	ur	n	condition-1-en-20k	20k	n	0.5147	1
ur	1	sib200	es	ur	n	condition-2-ur-5k	5k	y	0.5392	3
ur	1	sib200	es	ur	n	condition-2-ur-20k	20k	y	0.3137	1
ur	1	sib200	es	ur	n	condition-5-ur-5k	5k	y	0.4510	1
ur	1	sib200	es	zh	n	baseline		n	0.6373	1
ur	1	sib200	es	zh	n	condition-1-en-5k	5k	n	0.6324	3
ur	1	sib200	es	zh	n	condition-1-en-20k	20k	n	0.6225	1
ur	1	sib200	ur	en	n	baseline		n	0.7255	1
ur	1	sib200	ur	en	n	condition-1-en-5k	5k	y	0.6895	3
ur	1	sib200	ur	en	n	condition-1-en-20k	20k	y	0.6863	1
ur	1	sib200	ur	en	n	condition-2-ur-5k	5k	n	0.6765	3
ur	1	sib200	ur	en	n	condition-2-ur-20k	20k	n	0.6569	1
ur	1	sib200	ur	en	n	condition-5-ur-5k	5k	n	0.5392	1
ur	1	sib200	ur	es	n	baseline		n	0.5343	1
ur	1	sib200	ur	es	n	condition-1-en-5k	5k	n	0.5180	3
ur	1	sib200	ur	es	n	condition-1-en-20k	20k	n	0.5000	1
ur	1	sib200	ur	ur	y	baseline		n	0.5735	1
ur	1	sib200	ur	ur	y	condition-1-en-5k	5k	n	0.5588	3
ur	1	sib200	ur	ur	y	condition-1-en-20k	20k	n	0.5686	1
ur	1	sib200	ur	ur	y	condition-2-ur-5k	5k	y	0.4232	3
ur	1	sib200	ur	ur	y	condition-2-ur-20k	20k	y	0.2598	1
ur	1	sib200	ur	ur	y	condition-5-ur-5k	5k	y	0.4951	1
ur	1	sib200	ur	zh	n	baseline		n	0.5735	1
ur	1	sib200	ur	zh	n	condition-1-en-5k	5k	n	0.5539	3
ur	1	sib200	ur	zh	n	condition-1-en-20k	20k	n	0.5245	1
ur	1	sib200	zh	en	n	baseline		n	0.7892	1
ur	1	sib200	zh	en	n	condition-1-en-5k	5k	y	0.7500	3
ur	1	sib200	zh	en	n	condition-1-en-20k	20k	y	0.7647	1
ur	1	sib200	zh	en	n	condition-2-ur-5k	5k	n	0.7353	3
ur	1	sib200	zh	en	n	condition-2-ur-20k	20k	n	0.7304	1
ur	1	sib200	zh	en	n	condition-5-ur-5k	5k	n	0.7059	1
ur	1	sib200	zh	es	n	baseline		n	0.5882	1
ur	1	sib200	zh	es	n	condition-1-en-5k	5k	n	0.5735	3
ur	1	sib200	zh	es	n	condition-1-en-20k	20k	n	0.5490	1
ur	1	sib200	zh	ur	n	baseline		n	0.5294	1
ur	1	sib200	zh	ur	n	condition-1-en-5k	5k	n	0.5245	3
ur	1	sib200	zh	ur	n	condition-1-en-20k	20k	n	0.5294	1
ur	1	sib200	zh	ur	n	condition-2-ur-5k	5k	y	0.6781	3
ur	1	sib200	zh	ur	n	condition-2-ur-20k	20k	y	0.3971	1
ur	1	sib200	zh	ur	n	condition-5-ur-5k	5k	y	0.5049	1
ur	1	sib200	zh	zh	y	baseline		n	0.6667	1
ur	1	sib200	zh	zh	y	condition-1-en-5k	5k	n	0.6650	3
ur	1	sib200	zh	zh	y	condition-1-en-20k	20k	n	0.6471	1
ur	1	xnli	en	en	y	baseline		n	0.4998	1
ur	1	xnli	en	en	y	condition-1-en-5k	5k	y	0.5226	3
ur	1	xnli	en	en	y	condition-1-en-20k	20k	y	0.5166	1
ur	1	xnli	en	en	y	condition-2-ur-5k	5k	n	0.5279	3
ur	1	xnli	en	en	y	condition-2-ur-20k	20k	n	0.5379	1
ur	1	xnli	en	en	y	condition-5-ur-5k	5k	n	0.5060	1
ur	1	xnli	en	es	n	baseline		n	0.3980	1
ur	1	xnli	en	es	n	condition-1-en-5k	5k	n	0.4161	3
ur	1	xnli	en	es	n	condition-1-en-20k	20k	n	0.4457	1
ur	1	xnli	en	ur	n	baseline		n	0.3816	1
ur	1	xnli	en	ur	n	condition-1-en-5k	5k	n	0.4253	3
ur	1	xnli	en	ur	n	condition-1-en-20k	20k	n	0.4677	1
ur	1	xnli	en	ur	n	condition-2-ur-5k	5k	y	0.3551	3
ur	1	xnli	en	ur	n	condition-2-ur-20k	20k	y	0.4595	1
ur	1	xnli	en	ur	n	condition-5-ur-5k	5k	y	0.3261	1
ur	1	xnli	en	zh	n	baseline		n	0.3333	1
ur	1	xnli	en	zh	n	condition-1-en-5k	5k	n	0.3340	3
ur	1	xnli	en	zh	n	condition-1-en-20k	20k	n	0.3329	1
ur	1	xnli	es	en	n	baseline		n	0.4525	1
ur	1	xnli	es	en	n	condition-1-en-5k	5k	y	0.4687	3
ur	1	xnli	es	en	n	condition-1-en-20k	20k	y	0.4677	1
ur	1	xnli	es	en	n	condition-2-ur-5k	5k	n	0.4737	3
ur	1	xnli	es	en	n	condition-2-ur-20k	20k	n	0.5002	1
ur	1	xnli	es	en	n	condition-5-ur-5k	5k	n	0.4671	1
ur	1	xnli	es	es	y	baseline		n	0.4547	1
ur	1	xnli	es	es	y	condition-1-en-5k	5k	n	0.4623	3
ur	1	xnli	es	es	y	condition-1-en-20k	20k	n	0.4758	1
ur	1	xnli	es	ur	n	baseline		n	0.3433	1
ur	1	xnli	es	ur	n	condition-1-en-5k	5k	n	0.3516	3
ur	1	xnli	es	ur	n	condition-1-en-20k	20k	n	0.3752	1
ur	1	xnli	es	ur	n	condition-2-ur-5k	5k	y	0.3452	3
ur	1	xnli	es	ur	n	condition-2-ur-20k	20k	y	0.3673	1
ur	1	xnli	es	ur	n	condition-5-ur-5k	5k	y	0.3283	1
ur	1	xnli	es	zh	n	baseline		n	0.3337	1
ur	1	xnli	es	zh	n	condition-1-en-5k	5k	n	0.3343	3
ur	1	xnli	es	zh	n	condition-1-en-20k	20k	n	0.3337	1
ur	1	xnli	ur	en	n	baseline		n	0.4343	1
ur	1	xnli	ur	en	n	condition-1-en-5k	5k	y	0.4375	3
ur	1	xnli	ur	en	n	condition-1-en-20k	20k	y	0.4379	1
ur	1	xnli	ur	en	n	condition-2-ur-5k	5k	n	0.4220	3
ur	1	xnli	ur	en	n	condition-2-ur-20k	20k	n	0.4439	1
ur	1	xnli	ur	en	n	condition-5-ur-5k	5k	n	0.4174	1
ur	1	xnli	ur	es	n	baseline		n	0.3727	1
ur	1	xnli	ur	es	n	condition-1-en-5k	5k	n	0.3844	3
ur	1	xnli	ur	es	n	condition-1-en-20k	20k	n	0.4060	1
ur	1	xnli	ur	ur	y	baseline		n	0.3327	1
ur	1	xnli	ur	ur	y	condition-1-en-5k	5k	n	0.3336	3
ur	1	xnli	ur	ur	y	condition-1-en-20k	20k	n	0.3403	1
ur	1	xnli	ur	ur	y	condition-2-ur-5k	5k	y	0.3365	3
ur	1	xnli	ur	ur	y	condition-2-ur-20k	20k	y	0.3337	1
ur	1	xnli	ur	ur	y	condition-5-ur-5k	5k	y	0.3263	1
ur	1	xnli	ur	zh	n	baseline		n	0.3311	1
ur	1	xnli	ur	zh	n	condition-1-en-5k	5k	n	0.3331	3
ur	1	xnli	ur	zh	n	condition-1-en-20k	20k	n	0.3333	1
ur	1	xnli	zh	en	n	baseline		n	0.3906	1
ur	1	xnli	zh	en	n	condition-1-en-5k	5k	y	0.4034	3
ur	1	xnli	zh	en	n	condition-1-en-20k	20k	y	0.4120	1
ur	1	xnli	zh	en	n	condition-2-ur-5k	5k	n	0.4318	3
ur	1	xnli	zh	en	n	condition-2-ur-20k	20k	n	0.4413	1
ur	1	xnli	zh	en	n	condition-5-ur-5k	5k	n	0.4794	1
ur	1	xnli	zh	es	n	baseline		n	0.3333	1
ur	1	xnli	zh	es	n	condition-1-en-5k	5k	n	0.3333	3
ur	1	xnli	zh	es	n	condition-1-en-20k	20k	n	0.3337	1
ur	1	xnli	zh	ur	n	baseline		n	0.3345	1
ur	1	xnli	zh	ur	n	condition-1-en-5k	5k	n	0.3373	3
ur	1	xnli	zh	ur	n	condition-1-en-20k	20k	n	0.3423	1
ur	1	xnli	zh	ur	n	condition-2-ur-5k	5k	y	0.3343	3
ur	1	xnli	zh	ur	n	condition-2-ur-20k	20k	y	0.3403	1
ur	1	xnli	zh	ur	n	condition-5-ur-5k	5k	y	0.3333	1
ur	1	xnli	zh	zh	y	baseline		n	0.3329	1
ur	1	xnli	zh	zh	y	condition-1-en-5k	5k	n	0.3349	3
ur	1	xnli	zh	zh	y	condition-1-en-20k	20k	n	0.3331	1
ur	2	belebele	en	en	y	baseline		n	0.7822	1
ur	2	belebele	en	en	y	condition-1-en-5k	5k	y	0.7870	3
ur	2	belebele	en	en	y	condition-1-en-20k	20k	y	0.7922	1
ur	2	belebele	en	en	y	condition-2-ur-5k	5k	n	0.7952	3
ur	2	belebele	en	en	y	condition-2-ur-20k	20k	n	0.7944	1
ur	2	belebele	en	en	y	condition-5-ur-5k	5k	n	0.8100	1
ur	2	belebele	en	es	n	baseline		n	0.7756	1
ur	2	belebele	en	es	n	condition-1-en-5k	5k	n	0.7830	3
ur	2	belebele	en	es	n	condition-1-en-20k	20k	n	0.7789	1
ur	2	belebele	en	ur	n	baseline		n	0.7489	1
ur	2	belebele	en	ur	n	condition-1-en-5k	5k	n	0.7611	3
ur	2	belebele	en	ur	n	condition-1-en-20k	20k	n	0.7600	1
ur	2	belebele	en	ur	n	condition-2-ur-5k	5k	y	0.8096	3
ur	2	belebele	en	ur	n	condition-2-ur-20k	20k	y	0.7844	1
ur	2	belebele	en	ur	n	condition-5-ur-5k	5k	y	0.7544	1
ur	2	belebele	en	zh	n	baseline		n	0.8000	1
ur	2	belebele	en	zh	n	condition-1-en-5k	5k	n	0.8015	3
ur	2	belebele	en	zh	n	condition-1-en-20k	20k	n	0.7967	1
ur	2	belebele	es	en	n	baseline		n	0.7011	1
ur	2	belebele	es	en	n	condition-1-en-5k	5k	y	0.7096	3
ur	2	belebele	es	en	n	condition-1-en-20k	20k	y	0.7189	1
ur	2	belebele	es	en	n	condition-2-ur-5k	5k	n	0.7393	3
ur	2	belebele	es	en	n	condition-2-ur-20k	20k	n	0.7300	1
ur	2	belebele	es	en	n	condition-5-ur-5k	5k	n	0.7444	1
ur	2	belebele	es	es	y	baseline		n	0.6989	1
ur	2	belebele	es	es	y	condition-1-en-5k	5k	n	0.6952	3
ur	2	belebele	es	es	y	condition-1-en-20k	20k	n	0.6833	1
ur	2	belebele	es	ur	n	baseline		n	0.6389	1
ur	2	belebele	es	ur	n	condition-1-en-5k	5k	n	0.6456	3
ur	2	belebele	es	ur	n	condition-1-en-20k	20k	n	0.6422	1
ur	2	belebele	es	ur	n	condition-2-ur-5k	5k	y	0.7078	3
ur	2	belebele	es	ur	n	condition-2-ur-20k	20k	y	0.6889	1
ur	2	belebele	es	ur	n	condition-5-ur-5k	5k	y	0.6911	1
ur	2	belebele	es	zh	n	baseline		n	0.7167	1
ur	2	belebele	es	zh	n	condition-1-en-5k	5k	n	0.7193	3
ur	2	belebele	es	zh	n	condition-1-en-20k	20k	n	0.7156	1
ur	2	belebele	ur	en	n	baseline		n	0.6144	1
ur	2	belebele	ur	en	n	condition-1-en-5k	5k	y	0.6200	3
ur	2	belebele	ur	en	n	condition-1-en-20k	20k	y	0.6222	1
ur	2	belebele	ur	en	n	condition-2-ur-5k	5k	n	0.6381	3
ur	2	belebele	ur	en	n	condition-2-ur-20k	20k	n	0.6056	1
ur	2	belebele	ur	en	n	condition-5-ur-5k	5k	n	0.6267	1
ur	2	belebele	ur	es	n	baseline		n	0.5544	1
ur	2	belebele	ur	es	n	condition-1-en-5k	5k	n	0.5622	3
ur	2	belebele	ur	es	n	condition-1-en-20k	20k	n	0.5656	1
ur	2	belebele	ur	ur	y	baseline		n	0.5233	1
ur	2	belebele	ur	ur	y	condition-1-en-5k	5k	n	0.5256	3
ur	2	belebele	ur	ur	y	condition-1-en-20k	20k	n	0.5156	1
ur	2	belebele	ur	ur	y	condition-2-ur-5k	5k	y	0.5704	3
ur	2	belebele	ur	ur	y	condition-2-ur-20k	20k	y	0.4844	1
ur	2	belebele	ur	ur	y	condition-5-ur-5k	5k	y	0.5511	1
ur	2	belebele	ur	zh	n	baseline		n	0.6067	1
ur	2	belebele	ur	zh	n	condition-1-en-5k	5k	n	0.6030	3
ur	2	belebele	ur	zh	n	condition-1-en-20k	20k	n	0.6056	1
ur	2	belebele	zh	en	n	baseline		n	0.7589	1
ur	2	belebele	zh	en	n	condition-1-en-5k	5k	y	0.7637	3
ur	2	belebele	zh	en	n	condition-1-en-20k	20k	y	0.7622	1
ur	2	belebele	zh	en	n	condition-2-ur-5k	5k	n	0.7770	3
ur	2	belebele	zh	en	n	condition-2-ur-20k	20k	n	0.7744	1
ur	2	belebele	zh	en	n	condition-5-ur-5k	5k	n	0.7722	1
ur	2	belebele	zh	es	n	baseline		n	0.7367	1
