target_lang	template	benchmark	data	instr	matched_diagonal	condition	data_volume	matched_instr_for_this_condition	mean_acc_across_seeds	n_seeds
zh	2	belebele	zh	zh	y	condition-1-en-5k	5k	n	0.7578	3
zh	2	belebele	zh	zh	y	condition-1-en-20k	20k	n	0.7633	1
zh	2	belebele	zh	zh	y	condition-2-zh-5k	5k	y	0.7856	3
zh	2	belebele	zh	zh	y	condition-2-zh-20k	20k	y	0.7767	1
zh	2	belebele	zh	zh	y	condition-3-zh-5k	5k	y	0.7711	1
zh	2	belebele	zh	zh	y	condition-5-zh-5k	5k	y	0.7789	1
zh	2	csqa	en	en	y	baseline		n	0.6070	1
zh	2	csqa	en	en	y	condition-1-en-5k	5k	y	0.6113	3
zh	2	csqa	en	en	y	condition-1-en-20k	20k	y	0.6160	1
zh	2	csqa	en	en	y	condition-2-zh-5k	5k	n	0.6110	3
zh	2	csqa	en	en	y	condition-2-zh-20k	20k	n	0.6070	1
zh	2	csqa	en	en	y	condition-3-zh-5k	5k	n	0.6100	1
zh	2	csqa	en	en	y	condition-5-zh-5k	5k	n	0.5950	1
zh	2	csqa	en	es	n	baseline		n	0.6230	1
zh	2	csqa	en	es	n	condition-1-en-5k	5k	n	0.6187	3
zh	2	csqa	en	es	n	condition-1-en-20k	20k	n	0.6210	1
zh	2	csqa	en	ur	n	baseline		n	0.5790	1
zh	2	csqa	en	ur	n	condition-1-en-5k	5k	n	0.5860	3
zh	2	csqa	en	ur	n	condition-1-en-20k	20k	n	0.5820	1
zh	2	csqa	en	zh	n	baseline		n	0.6310	1
zh	2	csqa	en	zh	n	condition-1-en-5k	5k	n	0.6363	3
zh	2	csqa	en	zh	n	condition-1-en-20k	20k	n	0.6340	1
zh	2	csqa	en	zh	n	condition-2-zh-5k	5k	y	0.6310	3
zh	2	csqa	en	zh	n	condition-2-zh-20k	20k	y	0.6330	1
zh	2	csqa	en	zh	n	condition-3-zh-5k	5k	y	0.6440	1
zh	2	csqa	en	zh	n	condition-5-zh-5k	5k	y	0.6020	1
zh	2	csqa	es	en	n	baseline		n	0.5170	1
zh	2	csqa	es	en	n	condition-1-en-5k	5k	y	0.5260	3
zh	2	csqa	es	en	n	condition-1-en-20k	20k	y	0.5270	1
zh	2	csqa	es	en	n	condition-2-zh-5k	5k	n	0.5270	3
zh	2	csqa	es	en	n	condition-2-zh-20k	20k	n	0.5280	1
zh	2	csqa	es	en	n	condition-3-zh-5k	5k	n	0.5380	1
zh	2	csqa	es	en	n	condition-5-zh-5k	5k	n	0.5060	1
zh	2	csqa	es	es	y	baseline		n	0.5320	1
zh	2	csqa	es	es	y	condition-1-en-5k	5k	n	0.5340	3
zh	2	csqa	es	es	y	condition-1-en-20k	20k	n	0.5350	1
zh	2	csqa	es	ur	n	baseline		n	0.4800	1
zh	2	csqa	es	ur	n	condition-1-en-5k	5k	n	0.4830	3
zh	2	csqa	es	ur	n	condition-1-en-20k	20k	n	0.4830	1
zh	2	csqa	es	zh	n	baseline		n	0.5300	1
zh	2	csqa	es	zh	n	condition-1-en-5k	5k	n	0.5293	3
zh	2	csqa	es	zh	n	condition-1-en-20k	20k	n	0.5350	1
zh	2	csqa	es	zh	n	condition-2-zh-5k	5k	y	0.5403	3
zh	2	csqa	es	zh	n	condition-2-zh-20k	20k	y	0.5500	1
zh	2	csqa	es	zh	n	condition-3-zh-5k	5k	y	0.5250	1
zh	2	csqa	es	zh	n	condition-5-zh-5k	5k	y	0.5190	1
zh	2	csqa	ur	en	n	baseline		n	0.4170	1
zh	2	csqa	ur	en	n	condition-1-en-5k	5k	y	0.4197	3
zh	2	csqa	ur	en	n	condition-1-en-20k	20k	y	0.4210	1
zh	2	csqa	ur	en	n	condition-2-zh-5k	5k	n	0.4167	3
zh	2	csqa	ur	en	n	condition-2-zh-20k	20k	n	0.4230	1
zh	2	csqa	ur	en	n	condition-3-zh-5k	5k	n	0.4400	1
zh	2	csqa	ur	en	n	condition-5-zh-5k	5k	n	0.3660	1
zh	2	csqa	ur	es	n	baseline		n	0.3930	1
zh	2	csqa	ur	es	n	condition-1-en-5k	5k	n	0.3940	3
zh	2	csqa	ur	es	n	condition-1-en-20k	20k	n	0.3920	1
zh	2	csqa	ur	ur	y	baseline		n	0.3920	1
zh	2	csqa	ur	ur	y	condition-1-en-5k	5k	n	0.3920	3
zh	2	csqa	ur	ur	y	condition-1-en-20k	20k	n	0.4000	1
zh	2	csqa	ur	zh	n	baseline		n	0.4020	1
zh	2	csqa	ur	zh	n	condition-1-en-5k	5k	n	0.4030	3
zh	2	csqa	ur	zh	n	condition-1-en-20k	20k	n	0.4080	1
zh	2	csqa	ur	zh	n	condition-2-zh-5k	5k	y	0.4000	3
zh	2	csqa	ur	zh	n	condition-2-zh-20k	20k	y	0.4130	1
zh	2	csqa	ur	zh	n	condition-3-zh-5k	5k	y	0.4170	1
zh	2	csqa	ur	zh	n	condition-5-zh-5k	5k	y	0.3780	1
zh	2	csqa	zh	en	n	baseline		n	0.5320	1
zh	2	csqa	zh	en	n	condition-1-en-5k	5k	y	0.5323	3
zh	2	csqa	zh	en	n	condition-1-en-20k	20k	y	0.5410	1
zh	2	csqa	zh	en	n	condition-2-zh-5k	5k	n	0.5267	3
zh	2	csqa	zh	en	n	condition-2-zh-20k	20k	n	0.5380	1
zh	2	csqa	zh	en	n	condition-3-zh-5k	5k	n	0.5460	1
zh	2	csqa	zh	en	n	condition-5-zh-5k	5k	n	0.4950	1
zh	2	csqa	zh	es	n	baseline		n	0.5100	1
zh	2	csqa	zh	es	n	condition-1-en-5k	5k	n	0.5043	3
zh	2	csqa	zh	es	n	condition-1-en-20k	20k	n	0.5040	1
zh	2	csqa	zh	ur	n	baseline		n	0.4660	1
zh	2	csqa	zh	ur	n	condition-1-en-5k	5k	n	0.4663	3
zh	2	csqa	zh	ur	n	condition-1-en-20k	20k	n	0.4750	1
zh	2	csqa	zh	zh	y	baseline		n	0.5320	1
zh	2	csqa	zh	zh	y	condition-1-en-5k	5k	n	0.5343	3
zh	2	csqa	zh	zh	y	condition-1-en-20k	20k	n	0.5370	1
zh	2	csqa	zh	zh	y	condition-2-zh-5k	5k	y	0.5447	3
zh	2	csqa	zh	zh	y	condition-2-zh-20k	20k	y	0.5400	1
zh	2	csqa	zh	zh	y	condition-3-zh-5k	5k	y	0.5220	1
zh	2	csqa	zh	zh	y	condition-5-zh-5k	5k	y	0.5020	1
zh	2	sib200	en	en	y	baseline		n	0.7206	1
zh	2	sib200	en	en	y	condition-1-en-5k	5k	y	0.7092	3
zh	2	sib200	en	en	y	condition-1-en-20k	20k	y	0.6863	1
zh	2	sib200	en	en	y	condition-2-zh-5k	5k	n	0.6781	3
zh	2	sib200	en	en	y	condition-2-zh-20k	20k	n	0.7108	1
zh	2	sib200	en	en	y	condition-3-zh-5k	5k	n	0.6618	1
zh	2	sib200	en	en	y	condition-5-zh-5k	5k	n	0.7010	1
zh	2	sib200	en	es	n	baseline		n	0.5539	1
zh	2	sib200	en	es	n	condition-1-en-5k	5k	n	0.5131	3
zh	2	sib200	en	es	n	condition-1-en-20k	20k	n	0.4657	1
zh	2	sib200	en	ur	n	baseline		n	0.3971	1
zh	2	sib200	en	ur	n	condition-1-en-5k	5k	n	0.4232	3
zh	2	sib200	en	ur	n	condition-1-en-20k	20k	n	0.4559	1
zh	2	sib200	en	zh	n	baseline		n	0.6520	1
zh	2	sib200	en	zh	n	condition-1-en-5k	5k	n	0.6503	3
zh	2	sib200	en	zh	n	condition-1-en-20k	20k	n	0.6373	1
zh	2	sib200	en	zh	n	condition-2-zh-5k	5k	y	0.6716	3
zh	2	sib200	en	zh	n	condition-2-zh-20k	20k	y	0.6520	1
zh	2	sib200	en	zh	n	condition-3-zh-5k	5k	y	0.6471	1
zh	2	sib200	en	zh	n	condition-5-zh-5k	5k	y	0.5049	1
zh	2	sib200	es	en	n	baseline		n	0.6765	1
zh	2	sib200	es	en	n	condition-1-en-5k	5k	y	0.6585	3
zh	2	sib200	es	en	n	condition-1-en-20k	20k	y	0.6422	1
zh	2	sib200	es	en	n	condition-2-zh-5k	5k	n	0.6454	3
zh	2	sib200	es	en	n	condition-2-zh-20k	20k	n	0.6569	1
zh	2	sib200	es	en	n	condition-3-zh-5k	5k	n	0.6373	1
zh	2	sib200	es	en	n	condition-5-zh-5k	5k	n	0.6618	1
zh	2	sib200	es	es	y	baseline		n	0.5147	1
zh	2	sib200	es	es	y	condition-1-en-5k	5k	n	0.5000	3
zh	2	sib200	es	es	y	condition-1-en-20k	20k	n	0.4608	1
zh	2	sib200	es	ur	n	baseline		n	0.3088	1
zh	2	sib200	es	ur	n	condition-1-en-5k	5k	n	0.3693	3
zh	2	sib200	es	ur	n	condition-1-en-20k	20k	n	0.4118	1
zh	2	sib200	es	zh	n	baseline		n	0.5931	1
zh	2	sib200	es	zh	n	condition-1-en-5k	5k	n	0.5752	3
zh	2	sib200	es	zh	n	condition-1-en-20k	20k	n	0.5833	1
zh	2	sib200	es	zh	n	condition-2-zh-5k	5k	y	0.6291	3
zh	2	sib200	es	zh	n	condition-2-zh-20k	20k	y	0.6176	1
zh	2	sib200	es	zh	n	condition-3-zh-5k	5k	y	0.6078	1
zh	2	sib200	es	zh	n	condition-5-zh-5k	5k	y	0.4559	1
zh	2	sib200	ur	en	n	baseline		n	0.6814	1
zh	2	sib200	ur	en	n	condition-1-en-5k	5k	y	0.6667	3
zh	2	sib200	ur	en	n	condition-1-en-20k	20k	y	0.6471	1
zh	2	sib200	ur	en	n	condition-2-zh-5k	5k	n	0.6683	3
zh	2	sib200	ur	en	n	condition-2-zh-20k	20k	n	0.6618	1
zh	2	sib200	ur	en	n	condition-3-zh-5k	5k	n	0.6569	1
zh	2	sib200	ur	en	n	condition-5-zh-5k	5k	n	0.6078	1
zh	2	sib200	ur	es	n	baseline		n	0.6127	1
zh	2	sib200	ur	es	n	condition-1-en-5k	5k	n	0.5637	3
zh	2	sib200	ur	es	n	condition-1-en-20k	20k	n	0.5196	1
zh	2	sib200	ur	ur	y	baseline		n	0.5294	1
zh	2	sib200	ur	ur	y	condition-1-en-5k	5k	n	0.5441	3
zh	2	sib200	ur	ur	y	condition-1-en-20k	20k	n	0.5637	1
zh	2	sib200	ur	zh	n	baseline		n	0.5343	1
zh	2	sib200	ur	zh	n	condition-1-en-5k	5k	n	0.5294	3
zh	2	sib200	ur	zh	n	condition-1-en-20k	20k	n	0.5049	1
zh	2	sib200	ur	zh	n	condition-2-zh-5k	5k	y	0.6078	3
zh	2	sib200	ur	zh	n	condition-2-zh-20k	20k	y	0.5931	1
zh	2	sib200	ur	zh	n	condition-3-zh-5k	5k	y	0.5441	1
zh	2	sib200	ur	zh	n	condition-5-zh-5k	5k	y	0.3039	1
zh	2	sib200	zh	en	n	baseline		n	0.6961	1
zh	2	sib200	zh	en	n	condition-1-en-5k	5k	y	0.6716	3
zh	2	sib200	zh	en	n	condition-1-en-20k	20k	y	0.6324	1
zh	2	sib200	zh	en	n	condition-2-zh-5k	5k	n	0.6585	3
zh	2	sib200	zh	en	n	condition-2-zh-20k	20k	n	0.6520	1
zh	2	sib200	zh	en	n	condition-3-zh-5k	5k	n	0.6667	1
zh	2	sib200	zh	en	n	condition-5-zh-5k	5k	n	0.7010	1
zh	2	sib200	zh	es	n	baseline		n	0.5588	1
zh	2	sib200	zh	es	n	condition-1-en-5k	5k	n	0.5376	3
zh	2	sib200	zh	es	n	condition-1-en-20k	20k	n	0.5196	1
zh	2	sib200	zh	ur	n	baseline		n	0.3971	1
zh	2	sib200	zh	ur	n	condition-1-en-5k	5k	n	0.4853	3
zh	2	sib200	zh	ur	n	condition-1-en-20k	20k	n	0.4951	1
zh	2	sib200	zh	zh	y	baseline		n	0.6225	1
zh	2	sib200	zh	zh	y	condition-1-en-5k	5k	n	0.6242	3
zh	2	sib200	zh	zh	y	condition-1-en-20k	20k	n	0.6176	1
zh	2	sib200	zh	zh	y	condition-2-zh-5k	5k	y	0.6438	3
zh	2	sib200	zh	zh	y	condition-2-zh-20k	20k	y	0.6471	1
zh	2	sib200	zh	zh	y	condition-3-zh-5k	5k	y	0.6078	1
zh	2	sib200	zh	zh	y	condition-5-zh-5k	5k	y	0.5392	1
zh	2	xnli	en	en	y	baseline		n	0.3786	1
zh	2	xnli	en	en	y	condition-1-en-5k	5k	y	0.3565	3
zh	2	xnli	en	en	y	condition-1-en-20k	20k	y	0.3447	1
zh	2	xnli	en	en	y	condition-2-zh-5k	5k	n	0.3747	3
zh	2	xnli	en	en	y	condition-2-zh-20k	20k	n	0.3573	1
zh	2	xnli	en	en	y	condition-3-zh-5k	5k	n	0.4006	1
zh	2	xnli	en	en	y	condition-5-zh-5k	5k	n	0.4842	1
zh	2	xnli	en	es	n	baseline		n	0.3806	1
zh	2	xnli	en	es	n	condition-1-en-5k	5k	n	0.3904	3
zh	2	xnli	en	es	n	condition-1-en-20k	20k	n	0.3752	1
zh	2	xnli	en	ur	n	baseline		n	0.2589	1
zh	2	xnli	en	ur	n	condition-1-en-5k	5k	n	0.2512	3
zh	2	xnli	en	ur	n	condition-1-en-20k	20k	n	0.2493	1
zh	2	xnli	en	zh	n	baseline		n	0.3337	1
zh	2	xnli	en	zh	n	condition-1-en-5k	5k	n	0.3840	3
zh	2	xnli	en	zh	n	condition-1-en-20k	20k	n	0.3271	1
zh	2	xnli	en	zh	n	condition-2-zh-5k	5k	y	0.3336	3
zh	2	xnli	en	zh	n	condition-2-zh-20k	20k	y	0.3417	1
zh	2	xnli	en	zh	n	condition-3-zh-5k	5k	y	0.3313	1
zh	2	xnli	en	zh	n	condition-5-zh-5k	5k	y	0.3064	1
zh	2	xnli	es	en	n	baseline		n	0.3661	1
zh	2	xnli	es	en	n	condition-1-en-5k	5k	y	0.3547	3
zh	2	xnli	es	en	n	condition-1-en-20k	20k	y	0.3441	1
zh	2	xnli	es	en	n	condition-2-zh-5k	5k	n	0.3803	3
zh	2	xnli	es	en	n	condition-2-zh-20k	20k	n	0.3591	1
zh	2	xnli	es	en	n	condition-3-zh-5k	5k	n	0.4114	1
zh	2	xnli	es	en	n	condition-5-zh-5k	5k	n	0.4519	1
zh	2	xnli	es	es	y	baseline		n	0.3770	1
zh	2	xnli	es	es	y	condition-1-en-5k	5k	n	0.3766	3
zh	2	xnli	es	es	y	condition-1-en-20k	20k	n	0.3607	1
zh	2	xnli	es	ur	n	baseline		n	0.3319	1
zh	2	xnli	es	ur	n	condition-1-en-5k	5k	n	0.3191	3
zh	2	xnli	es	ur	n	condition-1-en-20k	20k	n	0.3140	1
zh	2	xnli	es	zh	n	baseline		n	0.2369	1
zh	2	xnli	es	zh	n	condition-1-en-5k	5k	n	0.3463	3
zh	2	xnli	es	zh	n	condition-1-en-20k	20k	n	0.2715	1
zh	2	xnli	es	zh	n	condition-2-zh-5k	5k	y	0.3323	3
zh	2	xnli	es	zh	n	condition-2-zh-20k	20k	y	0.3363	1
zh	2	xnli	es	zh	n	condition-3-zh-5k	5k	y	0.3289	1
zh	2	xnli	es	zh	n	condition-5-zh-5k	5k	y	0.3347	1
zh	2	xnli	ur	en	n	baseline		n	0.3357	1
zh	2	xnli	ur	en	n	condition-1-en-5k	5k	y	0.3330	3
zh	2	xnli	ur	en	n	condition-1-en-20k	20k	y	0.3325	1
zh	2	xnli	ur	en	n	condition-2-zh-5k	5k	n	0.3345	3
zh	2	xnli	ur	en	n	condition-2-zh-20k	20k	n	0.3337	1
zh	2	xnli	ur	en	n	condition-3-zh-5k	5k	n	0.3455	1
zh	2	xnli	ur	en	n	condition-5-zh-5k	5k	n	0.3906	1
zh	2	xnli	ur	es	n	baseline		n	0.2499	1
zh	2	xnli	ur	es	n	condition-1-en-5k	5k	n	0.3744	3
zh	2	xnli	ur	es	n	condition-1-en-20k	20k	n	0.3697	1
zh	2	xnli	ur	ur	y	baseline		n	0.3228	1
zh	2	xnli	ur	ur	y	condition-1-en-5k	5k	n	0.3246	3
zh	2	xnli	ur	ur	y	condition-1-en-20k	20k	n	0.3248	1
zh	2	xnli	ur	zh	n	baseline		n	0.2078	1
zh	2	xnli	ur	zh	n	condition-1-en-5k	5k	n	0.2758	3
zh	2	xnli	ur	zh	n	condition-1-en-20k	20k	n	0.2629	1
zh	2	xnli	ur	zh	n	condition-2-zh-5k	5k	y	0.2881	3
zh	2	xnli	ur	zh	n	condition-2-zh-20k	20k	y	0.3277	1
zh	2	xnli	ur	zh	n	condition-3-zh-5k	5k	y	0.3240	1
zh	2	xnli	ur	zh	n	condition-5-zh-5k	5k	y	0.1655	1
zh	2	xnli	zh	en	n	baseline		n	0.4649	1
zh	2	xnli	zh	en	n	condition-1-en-5k	5k	y	0.4415	3
zh	2	xnli	zh	en	n	condition-1-en-20k	20k	y	0.4042	1
zh	2	xnli	zh	en	n	condition-2-zh-5k	5k	n	0.4476	3
zh	2	xnli	zh	en	n	condition-2-zh-20k	20k	n	0.4407	1
zh	2	xnli	zh	en	n	condition-3-zh-5k	5k	n	0.4840	1
zh	2	xnli	zh	en	n	condition-5-zh-5k	5k	n	0.3872	1
zh	2	xnli	zh	es	n	baseline		n	0.3637	1
zh	2	xnli	zh	es	n	condition-1-en-5k	5k	n	0.3677	3
zh	2	xnli	zh	es	n	condition-1-en-20k	20k	n	0.3870	1
zh	2	xnli	zh	ur	n	baseline		n	0.3341	1
zh	2	xnli	zh	ur	n	condition-1-en-5k	5k	n	0.3365	3
zh	2	xnli	zh	ur	n	condition-1-en-20k	20k	n	0.3363	1
zh	2	xnli	zh	zh	y	baseline		n	0.2491	1
zh	2	xnli	zh	zh	y	condition-1-en-5k	5k	n	0.2910	3
zh	2	xnli	zh	zh	y	condition-1-en-20k	20k	n	0.2868	1
zh	2	xnli	zh	zh	y	condition-2-zh-5k	5k	y	0.3576	3
zh	2	xnli	zh	zh	y	condition-2-zh-20k	20k	y	0.3737	1
zh	2	xnli	zh	zh	y	condition-3-zh-5k	5k	y	0.3066	1
zh	2	xnli	zh	zh	y	condition-5-zh-5k	5k	y	0.3479	1
es	1	belebele	en	en	y	baseline		n	0.7678	1
es	1	belebele	en	en	y	condition-1-en-5k	5k	y	0.7781	3
es	1	belebele	en	en	y	condition-1-en-20k	20k	y	0.7767	1
es	1	belebele	en	en	y	condition-2-es-5k	5k	n	0.7826	3
es	1	belebele	en	en	y	condition-2-es-20k	20k	n	0.7878	1
es	1	belebele	en	en	y	condition-5-es-5k	5k	n	0.7833	1
es	1	belebele	en	es	n	baseline		n	0.7611	1
es	1	belebele	en	es	n	condition-1-en-5k	5k	n	0.7604	3
es	1	belebele	en	es	n	condition-1-en-20k	20k	n	0.7611	1
es	1	belebele	en	es	n	condition-2-es-5k	5k	y	0.7704	3
es	1	belebele	en	es	n	condition-2-es-20k	20k	y	0.7744	1
es	1	belebele	en	es	n	condition-5-es-5k	5k	y	0.7822	1
es	1	belebele	en	ur	n	baseline		n	0.7411	1
es	1	belebele	en	ur	n	condition-1-en-5k	5k	n	0.7548	3
es	1	belebele	en	ur	n	condition-1-en-20k	20k	n	0.7611	1
es	1	belebele	en	zh	n	baseline		n	0.7889	1
es	1	belebele	en	zh	n	condition-1-en-5k	5k	n	0.7885	3
es	1	belebele	en	zh	n	condition-1-en-20k	20k	n	0.7900	1
es	1	belebele	es	en	n	baseline		n	0.6911	1
es	1	belebele	es	en	n	condition-1-en-5k	5k	y	0.7000	3
es	1	belebele	es	en	n	condition-1-en-20k	20k	y	0.7000	1
es	1	belebele	es	en	n	condition-2-es-5k	5k	n	0.7074	3
es	1	belebele	es	en	n	condition-2-es-20k	20k	n	0.7022	1
es	1	belebele	es	en	n	condition-5-es-5k	5k	n	0.6956	1
es	1	belebele	es	es	y	baseline		n	0.6722	1
es	1	belebele	es	es	y	condition-1-en-5k	5k	n	0.6719	3
es	1	belebele	es	es	y	condition-1-en-20k	20k	n	0.6667	1
es	1	belebele	es	es	y	condition-2-es-5k	5k	y	0.6744	3
es	1	belebele	es	es	y	condition-2-es-20k	20k	y	0.6678	1
es	1	belebele	es	es	y	condition-5-es-5k	5k	y	0.6744	1
es	1	belebele	es	ur	n	baseline		n	0.6389	1
es	1	belebele	es	ur	n	condition-1-en-5k	5k	n	0.6422	3
es	1	belebele	es	ur	n	condition-1-en-20k	20k	n	0.6344	1
es	1	belebele	es	zh	n	baseline		n	0.6956	1
es	1	belebele	es	zh	n	condition-1-en-5k	5k	n	0.6937	3
es	1	belebele	es	zh	n	condition-1-en-20k	20k	n	0.6989	1
es	1	belebele	ur	en	n	baseline		n	0.6044	1
es	1	belebele	ur	en	n	condition-1-en-5k	5k	y	0.6130	3
es	1	belebele	ur	en	n	condition-1-en-20k	20k	y	0.6144	1
es	1	belebele	ur	en	n	condition-2-es-5k	5k	n	0.6111	3
es	1	belebele	ur	en	n	condition-2-es-20k	20k	n	0.6089	1
es	1	belebele	ur	en	n	condition-5-es-5k	5k	n	0.6056	1
es	1	belebele	ur	es	n	baseline		n	0.5389	1
es	1	belebele	ur	es	n	condition-1-en-5k	5k	n	0.5356	3
es	1	belebele	ur	es	n	condition-1-en-20k	20k	n	0.5389	1
es	1	belebele	ur	es	n	condition-2-es-5k	5k	y	0.5596	3
es	1	belebele	ur	es	n	condition-2-es-20k	20k	y	0.5444	1
es	1	belebele	ur	es	n	condition-5-es-5k	5k	y	0.5333	1
es	1	belebele	ur	ur	y	baseline		n	0.5289	1
es	1	belebele	ur	ur	y	condition-1-en-5k	5k	n	0.5367	3
es	1	belebele	ur	ur	y	condition-1-en-20k	20k	n	0.5233	1
es	1	belebele	ur	zh	n	baseline		n	0.5922	1
es	1	belebele	ur	zh	n	condition-1-en-5k	5k	n	0.5996	3
es	1	belebele	ur	zh	n	condition-1-en-20k	20k	n	0.5944	1
es	1	belebele	zh	en	n	baseline		n	0.7500	1
es	1	belebele	zh	en	n	condition-1-en-5k	5k	y	0.7596	3
es	1	belebele	zh	en	n	condition-1-en-20k	20k	y	0.7600	1
es	1	belebele	zh	en	n	condition-2-es-5k	5k	n	0.7593	3
es	1	belebele	zh	en	n	condition-2-es-20k	20k	n	0.7556	1
es	1	belebele	zh	en	n	condition-5-es-5k	5k	n	0.7522	1
es	1	belebele	zh	es	n	baseline		n	0.7033	1
es	1	belebele	zh	es	n	condition-1-en-5k	5k	n	0.7044	3
es	1	belebele	zh	es	n	condition-1-en-20k	20k	n	0.7011	1
es	1	belebele	zh	es	n	condition-2-es-5k	5k	y	0.7222	3
es	1	belebele	zh	es	n	condition-2-es-20k	20k	y	0.7156	1
es	1	belebele	zh	es	n	condition-5-es-5k	5k	y	0.7256	1
es	1	belebele	zh	ur	n	baseline		n	0.7011	1
es	1	belebele	zh	ur	n	condition-1-en-5k	5k	n	0.7144	3
es	1	belebele	zh	ur	n	condition-1-en-20k	20k	n	0.7044	1
es	1	belebele	zh	zh	y	baseline		n	0.7756	1
es	1	belebele	zh	zh	y	condition-1-en-5k	5k	n	0.7752	3
es	1	belebele	zh	zh	y	condition-1-en-20k	20k	n	0.7656	1
es	1	csqa	en	en	y	baseline		n	0.6070	1
es	1	csqa	en	en	y	condition-1-en-5k	5k	y	0.6120	3
es	1	csqa	en	en	y	condition-1-en-20k	20k	y	0.6150	1
es	1	csqa	en	en	y	condition-2-es-5k	5k	n	0.6063	3
es	1	csqa	en	en	y	condition-2-es-20k	20k	n	0.6010	1
es	1	csqa	en	en	y	condition-5-es-5k	5k	n	0.6020	1
es	1	csqa	en	es	n	baseline		n	0.6040	1
es	1	csqa	en	es	n	condition-1-en-5k	5k	n	0.6117	3
es	1	csqa	en	es	n	condition-1-en-20k	20k	n	0.6140	1
es	1	csqa	en	es	n	condition-2-es-5k	5k	y	0.6040	3
es	1	csqa	en	es	n	condition-2-es-20k	20k	y	0.6100	1
es	1	csqa	en	es	n	condition-5-es-5k	5k	y	0.5920	1
es	1	csqa	en	ur	n	baseline		n	0.5850	1
es	1	csqa	en	ur	n	condition-1-en-5k	5k	n	0.5920	3
es	1	csqa	en	ur	n	condition-1-en-20k	20k	n	0.5930	1
es	1	csqa	en	zh	n	baseline		n	0.6410	1
es	1	csqa	en	zh	n	condition-1-en-5k	5k	n	0.6447	3
es	1	csqa	en	zh	n	condition-1-en-20k	20k	n	0.6520	1
es	1	csqa	es	en	n	baseline		n	0.5240	1
es	1	csqa	es	en	n	condition-1-en-5k	5k	y	0.5303	3
es	1	csqa	es	en	n	condition-1-en-20k	20k	y	0.5370	1
es	1	csqa	es	en	n	condition-2-es-5k	5k	n	0.5330	3
es	1	csqa	es	en	n	condition-2-es-20k	20k	n	0.5360	1
es	1	csqa	es	en	n	condition-5-es-5k	5k	n	0.5000	1
es	1	csqa	es	es	y	baseline		n	0.5290	1
es	1	csqa	es	es	y	condition-1-en-5k	5k	n	0.5333	3
es	1	csqa	es	es	y	condition-1-en-20k	20k	n	0.5230	1
es	1	csqa	es	es	y	condition-2-es-5k	5k	y	0.5387	3
es	1	csqa	es	es	y	condition-2-es-20k	20k	y	0.5400	1
es	1	csqa	es	es	y	condition-5-es-5k	5k	y	0.5220	1
es	1	csqa	es	ur	n	baseline		n	0.4730	1
es	1	csqa	es	ur	n	condition-1-en-5k	5k	n	0.4823	3
es	1	csqa	es	ur	n	condition-1-en-20k	20k	n	0.4830	1
es	1	csqa	es	zh	n	baseline		n	0.5470	1
es	1	csqa	es	zh	n	condition-1-en-5k	5k	n	0.5480	3
es	1	csqa	es	zh	n	condition-1-en-20k	20k	n	0.5530	1
es	1	csqa	ur	en	n	baseline		n	0.4240	1
es	1	csqa	ur	en	n	condition-1-en-5k	5k	y	0.4237	3
es	1	csqa	ur	en	n	condition-1-en-20k	20k	y	0.4320	1
es	1	csqa	ur	en	n	condition-2-es-5k	5k	n	0.4133	3
es	1	csqa	ur	en	n	condition-2-es-20k	20k	n	0.4180	1
es	1	csqa	ur	en	n	condition-5-es-5k	5k	n	0.3830	1
es	1	csqa	ur	es	n	baseline		n	0.3960	1
es	1	csqa	ur	es	n	condition-1-en-5k	5k	n	0.3970	3
es	1	csqa	ur	es	n	condition-1-en-20k	20k	n	0.3940	1
es	1	csqa	ur	es	n	condition-2-es-5k	5k	y	0.4067	3
es	1	csqa	ur	es	n	condition-2-es-20k	20k	y	0.3950	1
es	1	csqa	ur	es	n	condition-5-es-5k	5k	y	0.3910	1
es	1	csqa	ur	ur	y	baseline		n	0.4040	1
es	1	csqa	ur	ur	y	condition-1-en-5k	5k	n	0.4090	3
es	1	csqa	ur	ur	y	condition-1-en-20k	20k	n	0.4020	1
es	1	csqa	ur	zh	n	baseline		n	0.3760	1
es	1	csqa	ur	zh	n	condition-1-en-5k	5k	n	0.3867	3
es	1	csqa	ur	zh	n	condition-1-en-20k	20k	n	0.3960	1
es	1	csqa	zh	en	n	baseline		n	0.5450	1
es	1	csqa	zh	en	n	condition-1-en-5k	5k	y	0.5527	3
es	1	csqa	zh	en	n	condition-1-en-20k	20k	y	0.5490	1
es	1	csqa	zh	en	n	condition-2-es-5k	5k	n	0.5507	3
es	1	csqa	zh	en	n	condition-2-es-20k	20k	n	0.5490	1
es	1	csqa	zh	en	n	condition-5-es-5k	5k	n	0.5070	1
es	1	csqa	zh	es	n	baseline		n	0.5000	1
es	1	csqa	zh	es	n	condition-1-en-5k	5k	n	0.5067	3
es	1	csqa	zh	es	n	condition-1-en-20k	20k	n	0.5110	1
es	1	csqa	zh	es	n	condition-2-es-5k	5k	y	0.5077	3
es	1	csqa	zh	es	n	condition-2-es-20k	20k	y	0.5230	1
es	1	csqa	zh	es	n	condition-5-es-5k	5k	y	0.4960	1
es	1	csqa	zh	ur	n	baseline		n	0.4810	1
es	1	csqa	zh	ur	n	condition-1-en-5k	5k	n	0.4820	3
es	1	csqa	zh	ur	n	condition-1-en-20k	20k	n	0.4830	1
