condition	seed	template	benchmark	data	instr	n	orig_acc	repar_acc	delta_acc	orig_pf	repar_pf	delta_pf
condition-1-en-5k	42	2	sib200	zh	zh	None	0.5147	0.6225	+0.1078	0.1569	0.0196	-0.1373
condition-1-en-5k	42	2	xnli	en	en	None	0.3489	0.3489	+0.0000	0.0008	0.0008	+0.0000
condition-1-en-5k	42	2	xnli	en	es	None	0.3880	0.3880	+0.0000	0.0018	0.0018	+0.0000
condition-1-en-5k	42	2	xnli	en	ur	None	0.2347	0.2701	+0.0353	0.4172	0.3190	-0.0982
condition-1-en-5k	42	2	xnli	en	zh	None	0.2303	0.3936	+0.1633	0.3729	0.0713	-0.3016
condition-1-en-5k	42	2	xnli	es	en	None	0.3477	0.3477	+0.0000	0.0072	0.0072	+0.0000
condition-1-en-5k	42	2	xnli	es	es	None	0.3768	0.3768	+0.0000	0.0024	0.0024	+0.0000
condition-1-en-5k	42	2	xnli	es	ur	None	0.3204	0.3291	+0.0088	0.1533	0.1275	-0.0257
condition-1-en-5k	42	2	xnli	es	zh	None	0.1257	0.3547	+0.2289	0.6723	0.2238	-0.4485
condition-1-en-5k	42	2	xnli	ur	en	None	0.3325	0.3325	+0.0000	0.0056	0.0056	+0.0000
condition-1-en-5k	42	2	xnli	ur	es	None	0.3782	0.3782	+0.0000	0.0289	0.0289	+0.0000
condition-1-en-5k	42	2	xnli	ur	ur	None	0.2812	0.3273	+0.0461	0.1892	0.0599	-0.1293
condition-1-en-5k	42	2	xnli	ur	zh	None	0.2645	0.2749	+0.0104	0.1918	0.1565	-0.0353
condition-1-en-5k	42	2	xnli	zh	en	None	0.4261	0.4261	+0.0000	0.0048	0.0048	+0.0000
condition-1-en-5k	42	2	xnli	zh	es	None	0.3689	0.3689	+0.0000	0.0098	0.0098	+0.0000
condition-1-en-5k	42	2	xnli	zh	ur	None	0.3333	0.3369	+0.0036	0.0148	0.0072	-0.0076
condition-1-en-5k	42	2	xnli	zh	zh	None	0.0747	0.3042	+0.2295	0.8154	0.2760	-0.5393
condition-1-en-5k	456	1	belebele	en	en	None	0.7767	0.7767	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	belebele	en	es	None	0.7600	0.7600	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	belebele	en	ur	None	0.7589	0.7589	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	belebele	en	zh	None	0.7878	0.7878	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	belebele	es	en	None	0.6967	0.6967	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	belebele	es	es	None	0.6689	0.6689	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	belebele	es	ur	None	0.6356	0.6356	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	belebele	es	zh	None	0.6956	0.6956	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	belebele	ur	en	None	0.6133	0.6133	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	belebele	ur	es	None	0.5333	0.5333	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	belebele	ur	ur	None	0.5389	0.5389	+0.0000	0.0033	0.0033	+0.0000
condition-1-en-5k	456	1	belebele	ur	zh	None	0.6000	0.6000	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	belebele	zh	en	None	0.7533	0.7533	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	belebele	zh	es	None	0.7067	0.7067	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	belebele	zh	ur	None	0.7133	0.7133	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	belebele	zh	zh	None	0.7767	0.7767	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	csqa	en	en	None	0.6120	0.6120	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	csqa	en	es	None	0.6190	0.6190	+0.0000	0.0010	0.0010	+0.0000
condition-1-en-5k	456	1	csqa	en	ur	None	0.5920	0.5920	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	csqa	en	zh	None	0.6480	0.6480	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	csqa	es	en	None	0.5230	0.5230	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	csqa	es	es	None	0.5260	0.5260	+0.0000	0.0010	0.0010	+0.0000
condition-1-en-5k	456	1	csqa	es	ur	None	0.4840	0.4840	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	csqa	es	zh	None	0.5520	0.5520	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	csqa	ur	en	None	0.4200	0.4200	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	csqa	ur	es	None	0.4000	0.4000	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	csqa	ur	ur	None	0.4150	0.4150	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	csqa	ur	zh	None	0.3890	0.3890	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	csqa	zh	en	None	0.5540	0.5540	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	csqa	zh	es	None	0.5080	0.5080	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	csqa	zh	ur	None	0.4870	0.4870	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	csqa	zh	zh	None	0.5270	0.5270	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	sib200	en	en	None	0.7598	0.7598	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	sib200	en	es	None	0.6471	0.6471	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	sib200	en	ur	None	0.3431	0.4755	+0.1324	0.3873	0.1029	-0.2843
condition-1-en-5k	456	1	sib200	en	zh	None	0.7108	0.7108	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	sib200	es	en	None	0.7745	0.7549	-0.0196	0.0000	0.0196	+0.0196
condition-1-en-5k	456	1	sib200	es	es	None	0.6324	0.6373	+0.0049	0.0147	0.0000	-0.0147
condition-1-en-5k	456	1	sib200	es	ur	None	0.2402	0.4804	+0.2402	0.5980	0.1324	-0.4657
condition-1-en-5k	456	1	sib200	es	zh	None	0.5931	0.6324	+0.0392	0.0686	0.0196	-0.0490
condition-1-en-5k	456	1	sib200	ur	en	None	0.7157	0.7010	-0.0147	0.0000	0.0147	+0.0147
condition-1-en-5k	456	1	sib200	ur	es	None	0.4755	0.5147	+0.0392	0.0441	0.0147	-0.0294
condition-1-en-5k	456	1	sib200	ur	ur	None	0.2304	0.5588	+0.3284	0.4412	0.0245	-0.4167
condition-1-en-5k	456	1	sib200	ur	zh	None	0.5588	0.5637	+0.0049	0.0049	0.0049	+0.0000
condition-1-en-5k	456	1	sib200	zh	en	None	0.7794	0.7549	-0.0245	0.0049	0.0294	+0.0245
condition-1-en-5k	456	1	sib200	zh	es	None	0.5196	0.5735	+0.0539	0.0784	0.0000	-0.0784
condition-1-en-5k	456	1	sib200	zh	ur	None	0.2206	0.5245	+0.3039	0.5833	0.1275	-0.4559
condition-1-en-5k	456	1	sib200	zh	zh	None	0.5588	0.6618	+0.1029	0.1618	0.0000	-0.1618
condition-1-en-5k	456	1	xnli	en	en	None	0.5255	0.5255	+0.0000	0.0002	0.0002	+0.0000
condition-1-en-5k	456	1	xnli	en	es	None	0.4162	0.4162	+0.0000	0.0002	0.0002	+0.0000
condition-1-en-5k	456	1	xnli	en	ur	None	0.4200	0.4200	+0.0000	0.0008	0.0006	-0.0002
condition-1-en-5k	456	1	xnli	en	zh	None	0.3341	0.3341	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	xnli	es	en	None	0.4717	0.4717	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	xnli	es	es	None	0.4653	0.4653	+0.0000	0.0002	0.0002	+0.0000
condition-1-en-5k	456	1	xnli	es	ur	None	0.3505	0.3505	+0.0000	0.0010	0.0010	+0.0000
condition-1-en-5k	456	1	xnli	es	zh	None	0.3349	0.3349	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	xnli	ur	en	None	0.4403	0.4403	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	xnli	ur	es	None	0.3856	0.3856	+0.0000	0.0002	0.0002	+0.0000
condition-1-en-5k	456	1	xnli	ur	ur	None	0.3325	0.3325	+0.0000	0.0044	0.0044	+0.0000
condition-1-en-5k	456	1	xnli	ur	zh	None	0.3331	0.3331	+0.0000	0.0006	0.0006	+0.0000
condition-1-en-5k	456	1	xnli	zh	en	None	0.4078	0.4078	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	xnli	zh	es	None	0.3333	0.3333	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	xnli	zh	ur	None	0.3371	0.3371	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	1	xnli	zh	zh	None	0.3395	0.3395	+0.0000	0.0002	0.0002	+0.0000
condition-1-en-5k	456	2	belebele	en	en	None	0.7856	0.7856	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	2	belebele	en	es	None	0.7811	0.7811	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	2	belebele	en	ur	None	0.7611	0.7611	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	2	belebele	en	zh	None	0.7967	0.7967	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	2	belebele	es	en	None	0.7067	0.7067	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	2	belebele	es	es	None	0.6922	0.6922	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	2	belebele	es	ur	None	0.6389	0.6389	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	2	belebele	es	zh	None	0.7222	0.7222	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	2	belebele	ur	en	None	0.6156	0.6156	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	2	belebele	ur	es	None	0.5656	0.5656	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	2	belebele	ur	ur	None	0.5233	0.5233	+0.0000	0.0044	0.0044	+0.0000
condition-1-en-5k	456	2	belebele	ur	zh	None	0.6022	0.6022	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	2	belebele	zh	en	None	0.7611	0.7611	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	2	belebele	zh	es	None	0.7344	0.7344	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	2	belebele	zh	ur	None	0.7100	0.7100	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	2	belebele	zh	zh	None	0.7556	0.7556	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	2	csqa	en	en	None	0.6090	0.6090	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	2	csqa	en	es	None	0.6200	0.6200	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	2	csqa	en	ur	None	0.5860	0.5860	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	2	csqa	en	zh	None	0.6450	0.6450	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	2	csqa	es	en	None	0.5280	0.5280	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	2	csqa	es	es	None	0.5360	0.5360	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	2	csqa	es	ur	None	0.4830	0.4830	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	2	csqa	es	zh	None	0.5250	0.5250	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	2	csqa	ur	en	None	0.4170	0.4170	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	2	csqa	ur	es	None	0.3950	0.3950	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	2	csqa	ur	ur	None	0.3950	0.3950	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	2	csqa	ur	zh	None	0.4070	0.4070	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	2	csqa	zh	en	None	0.5360	0.5360	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	2	csqa	zh	es	None	0.5040	0.5040	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	2	csqa	zh	ur	None	0.4680	0.4680	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	2	csqa	zh	zh	None	0.5370	0.5370	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	2	sib200	en	en	None	0.7157	0.7157	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	2	sib200	en	es	None	0.4951	0.5196	+0.0245	0.0392	0.0049	-0.0343
condition-1-en-5k	456	2	sib200	en	ur	None	0.2500	0.4167	+0.1667	0.4461	0.2451	-0.2010
condition-1-en-5k	456	2	sib200	en	zh	None	0.6275	0.6520	+0.0245	0.0441	0.0098	-0.0343
condition-1-en-5k	456	2	sib200	es	en	None	0.6667	0.6667	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	2	sib200	es	es	None	0.3480	0.5049	+0.1569	0.1814	0.0000	-0.1814
condition-1-en-5k	456	2	sib200	es	ur	None	0.0490	0.3676	+0.3186	0.7794	0.3333	-0.4461
condition-1-en-5k	456	2	sib200	es	zh	None	0.4853	0.5735	+0.0882	0.1471	0.0147	-0.1324
condition-1-en-5k	456	2	sib200	ur	en	None	0.6716	0.6716	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	2	sib200	ur	es	None	0.3676	0.5882	+0.2206	0.2843	0.0098	-0.2745
condition-1-en-5k	456	2	sib200	ur	ur	None	0.2059	0.5490	+0.3431	0.5882	0.1029	-0.4853
condition-1-en-5k	456	2	sib200	ur	zh	None	0.5343	0.5343	+0.0000	0.0000	0.0098	+0.0098
condition-1-en-5k	456	2	sib200	zh	en	None	0.6814	0.6814	+0.0000	0.0000	0.0000	+0.0000
condition-1-en-5k	456	2	sib200	zh	es	None	0.3775	0.5392	+0.1618	0.2108	0.0049	-0.2059
condition-1-en-5k	456	2	sib200	zh	ur	None	0.0784	0.4755	+0.3971	0.8284	0.2255	-0.6029
condition-1-en-5k	456	2	sib200	zh	zh	None	0.4951	0.6225	+0.1275	0.1961	0.0245	-0.1716
condition-1-en-5k	456	2	xnli	en	en	None	0.3589	0.3589	+0.0000	0.0006	0.0006	+0.0000
condition-1-en-5k	456	2	xnli	en	es	None	0.3914	0.3914	+0.0000	0.0016	0.0016	+0.0000
condition-1-en-5k	456	2	xnli	en	ur	None	0.2024	0.2413	+0.0389	0.5090	0.3960	-0.1130
condition-1-en-5k	456	2	xnli	en	zh	None	0.1804	0.3868	+0.2064	0.5144	0.1293	-0.3850
condition-1-en-5k	456	2	xnli	es	en	None	0.3557	0.3557	+0.0000	0.0058	0.0058	+0.0000
condition-1-en-5k	456	2	xnli	es	es	None	0.3735	0.3735	+0.0000	0.0030	0.0030	+0.0000
condition-1-en-5k	456	2	xnli	es	ur	None	0.3066	0.3158	+0.0092	0.1944	0.1661	-0.0283
condition-1-en-5k	456	2	xnli	es	zh	None	0.0908	0.3285	+0.2377	0.7709	0.3024	-0.4685
condition-1-en-5k	456	2	xnli	ur	en	None	0.3325	0.3325	+0.0000	0.0082	0.0082	+0.0000
condition-1-en-5k	456	2	xnli	ur	es	None	0.3651	0.3651	+0.0000	0.0571	0.0571	+0.0000
condition-1-en-5k	456	2	xnli	ur	ur	None	0.2725	0.3236	+0.0511	0.2132	0.0655	-0.1477
condition-1-en-5k	456	2	xnli	ur	zh	None	0.2525	0.2663	+0.0138	0.2265	0.1840	-0.0425
condition-1-en-5k	456	2	xnli	zh	en	None	0.4389	0.4389	+0.0000	0.0040	0.0040	+0.0000
condition-1-en-5k	456	2	xnli	zh	es	None	0.3756	0.3756	+0.0000	0.0120	0.0120	+0.0000
condition-1-en-5k	456	2	xnli	zh	ur	None	0.3323	0.3361	+0.0038	0.0210	0.0106	-0.0104
condition-1-en-5k	456	2	xnli	zh	zh	None	0.0569	0.2745	+0.2176	0.8659	0.3651	-0.5008
condition-2-es-20k	42	1	belebele	en	en	None	0.7878	0.7878	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	1	belebele	en	es	None	0.7744	0.7744	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	1	belebele	es	en	None	0.7022	0.7022	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	1	belebele	es	es	None	0.6678	0.6678	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	1	belebele	ur	en	None	0.6089	0.6089	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	1	belebele	ur	es	None	0.5444	0.5444	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	1	belebele	zh	en	None	0.7556	0.7556	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	1	belebele	zh	es	None	0.7156	0.7156	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	1	csqa	en	en	None	0.6010	0.6010	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	1	csqa	en	es	None	0.6100	0.6100	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	1	csqa	es	en	None	0.5360	0.5360	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	1	csqa	es	es	None	0.5400	0.5400	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	1	csqa	ur	en	None	0.4180	0.4180	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	1	csqa	ur	es	None	0.3950	0.3950	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	1	csqa	zh	en	None	0.5490	0.5490	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	1	csqa	zh	es	None	0.5230	0.5230	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	1	sib200	en	en	None	0.7549	0.7549	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	1	sib200	en	es	None	0.6814	0.6814	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	1	sib200	es	en	None	0.7745	0.7598	-0.0147	0.0000	0.0147	+0.0147
condition-2-es-20k	42	1	sib200	es	es	None	0.6765	0.6765	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	1	sib200	ur	en	None	0.7157	0.7108	-0.0049	0.0000	0.0049	+0.0049
condition-2-es-20k	42	1	sib200	ur	es	None	0.5686	0.5686	+0.0000	0.0000	0.0343	+0.0343
condition-2-es-20k	42	1	sib200	zh	en	None	0.7843	0.7647	-0.0196	0.0000	0.0196	+0.0196
condition-2-es-20k	42	1	sib200	zh	es	None	0.6618	0.6520	-0.0098	0.0000	0.0343	+0.0343
condition-2-es-20k	42	1	xnli	en	en	None	0.4986	0.4986	+0.0000	0.0002	0.0002	+0.0000
condition-2-es-20k	42	1	xnli	en	es	None	0.4194	0.4194	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	1	xnli	es	en	None	0.4631	0.4631	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	1	xnli	es	es	None	0.4042	0.4042	+0.0000	0.0002	0.0002	+0.0000
condition-2-es-20k	42	1	xnli	ur	en	None	0.4381	0.4381	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	1	xnli	ur	es	None	0.4277	0.4277	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	1	xnli	zh	en	None	0.3852	0.3852	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	1	xnli	zh	es	None	0.3371	0.3371	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	2	belebele	en	en	None	0.7867	0.7867	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	2	belebele	en	es	None	0.7944	0.7944	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	2	belebele	es	en	None	0.7222	0.7222	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	2	belebele	es	es	None	0.6978	0.6978	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	2	belebele	ur	en	None	0.6178	0.6178	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	2	belebele	ur	es	None	0.5878	0.5878	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	2	belebele	zh	en	None	0.7667	0.7667	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	2	belebele	zh	es	None	0.7433	0.7433	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	2	csqa	en	en	None	0.6020	0.6020	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	2	csqa	en	es	None	0.6300	0.6300	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	2	csqa	es	en	None	0.5240	0.5240	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	2	csqa	es	es	None	0.5520	0.5520	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	2	csqa	ur	en	None	0.4250	0.4250	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	2	csqa	ur	es	None	0.4100	0.4100	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	2	csqa	zh	en	None	0.5350	0.5350	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	2	csqa	zh	es	None	0.5200	0.5200	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	2	sib200	en	en	None	0.6912	0.6912	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	2	sib200	en	es	None	0.5049	0.5049	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	2	sib200	es	en	None	0.6520	0.6520	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	2	sib200	es	es	None	0.5000	0.5000	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	2	sib200	ur	en	None	0.6471	0.6471	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	2	sib200	ur	es	None	0.4314	0.4314	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	2	sib200	zh	en	None	0.6373	0.6373	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	2	sib200	zh	es	None	0.5294	0.5245	-0.0049	0.0000	0.0049	+0.0049
condition-2-es-20k	42	2	xnli	en	en	None	0.4084	0.4084	+0.0000	0.0004	0.0004	+0.0000
condition-2-es-20k	42	2	xnli	en	es	None	0.4509	0.4509	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-20k	42	2	xnli	es	en	None	0.3794	0.3794	+0.0000	0.0006	0.0006	+0.0000
condition-2-es-20k	42	2	xnli	es	es	None	0.3988	0.3988	+0.0000	0.0006	0.0006	+0.0000
condition-2-es-20k	42	2	xnli	ur	en	None	0.3325	0.3325	+0.0000	0.0066	0.0066	+0.0000
condition-2-es-20k	42	2	xnli	ur	es	None	0.3950	0.3950	+0.0000	0.0002	0.0002	+0.0000
condition-2-es-20k	42	2	xnli	zh	en	None	0.4838	0.4838	+0.0000	0.0018	0.0018	+0.0000
condition-2-es-20k	42	2	xnli	zh	es	None	0.3737	0.3737	+0.0000	0.0016	0.0016	+0.0000
condition-2-es-5k	123	1	belebele	en	en	None	0.7800	0.7800	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	1	belebele	en	es	None	0.7656	0.7656	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	1	belebele	es	en	None	0.7056	0.7056	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	1	belebele	es	es	None	0.6744	0.6744	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	1	belebele	ur	en	None	0.6089	0.6089	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	1	belebele	ur	es	None	0.5633	0.5633	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	1	belebele	zh	en	None	0.7522	0.7522	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	1	belebele	zh	es	None	0.7167	0.7167	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	1	csqa	en	en	None	0.6030	0.6030	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	1	csqa	en	es	None	0.6050	0.6050	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	1	csqa	es	en	None	0.5260	0.5260	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	1	csqa	es	es	None	0.5340	0.5340	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	1	csqa	ur	en	None	0.4070	0.4070	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	1	csqa	ur	es	None	0.4040	0.4040	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	1	csqa	zh	en	None	0.5440	0.5440	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	1	csqa	zh	es	None	0.5060	0.5060	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	1	sib200	en	en	None	0.7647	0.7647	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	1	sib200	en	es	None	0.6716	0.6716	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	1	sib200	es	en	None	0.7794	0.7549	-0.0245	0.0000	0.0245	+0.0245
condition-2-es-5k	123	1	sib200	es	es	None	0.6422	0.6422	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	1	sib200	ur	en	None	0.7010	0.6961	-0.0049	0.0000	0.0049	+0.0049
condition-2-es-5k	123	1	sib200	ur	es	None	0.5441	0.5441	+0.0000	0.0000	0.0490	+0.0490
condition-2-es-5k	123	1	sib200	zh	en	None	0.7843	0.7696	-0.0147	0.0000	0.0147	+0.0147
condition-2-es-5k	123	1	sib200	zh	es	None	0.6422	0.6422	+0.0000	0.0000	0.0196	+0.0196
condition-2-es-5k	123	1	xnli	en	en	None	0.5244	0.5244	+0.0000	0.0002	0.0002	+0.0000
condition-2-es-5k	123	1	xnli	en	es	None	0.4840	0.4840	+0.0000	0.0002	0.0002	+0.0000
condition-2-es-5k	123	1	xnli	es	en	None	0.4756	0.4756	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	1	xnli	es	es	None	0.4721	0.4721	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	1	xnli	ur	en	None	0.4437	0.4437	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	1	xnli	ur	es	None	0.4405	0.4405	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	1	xnli	zh	en	None	0.4222	0.4222	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	1	xnli	zh	es	None	0.3513	0.3513	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	2	belebele	en	en	None	0.7822	0.7822	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	2	belebele	en	es	None	0.7900	0.7900	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	2	belebele	es	en	None	0.7100	0.7100	+0.0000	0.0000	0.0000	+0.0000
condition-2-es-5k	123	2	belebele	es	es	None	0.7111	0.7111	+0.0000	0.0000	0.0000	+0.0000
