condition	seed	template	benchmark	data	instr	n	orig_acc	repar_acc	delta_acc	orig_pf	repar_pf	delta_pf
condition-2-zh-5k	123	1	csqa	en	en	None	0.6000	0.6000	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	1	csqa	en	zh	None	0.6400	0.6400	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	1	csqa	es	en	None	0.5140	0.5140	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	1	csqa	es	zh	None	0.5670	0.5670	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	1	csqa	ur	en	None	0.4230	0.4230	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	1	csqa	ur	zh	None	0.4270	0.4270	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	1	csqa	zh	en	None	0.5410	0.5410	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	1	csqa	zh	zh	None	0.5530	0.5530	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	1	sib200	en	en	None	0.7598	0.7549	-0.0049	0.0000	0.0049	+0.0049
condition-2-zh-5k	123	1	sib200	en	zh	None	0.7206	0.7206	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	1	sib200	es	en	None	0.7843	0.7745	-0.0098	0.0000	0.0147	+0.0147
condition-2-zh-5k	123	1	sib200	es	zh	None	0.6961	0.6961	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	1	sib200	ur	en	None	0.7255	0.7255	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	1	sib200	ur	zh	None	0.6716	0.6716	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	1	sib200	zh	en	None	0.7745	0.7647	-0.0098	0.0000	0.0098	+0.0098
condition-2-zh-5k	123	1	sib200	zh	zh	None	0.7010	0.7010	+0.0000	0.0049	0.0000	-0.0049
condition-2-zh-5k	123	1	xnli	en	en	None	0.4950	0.4950	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	1	xnli	en	zh	None	0.3327	0.3327	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	1	xnli	es	en	None	0.4335	0.4335	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	1	xnli	es	zh	None	0.3331	0.3331	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	1	xnli	ur	en	None	0.4389	0.4389	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	1	xnli	ur	zh	None	0.3315	0.3319	+0.0004	0.0064	0.0060	-0.0004
condition-2-zh-5k	123	1	xnli	zh	en	None	0.3946	0.3946	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	1	xnli	zh	zh	None	0.3323	0.3323	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	2	belebele	en	en	None	0.7867	0.7867	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	2	belebele	en	zh	None	0.8122	0.8122	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	2	belebele	es	en	None	0.7189	0.7189	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	2	belebele	es	zh	None	0.7433	0.7433	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	2	belebele	ur	en	None	0.6278	0.6278	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	2	belebele	ur	zh	None	0.6378	0.6378	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	2	belebele	zh	en	None	0.7756	0.7756	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	2	belebele	zh	zh	None	0.7844	0.7844	+0.0000	0.0011	0.0011	+0.0000
condition-2-zh-5k	123	2	csqa	en	en	None	0.6060	0.6060	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	2	csqa	en	zh	None	0.6280	0.6280	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	2	csqa	es	en	None	0.5250	0.5250	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	2	csqa	es	zh	None	0.5380	0.5380	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	2	csqa	ur	en	None	0.4170	0.4170	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	2	csqa	ur	zh	None	0.3940	0.3940	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	2	csqa	zh	en	None	0.5200	0.5200	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	2	csqa	zh	zh	None	0.5400	0.5400	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	2	sib200	en	en	None	0.6716	0.6716	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	2	sib200	en	zh	None	0.6716	0.6716	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	2	sib200	es	en	None	0.6373	0.6373	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	2	sib200	es	zh	None	0.6324	0.6324	+0.0000	0.0245	0.0294	+0.0049
condition-2-zh-5k	123	2	sib200	ur	en	None	0.6618	0.6618	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	2	sib200	ur	zh	None	0.6127	0.6127	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	123	2	sib200	zh	en	None	0.6618	0.6569	-0.0049	0.0000	0.0049	+0.0049
condition-2-zh-5k	123	2	sib200	zh	zh	None	0.6471	0.6471	+0.0000	0.0196	0.0098	-0.0098
condition-2-zh-5k	123	2	xnli	en	en	None	0.3928	0.3928	+0.0000	0.0004	0.0004	+0.0000
condition-2-zh-5k	123	2	xnli	en	zh	None	0.3341	0.3347	+0.0006	0.0046	0.0040	-0.0006
condition-2-zh-5k	123	2	xnli	es	en	None	0.3984	0.3984	+0.0000	0.0042	0.0042	+0.0000
condition-2-zh-5k	123	2	xnli	es	zh	None	0.3323	0.3333	+0.0010	0.0172	0.0152	-0.0020
condition-2-zh-5k	123	2	xnli	ur	en	None	0.3351	0.3351	+0.0000	0.0016	0.0016	+0.0000
condition-2-zh-5k	123	2	xnli	ur	zh	None	0.3024	0.3132	+0.0108	0.1303	0.0940	-0.0363
condition-2-zh-5k	123	2	xnli	zh	en	None	0.4774	0.4774	+0.0000	0.0004	0.0004	+0.0000
condition-2-zh-5k	123	2	xnli	zh	zh	None	0.3659	0.3705	+0.0046	0.0377	0.0273	-0.0104
condition-2-zh-5k	42	1	belebele	en	en	None	0.7767	0.7767	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	1	belebele	en	zh	None	0.7967	0.7967	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	1	belebele	es	en	None	0.7056	0.7056	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	1	belebele	es	zh	None	0.7322	0.7322	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	1	belebele	ur	en	None	0.6133	0.6133	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	1	belebele	ur	zh	None	0.6211	0.6211	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	1	belebele	zh	en	None	0.7622	0.7622	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	1	belebele	zh	zh	None	0.7811	0.7811	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	1	csqa	en	en	None	0.6060	0.6060	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	1	csqa	en	zh	None	0.6420	0.6420	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	1	csqa	es	en	None	0.5300	0.5300	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	1	csqa	es	zh	None	0.5640	0.5640	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	1	csqa	ur	en	None	0.4200	0.4200	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	1	csqa	ur	zh	None	0.4280	0.4280	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	1	csqa	zh	en	None	0.5450	0.5450	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	1	csqa	zh	zh	None	0.5480	0.5480	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	1	sib200	en	en	None	0.7696	0.7647	-0.0049	0.0000	0.0049	+0.0049
condition-2-zh-5k	42	1	sib200	en	zh	None	0.6863	0.6863	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	1	sib200	es	en	None	0.7745	0.7598	-0.0147	0.0000	0.0147	+0.0147
condition-2-zh-5k	42	1	sib200	es	zh	None	0.6618	0.6618	+0.0000	0.0000	0.0049	+0.0049
condition-2-zh-5k	42	1	sib200	ur	en	None	0.7059	0.7059	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	1	sib200	ur	zh	None	0.5931	0.5931	+0.0000	0.0000	0.0049	+0.0049
condition-2-zh-5k	42	1	sib200	zh	en	None	0.7500	0.7451	-0.0049	0.0000	0.0049	+0.0049
condition-2-zh-5k	42	1	sib200	zh	zh	None	0.6765	0.6814	+0.0049	0.0098	0.0000	-0.0098
condition-2-zh-5k	42	1	xnli	en	en	None	0.5190	0.5190	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	1	xnli	en	zh	None	0.3327	0.3327	+0.0000	0.0002	0.0002	+0.0000
condition-2-zh-5k	42	1	xnli	es	en	None	0.4585	0.4585	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	1	xnli	es	zh	None	0.3333	0.3333	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	1	xnli	ur	en	None	0.4521	0.4521	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	1	xnli	ur	zh	None	0.3381	0.3381	+0.0000	0.0321	0.0319	-0.0002
condition-2-zh-5k	42	1	xnli	zh	en	None	0.4120	0.4120	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	1	xnli	zh	zh	None	0.3395	0.3395	+0.0000	0.0016	0.0016	+0.0000
condition-2-zh-5k	42	2	belebele	en	en	None	0.7867	0.7867	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	2	belebele	en	zh	None	0.8100	0.8100	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	2	belebele	es	en	None	0.7256	0.7256	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	2	belebele	es	zh	None	0.7411	0.7411	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	2	belebele	ur	en	None	0.6300	0.6300	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	2	belebele	ur	zh	None	0.6389	0.6389	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	2	belebele	zh	en	None	0.7778	0.7778	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	2	belebele	zh	zh	None	0.7911	0.7911	+0.0000	0.0011	0.0011	+0.0000
condition-2-zh-5k	42	2	csqa	en	en	None	0.6160	0.6160	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	2	csqa	en	zh	None	0.6300	0.6300	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	2	csqa	es	en	None	0.5280	0.5280	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	2	csqa	es	zh	None	0.5360	0.5360	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	2	csqa	ur	en	None	0.4180	0.4180	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	2	csqa	ur	zh	None	0.4000	0.4000	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	2	csqa	zh	en	None	0.5310	0.5310	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	2	csqa	zh	zh	None	0.5470	0.5470	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	2	sib200	en	en	None	0.6814	0.6814	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	2	sib200	en	zh	None	0.6667	0.6667	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	2	sib200	es	en	None	0.6520	0.6520	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	2	sib200	es	zh	None	0.6225	0.6225	+0.0000	0.0196	0.0245	+0.0049
condition-2-zh-5k	42	2	sib200	ur	en	None	0.6667	0.6667	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	2	sib200	ur	zh	None	0.5931	0.5931	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	42	2	sib200	zh	en	None	0.6569	0.6520	-0.0049	0.0000	0.0049	+0.0049
condition-2-zh-5k	42	2	sib200	zh	zh	None	0.6176	0.6275	+0.0098	0.0343	0.0196	-0.0147
condition-2-zh-5k	42	2	xnli	en	en	None	0.3685	0.3685	+0.0000	0.0002	0.0002	+0.0000
condition-2-zh-5k	42	2	xnli	en	zh	None	0.3341	0.3357	+0.0016	0.0427	0.0395	-0.0032
condition-2-zh-5k	42	2	xnli	es	en	None	0.3750	0.3750	+0.0000	0.0034	0.0034	+0.0000
condition-2-zh-5k	42	2	xnli	es	zh	None	0.3331	0.3345	+0.0014	0.0569	0.0529	-0.0040
condition-2-zh-5k	42	2	xnli	ur	en	None	0.3343	0.3343	+0.0000	0.0012	0.0012	+0.0000
condition-2-zh-5k	42	2	xnli	ur	zh	None	0.2289	0.2495	+0.0206	0.3641	0.3070	-0.0571
condition-2-zh-5k	42	2	xnli	zh	en	None	0.4443	0.4443	+0.0000	0.0008	0.0008	+0.0000
condition-2-zh-5k	42	2	xnli	zh	zh	None	0.3257	0.3517	+0.0259	0.1938	0.1375	-0.0563
condition-2-zh-5k	456	1	belebele	en	en	None	0.7822	0.7822	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	1	belebele	en	zh	None	0.8067	0.8067	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	1	belebele	es	en	None	0.7044	0.7044	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	1	belebele	es	zh	None	0.7333	0.7333	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	1	belebele	ur	en	None	0.6133	0.6133	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	1	belebele	ur	zh	None	0.6211	0.6211	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	1	belebele	zh	en	None	0.7700	0.7700	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	1	belebele	zh	zh	None	0.7800	0.7800	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	1	csqa	en	en	None	0.6020	0.6020	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	1	csqa	en	zh	None	0.6500	0.6500	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	1	csqa	es	en	None	0.5230	0.5230	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	1	csqa	es	zh	None	0.5700	0.5700	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	1	csqa	ur	en	None	0.4160	0.4160	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	1	csqa	ur	zh	None	0.4310	0.4310	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	1	csqa	zh	en	None	0.5440	0.5440	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	1	csqa	zh	zh	None	0.5500	0.5500	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	1	sib200	en	en	None	0.7794	0.7745	-0.0049	0.0000	0.0049	+0.0049
condition-2-zh-5k	456	1	sib200	en	zh	None	0.7206	0.7206	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	1	sib200	es	en	None	0.7843	0.7794	-0.0049	0.0000	0.0049	+0.0049
condition-2-zh-5k	456	1	sib200	es	zh	None	0.6863	0.6863	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	1	sib200	ur	en	None	0.7059	0.7059	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	1	sib200	ur	zh	None	0.6520	0.6520	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	1	sib200	zh	en	None	0.7696	0.7647	-0.0049	0.0000	0.0049	+0.0049
condition-2-zh-5k	456	1	sib200	zh	zh	None	0.6863	0.6863	+0.0000	0.0049	0.0000	-0.0049
condition-2-zh-5k	456	1	xnli	en	en	None	0.5234	0.5234	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	1	xnli	en	zh	None	0.3331	0.3331	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	1	xnli	es	en	None	0.4651	0.4651	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	1	xnli	es	zh	None	0.3331	0.3331	+0.0000	0.0002	0.0002	+0.0000
condition-2-zh-5k	456	1	xnli	ur	en	None	0.4485	0.4485	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	1	xnli	ur	zh	None	0.3337	0.3337	+0.0000	0.0008	0.0008	+0.0000
condition-2-zh-5k	456	1	xnli	zh	en	None	0.4168	0.4168	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	1	xnli	zh	zh	None	0.3331	0.3331	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	2	belebele	en	en	None	0.7878	0.7878	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	2	belebele	en	zh	None	0.8133	0.8133	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	2	belebele	es	en	None	0.7167	0.7167	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	2	belebele	es	zh	None	0.7344	0.7344	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	2	belebele	ur	en	None	0.6200	0.6200	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	2	belebele	ur	zh	None	0.6344	0.6344	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	2	belebele	zh	en	None	0.7811	0.7811	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	2	belebele	zh	zh	None	0.7811	0.7811	+0.0000	0.0011	0.0011	+0.0000
condition-2-zh-5k	456	2	csqa	en	en	None	0.6110	0.6110	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	2	csqa	en	zh	None	0.6350	0.6350	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	2	csqa	es	en	None	0.5280	0.5280	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	2	csqa	es	zh	None	0.5470	0.5470	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	2	csqa	ur	en	None	0.4150	0.4150	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	2	csqa	ur	zh	None	0.4060	0.4060	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	2	csqa	zh	en	None	0.5290	0.5290	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	2	csqa	zh	zh	None	0.5470	0.5470	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	2	sib200	en	en	None	0.6814	0.6814	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	2	sib200	en	zh	None	0.6765	0.6765	+0.0000	0.0049	0.0049	+0.0000
condition-2-zh-5k	456	2	sib200	es	en	None	0.6471	0.6471	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	2	sib200	es	zh	None	0.6324	0.6324	+0.0000	0.0245	0.0245	+0.0000
condition-2-zh-5k	456	2	sib200	ur	en	None	0.6765	0.6765	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	2	sib200	ur	zh	None	0.6176	0.6176	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	2	sib200	zh	en	None	0.6667	0.6667	+0.0000	0.0000	0.0000	+0.0000
condition-2-zh-5k	456	2	sib200	zh	zh	None	0.6373	0.6569	+0.0196	0.0441	0.0147	-0.0294
condition-2-zh-5k	456	2	xnli	en	en	None	0.3627	0.3627	+0.0000	0.0002	0.0002	+0.0000
condition-2-zh-5k	456	2	xnli	en	zh	None	0.3301	0.3303	+0.0002	0.0014	0.0012	-0.0002
condition-2-zh-5k	456	2	xnli	es	en	None	0.3675	0.3675	+0.0000	0.0036	0.0036	+0.0000
condition-2-zh-5k	456	2	xnli	es	zh	None	0.3287	0.3289	+0.0002	0.0138	0.0136	-0.0002
condition-2-zh-5k	456	2	xnli	ur	en	None	0.3339	0.3339	+0.0000	0.0014	0.0014	+0.0000
condition-2-zh-5k	456	2	xnli	ur	zh	None	0.2906	0.3016	+0.0110	0.1571	0.1240	-0.0331
condition-2-zh-5k	456	2	xnli	zh	en	None	0.4212	0.4212	+0.0000	0.0002	0.0002	+0.0000
condition-2-zh-5k	456	2	xnli	zh	zh	None	0.3495	0.3507	+0.0012	0.0321	0.0271	-0.0050
condition-3-zh-5k	42	1	belebele	en	en	None	0.7911	0.7911	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	1	belebele	en	zh	None	0.7889	0.7889	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	1	belebele	es	en	None	0.7056	0.7056	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	1	belebele	es	zh	None	0.7133	0.7133	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	1	belebele	ur	en	None	0.6100	0.6100	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	1	belebele	ur	zh	None	0.6144	0.6144	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	1	belebele	zh	en	None	0.7644	0.7644	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	1	belebele	zh	zh	None	0.7789	0.7789	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	1	csqa	en	en	None	0.6090	0.6090	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	1	csqa	en	zh	None	0.6440	0.6440	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	1	csqa	es	en	None	0.5500	0.5500	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	1	csqa	es	zh	None	0.5430	0.5430	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	1	csqa	ur	en	None	0.4240	0.4240	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	1	csqa	ur	zh	None	0.4140	0.4140	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	1	csqa	zh	en	None	0.5570	0.5570	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	1	csqa	zh	zh	None	0.5410	0.5410	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	1	sib200	en	en	None	0.7500	0.7451	-0.0049	0.0000	0.0049	+0.0049
condition-3-zh-5k	42	1	sib200	en	zh	None	0.6814	0.6814	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	1	sib200	es	en	None	0.7549	0.7402	-0.0147	0.0000	0.0147	+0.0147
condition-3-zh-5k	42	1	sib200	es	zh	None	0.6912	0.6912	+0.0000	0.0000	0.0147	+0.0147
condition-3-zh-5k	42	1	sib200	ur	en	None	0.6912	0.6912	+0.0000	0.0000	0.0049	+0.0049
condition-3-zh-5k	42	1	sib200	ur	zh	None	0.6078	0.6078	+0.0000	0.0000	0.0098	+0.0098
condition-3-zh-5k	42	1	sib200	zh	en	None	0.7647	0.7549	-0.0098	0.0049	0.0245	+0.0196
condition-3-zh-5k	42	1	sib200	zh	zh	None	0.6863	0.6863	+0.0000	0.0049	0.0196	+0.0147
condition-3-zh-5k	42	1	xnli	en	en	None	0.5347	0.5347	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	1	xnli	en	zh	None	0.3325	0.3325	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	1	xnli	es	en	None	0.4858	0.4858	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	1	xnli	es	zh	None	0.3325	0.3325	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	1	xnli	ur	en	None	0.4409	0.4409	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	1	xnli	ur	zh	None	0.3311	0.3311	+0.0000	0.0004	0.0002	-0.0002
condition-3-zh-5k	42	1	xnli	zh	en	None	0.4429	0.4429	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	1	xnli	zh	zh	None	0.3323	0.3323	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	2	belebele	en	en	None	0.7911	0.7911	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	2	belebele	en	zh	None	0.8022	0.8022	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	2	belebele	es	en	None	0.7222	0.7222	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	2	belebele	es	zh	None	0.7278	0.7278	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	2	belebele	ur	en	None	0.6289	0.6289	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	2	belebele	ur	zh	None	0.6167	0.6167	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	2	belebele	zh	en	None	0.7733	0.7733	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	2	belebele	zh	zh	None	0.7711	0.7711	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	2	csqa	en	en	None	0.6100	0.6100	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	2	csqa	en	zh	None	0.6440	0.6440	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	2	csqa	es	en	None	0.5380	0.5380	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	2	csqa	es	zh	None	0.5250	0.5250	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	2	csqa	ur	en	None	0.4400	0.4400	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	2	csqa	ur	zh	None	0.4170	0.4170	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	2	csqa	zh	en	None	0.5460	0.5460	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	2	csqa	zh	zh	None	0.5220	0.5220	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	2	sib200	en	en	None	0.6618	0.6618	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	2	sib200	en	zh	None	0.6569	0.6471	-0.0098	0.0000	0.0245	+0.0245
condition-3-zh-5k	42	2	sib200	es	en	None	0.6373	0.6373	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	2	sib200	es	zh	None	0.6225	0.6078	-0.0147	0.0098	0.0441	+0.0343
condition-3-zh-5k	42	2	sib200	ur	en	None	0.6569	0.6569	+0.0000	0.0000	0.0000	+0.0000
condition-3-zh-5k	42	2	sib200	ur	zh	None	0.5490	0.5441	-0.0049	0.0000	0.0539	+0.0539
condition-3-zh-5k	42	2	sib200	zh	en	None	0.6716	0.6667	-0.0049	0.0000	0.0049	+0.0049
condition-3-zh-5k	42	2	sib200	zh	zh	None	0.6127	0.6078	-0.0049	0.0049	0.0637	+0.0588
