condition	target_lang	seed	template	benchmark	data	instr	matched_diagonal	matched_instr	baseline_acc	cond_1_en_5k_acc	cond_acc	delta_vs_baseline	delta_en_finetune_only	delta_language_specific
condition-2-ur-5k	ur	42	2	sib200	es	ur	n	y	0.3088	0.3693	0.6520	+0.3431	+0.0605	+0.2827
condition-2-ur-5k	ur	42	2	sib200	ur	en	n	n	0.6814	0.6667	0.6520	-0.0294	-0.0147	-0.0147
condition-2-ur-5k	ur	42	2	sib200	ur	ur	y	y	0.5294	0.5441	0.4608	-0.0686	+0.0147	-0.0833
condition-2-ur-5k	ur	42	2	sib200	zh	en	n	n	0.6961	0.6716	0.6814	-0.0147	-0.0245	+0.0098
condition-2-ur-5k	ur	42	2	sib200	zh	ur	n	y	0.3971	0.4853	0.6667	+0.2696	+0.0882	+0.1814
condition-2-ur-5k	ur	42	2	xnli	en	en	y	n	0.3786	0.3565	0.3986	+0.0200	-0.0222	+0.0421
condition-2-ur-5k	ur	42	2	xnli	en	ur	n	y	0.2589	0.2512	0.3459	+0.0870	-0.0077	+0.0947
condition-2-ur-5k	ur	42	2	xnli	es	en	n	n	0.3661	0.3547	0.3972	+0.0311	-0.0114	+0.0425
condition-2-ur-5k	ur	42	2	xnli	es	ur	n	y	0.3319	0.3191	0.3491	+0.0172	-0.0128	+0.0300
condition-2-ur-5k	ur	42	2	xnli	ur	en	n	n	0.3357	0.3330	0.3383	+0.0026	-0.0027	+0.0053
condition-2-ur-5k	ur	42	2	xnli	ur	ur	y	y	0.3228	0.3246	0.3816	+0.0589	+0.0019	+0.0570
condition-2-ur-5k	ur	42	2	xnli	zh	en	n	n	0.4649	0.4415	0.4749	+0.0100	-0.0234	+0.0334
condition-2-ur-5k	ur	42	2	xnli	zh	ur	n	y	0.3341	0.3365	0.4226	+0.0884	+0.0023	+0.0861
condition-2-ur-5k	ur	456	1	belebele	en	en	y	n	0.7678	0.7781	0.7922	+0.0244	+0.0104	+0.0141
condition-2-ur-5k	ur	456	1	belebele	en	ur	n	y	0.7411	0.7548	0.7989	+0.0578	+0.0137	+0.0441
condition-2-ur-5k	ur	456	1	belebele	es	en	n	n	0.6911	0.7000	0.7200	+0.0289	+0.0089	+0.0200
condition-2-ur-5k	ur	456	1	belebele	es	ur	n	y	0.6389	0.6422	0.7056	+0.0667	+0.0033	+0.0633
condition-2-ur-5k	ur	456	1	belebele	ur	en	n	n	0.6044	0.6130	0.6222	+0.0178	+0.0085	+0.0093
condition-2-ur-5k	ur	456	1	belebele	ur	ur	y	y	0.5289	0.5367	0.5378	+0.0089	+0.0078	+0.0011
condition-2-ur-5k	ur	456	1	belebele	zh	en	n	n	0.7500	0.7596	0.7722	+0.0222	+0.0096	+0.0126
condition-2-ur-5k	ur	456	1	belebele	zh	ur	n	y	0.7011	0.7144	0.7633	+0.0622	+0.0133	+0.0489
condition-2-ur-5k	ur	456	1	csqa	en	en	y	n	0.6070	0.6120	0.6120	+0.0050	+0.0050	+0.0000
condition-2-ur-5k	ur	456	1	csqa	en	ur	n	y	0.5850	0.5920	0.5900	+0.0050	+0.0070	-0.0020
condition-2-ur-5k	ur	456	1	csqa	es	en	n	n	0.5240	0.5303	0.5450	+0.0210	+0.0063	+0.0147
condition-2-ur-5k	ur	456	1	csqa	es	ur	n	y	0.4730	0.4823	0.4900	+0.0170	+0.0093	+0.0077
condition-2-ur-5k	ur	456	1	csqa	ur	en	n	n	0.4240	0.4237	0.3960	-0.0280	-0.0003	-0.0277
condition-2-ur-5k	ur	456	1	csqa	ur	ur	y	y	0.4040	0.4090	0.3690	-0.0350	+0.0050	-0.0400
condition-2-ur-5k	ur	456	1	csqa	zh	en	n	n	0.5450	0.5527	0.5610	+0.0160	+0.0077	+0.0083
condition-2-ur-5k	ur	456	1	csqa	zh	ur	n	y	0.4810	0.4820	0.4850	+0.0040	+0.0010	+0.0030
condition-2-ur-5k	ur	456	1	sib200	en	en	y	n	0.7549	0.7533	0.7794	+0.0245	-0.0016	+0.0261
condition-2-ur-5k	ur	456	1	sib200	en	ur	n	y	0.4951	0.4804	0.5833	+0.0882	-0.0147	+0.1029
condition-2-ur-5k	ur	456	1	sib200	es	en	n	n	0.7745	0.7582	0.7402	-0.0343	-0.0163	-0.0180
condition-2-ur-5k	ur	456	1	sib200	es	ur	n	y	0.5343	0.4935	0.5294	-0.0049	-0.0408	+0.0359
condition-2-ur-5k	ur	456	1	sib200	ur	en	n	n	0.7255	0.6895	0.6961	-0.0294	-0.0359	+0.0065
condition-2-ur-5k	ur	456	1	sib200	ur	ur	y	y	0.5735	0.5588	0.4461	-0.1275	-0.0147	-0.1127
condition-2-ur-5k	ur	456	1	sib200	zh	en	n	n	0.7892	0.7500	0.7451	-0.0441	-0.0392	-0.0049
condition-2-ur-5k	ur	456	1	sib200	zh	ur	n	y	0.5294	0.5245	0.6765	+0.1471	-0.0049	+0.1520
condition-2-ur-5k	ur	456	1	xnli	en	en	y	n	0.4998	0.5226	0.5383	+0.0385	+0.0228	+0.0157
condition-2-ur-5k	ur	456	1	xnli	en	ur	n	y	0.3816	0.4253	0.3451	-0.0365	+0.0436	-0.0802
condition-2-ur-5k	ur	456	1	xnli	es	en	n	n	0.4525	0.4687	0.4878	+0.0353	+0.0162	+0.0191
condition-2-ur-5k	ur	456	1	xnli	es	ur	n	y	0.3433	0.3516	0.3399	-0.0034	+0.0083	-0.0116
condition-2-ur-5k	ur	456	1	xnli	ur	en	n	n	0.4343	0.4375	0.4315	-0.0028	+0.0032	-0.0060
condition-2-ur-5k	ur	456	1	xnli	ur	ur	y	y	0.3327	0.3336	0.3381	+0.0054	+0.0009	+0.0045
condition-2-ur-5k	ur	456	1	xnli	zh	en	n	n	0.3906	0.4034	0.4485	+0.0579	+0.0128	+0.0451
condition-2-ur-5k	ur	456	1	xnli	zh	ur	n	y	0.3345	0.3373	0.3341	-0.0004	+0.0027	-0.0031
condition-2-ur-5k	ur	456	2	belebele	en	en	y	n	0.7822	0.7870	0.7900	+0.0078	+0.0048	+0.0030
condition-2-ur-5k	ur	456	2	belebele	en	ur	n	y	0.7489	0.7611	0.8067	+0.0578	+0.0122	+0.0456
condition-2-ur-5k	ur	456	2	belebele	es	en	n	n	0.7011	0.7096	0.7400	+0.0389	+0.0085	+0.0304
condition-2-ur-5k	ur	456	2	belebele	es	ur	n	y	0.6389	0.6456	0.6933	+0.0544	+0.0067	+0.0478
condition-2-ur-5k	ur	456	2	belebele	ur	en	n	n	0.6144	0.6200	0.6311	+0.0167	+0.0056	+0.0111
condition-2-ur-5k	ur	456	2	belebele	ur	ur	y	y	0.5233	0.5256	0.5544	+0.0311	+0.0022	+0.0289
condition-2-ur-5k	ur	456	2	belebele	zh	en	n	n	0.7589	0.7637	0.7778	+0.0189	+0.0048	+0.0141
condition-2-ur-5k	ur	456	2	belebele	zh	ur	n	y	0.7000	0.7093	0.7611	+0.0611	+0.0093	+0.0519
condition-2-ur-5k	ur	456	2	csqa	en	en	y	n	0.6070	0.6113	0.6160	+0.0090	+0.0043	+0.0047
condition-2-ur-5k	ur	456	2	csqa	en	ur	n	y	0.5790	0.5860	0.6100	+0.0310	+0.0070	+0.0240
condition-2-ur-5k	ur	456	2	csqa	es	en	n	n	0.5170	0.5260	0.5390	+0.0220	+0.0090	+0.0130
condition-2-ur-5k	ur	456	2	csqa	es	ur	n	y	0.4800	0.4830	0.5030	+0.0230	+0.0030	+0.0200
condition-2-ur-5k	ur	456	2	csqa	ur	en	n	n	0.4170	0.4197	0.3900	-0.0270	+0.0027	-0.0297
condition-2-ur-5k	ur	456	2	csqa	ur	ur	y	y	0.3920	0.3920	0.3770	-0.0150	+0.0000	-0.0150
condition-2-ur-5k	ur	456	2	csqa	zh	en	n	n	0.5320	0.5323	0.5390	+0.0070	+0.0003	+0.0067
condition-2-ur-5k	ur	456	2	csqa	zh	ur	n	y	0.4660	0.4663	0.5020	+0.0360	+0.0003	+0.0357
condition-2-ur-5k	ur	456	2	sib200	en	en	y	n	0.7206	0.7092	0.6961	-0.0245	-0.0114	-0.0131
condition-2-ur-5k	ur	456	2	sib200	en	ur	n	y	0.3971	0.4232	0.6765	+0.2794	+0.0261	+0.2533
condition-2-ur-5k	ur	456	2	sib200	es	en	n	n	0.6765	0.6585	0.6618	-0.0147	-0.0180	+0.0033
condition-2-ur-5k	ur	456	2	sib200	es	ur	n	y	0.3088	0.3693	0.6373	+0.3284	+0.0605	+0.2680
condition-2-ur-5k	ur	456	2	sib200	ur	en	n	n	0.6814	0.6667	0.6667	-0.0147	-0.0147	+0.0000
condition-2-ur-5k	ur	456	2	sib200	ur	ur	y	y	0.5294	0.5441	0.5686	+0.0392	+0.0147	+0.0245
condition-2-ur-5k	ur	456	2	sib200	zh	en	n	n	0.6961	0.6716	0.6863	-0.0098	-0.0245	+0.0147
condition-2-ur-5k	ur	456	2	sib200	zh	ur	n	y	0.3971	0.4853	0.6716	+0.2745	+0.0882	+0.1863
condition-2-ur-5k	ur	456	2	xnli	en	en	y	n	0.3786	0.3565	0.3786	+0.0000	-0.0222	+0.0222
condition-2-ur-5k	ur	456	2	xnli	en	ur	n	y	0.2589	0.2512	0.3525	+0.0936	-0.0077	+0.1013
condition-2-ur-5k	ur	456	2	xnli	es	en	n	n	0.3661	0.3547	0.3848	+0.0188	-0.0114	+0.0301
condition-2-ur-5k	ur	456	2	xnli	es	ur	n	y	0.3319	0.3191	0.3657	+0.0337	-0.0128	+0.0466
condition-2-ur-5k	ur	456	2	xnli	ur	en	n	n	0.3357	0.3330	0.3399	+0.0042	-0.0027	+0.0069
condition-2-ur-5k	ur	456	2	xnli	ur	ur	y	y	0.3228	0.3246	0.3435	+0.0208	+0.0019	+0.0189
condition-2-ur-5k	ur	456	2	xnli	zh	en	n	n	0.4649	0.4415	0.4405	-0.0244	-0.0234	-0.0009
condition-2-ur-5k	ur	456	2	xnli	zh	ur	n	y	0.3341	0.3365	0.4385	+0.1044	+0.0023	+0.1021
condition-2-zh-20k	zh	42	1	belebele	en	en	y	n	0.7678	0.7781	0.7889	+0.0211	+0.0104	+0.0107
condition-2-zh-20k	zh	42	1	belebele	en	zh	n	y	0.7889	0.7885	0.7978	+0.0089	-0.0004	+0.0093
condition-2-zh-20k	zh	42	1	belebele	es	en	n	n	0.6911	0.7000	0.6978	+0.0067	+0.0089	-0.0022
condition-2-zh-20k	zh	42	1	belebele	es	zh	n	y	0.6956	0.6937	0.7144	+0.0189	-0.0019	+0.0207
condition-2-zh-20k	zh	42	1	belebele	ur	en	n	n	0.6044	0.6130	0.6156	+0.0111	+0.0085	+0.0026
condition-2-zh-20k	zh	42	1	belebele	ur	zh	n	y	0.5922	0.5996	0.6278	+0.0356	+0.0074	+0.0281
condition-2-zh-20k	zh	42	1	belebele	zh	en	n	n	0.7500	0.7596	0.7700	+0.0200	+0.0096	+0.0104
condition-2-zh-20k	zh	42	1	belebele	zh	zh	y	y	0.7756	0.7752	0.7722	-0.0033	-0.0004	-0.0030
condition-2-zh-20k	zh	42	1	csqa	en	en	y	n	0.6070	0.6120	0.6160	+0.0090	+0.0050	+0.0040
condition-2-zh-20k	zh	42	1	csqa	en	zh	n	y	0.6410	0.6447	0.6460	+0.0050	+0.0037	+0.0013
condition-2-zh-20k	zh	42	1	csqa	es	en	n	n	0.5240	0.5303	0.5290	+0.0050	+0.0063	-0.0013
condition-2-zh-20k	zh	42	1	csqa	es	zh	n	y	0.5470	0.5480	0.5710	+0.0240	+0.0010	+0.0230
condition-2-zh-20k	zh	42	1	csqa	ur	en	n	n	0.4240	0.4237	0.4250	+0.0010	-0.0003	+0.0013
condition-2-zh-20k	zh	42	1	csqa	ur	zh	n	y	0.3760	0.3867	0.4360	+0.0600	+0.0107	+0.0493
condition-2-zh-20k	zh	42	1	csqa	zh	en	n	n	0.5450	0.5527	0.5520	+0.0070	+0.0077	-0.0007
condition-2-zh-20k	zh	42	1	csqa	zh	zh	y	y	0.5340	0.5267	0.5410	+0.0070	-0.0073	+0.0143
condition-2-zh-20k	zh	42	1	sib200	en	en	y	n	0.7549	0.7533	0.7451	-0.0098	-0.0016	-0.0082
condition-2-zh-20k	zh	42	1	sib200	en	zh	n	y	0.7157	0.7059	0.6667	-0.0490	-0.0098	-0.0392
condition-2-zh-20k	zh	42	1	sib200	es	en	n	n	0.7745	0.7582	0.7549	-0.0196	-0.0163	-0.0033
condition-2-zh-20k	zh	42	1	sib200	es	zh	n	y	0.6373	0.6324	0.6520	+0.0147	-0.0049	+0.0196
condition-2-zh-20k	zh	42	1	sib200	ur	en	n	n	0.7255	0.6895	0.6863	-0.0392	-0.0359	-0.0033
condition-2-zh-20k	zh	42	1	sib200	ur	zh	n	y	0.5735	0.5539	0.5931	+0.0196	-0.0196	+0.0392
condition-2-zh-20k	zh	42	1	sib200	zh	en	n	n	0.7892	0.7500	0.7598	-0.0294	-0.0392	+0.0098
condition-2-zh-20k	zh	42	1	sib200	zh	zh	y	y	0.6667	0.6650	0.6471	-0.0196	-0.0016	-0.0180
condition-2-zh-20k	zh	42	1	xnli	en	en	y	n	0.4998	0.5226	0.5301	+0.0303	+0.0228	+0.0075
condition-2-zh-20k	zh	42	1	xnli	en	zh	n	y	0.3333	0.3340	0.3333	+0.0000	+0.0007	-0.0007
condition-2-zh-20k	zh	42	1	xnli	es	en	n	n	0.4525	0.4687	0.4754	+0.0230	+0.0162	+0.0067
condition-2-zh-20k	zh	42	1	xnli	es	zh	n	y	0.3337	0.3343	0.3333	-0.0004	+0.0005	-0.0009
condition-2-zh-20k	zh	42	1	xnli	ur	en	n	n	0.4343	0.4375	0.4565	+0.0222	+0.0032	+0.0190
condition-2-zh-20k	zh	42	1	xnli	ur	zh	n	y	0.3311	0.3331	0.3335	+0.0024	+0.0020	+0.0004
condition-2-zh-20k	zh	42	1	xnli	zh	en	n	n	0.3906	0.4034	0.4126	+0.0220	+0.0128	+0.0092
condition-2-zh-20k	zh	42	1	xnli	zh	zh	y	y	0.3329	0.3349	0.3331	+0.0002	+0.0020	-0.0018
condition-2-zh-20k	zh	42	2	belebele	en	en	y	n	0.7822	0.7870	0.7933	+0.0111	+0.0048	+0.0063
condition-2-zh-20k	zh	42	2	belebele	en	zh	n	y	0.8000	0.8015	0.8022	+0.0022	+0.0015	+0.0007
condition-2-zh-20k	zh	42	2	belebele	es	en	n	n	0.7011	0.7096	0.7233	+0.0222	+0.0085	+0.0137
condition-2-zh-20k	zh	42	2	belebele	es	zh	n	y	0.7167	0.7193	0.7200	+0.0033	+0.0026	+0.0007
condition-2-zh-20k	zh	42	2	belebele	ur	en	n	n	0.6144	0.6200	0.6256	+0.0111	+0.0056	+0.0056
condition-2-zh-20k	zh	42	2	belebele	ur	zh	n	y	0.6067	0.6030	0.6267	+0.0200	-0.0037	+0.0237
condition-2-zh-20k	zh	42	2	belebele	zh	en	n	n	0.7589	0.7637	0.7767	+0.0178	+0.0048	+0.0130
condition-2-zh-20k	zh	42	2	belebele	zh	zh	y	y	0.7611	0.7578	0.7767	+0.0156	-0.0033	+0.0189
condition-2-zh-20k	zh	42	2	csqa	en	en	y	n	0.6070	0.6113	0.6070	+0.0000	+0.0043	-0.0043
condition-2-zh-20k	zh	42	2	csqa	en	zh	n	y	0.6310	0.6363	0.6330	+0.0020	+0.0053	-0.0033
condition-2-zh-20k	zh	42	2	csqa	es	en	n	n	0.5170	0.5260	0.5280	+0.0110	+0.0090	+0.0020
condition-2-zh-20k	zh	42	2	csqa	es	zh	n	y	0.5300	0.5293	0.5500	+0.0200	-0.0007	+0.0207
condition-2-zh-20k	zh	42	2	csqa	ur	en	n	n	0.4170	0.4197	0.4230	+0.0060	+0.0027	+0.0033
condition-2-zh-20k	zh	42	2	csqa	ur	zh	n	y	0.4020	0.4030	0.4130	+0.0110	+0.0010	+0.0100
condition-2-zh-20k	zh	42	2	csqa	zh	en	n	n	0.5320	0.5323	0.5380	+0.0060	+0.0003	+0.0057
condition-2-zh-20k	zh	42	2	csqa	zh	zh	y	y	0.5320	0.5343	0.5400	+0.0080	+0.0023	+0.0057
condition-2-zh-20k	zh	42	2	sib200	en	en	y	n	0.7206	0.7092	0.7108	-0.0098	-0.0114	+0.0016
condition-2-zh-20k	zh	42	2	sib200	en	zh	n	y	0.6520	0.6503	0.6520	+0.0000	-0.0016	+0.0016
condition-2-zh-20k	zh	42	2	sib200	es	en	n	n	0.6765	0.6585	0.6569	-0.0196	-0.0180	-0.0016
condition-2-zh-20k	zh	42	2	sib200	es	zh	n	y	0.5931	0.5752	0.6176	+0.0245	-0.0180	+0.0425
condition-2-zh-20k	zh	42	2	sib200	ur	en	n	n	0.6814	0.6667	0.6618	-0.0196	-0.0147	-0.0049
condition-2-zh-20k	zh	42	2	sib200	ur	zh	n	y	0.5343	0.5294	0.5931	+0.0588	-0.0049	+0.0637
condition-2-zh-20k	zh	42	2	sib200	zh	en	n	n	0.6961	0.6716	0.6520	-0.0441	-0.0245	-0.0196
condition-2-zh-20k	zh	42	2	sib200	zh	zh	y	y	0.6225	0.6242	0.6471	+0.0245	+0.0016	+0.0229
condition-2-zh-20k	zh	42	2	xnli	en	en	y	n	0.3786	0.3565	0.3573	-0.0214	-0.0222	+0.0008
condition-2-zh-20k	zh	42	2	xnli	en	zh	n	y	0.3337	0.3840	0.3417	+0.0080	+0.0502	-0.0422
condition-2-zh-20k	zh	42	2	xnli	es	en	n	n	0.3661	0.3547	0.3591	-0.0070	-0.0114	+0.0044
condition-2-zh-20k	zh	42	2	xnli	es	zh	n	y	0.2369	0.3463	0.3363	+0.0994	+0.1094	-0.0100
condition-2-zh-20k	zh	42	2	xnli	ur	en	n	n	0.3357	0.3330	0.3337	-0.0020	-0.0027	+0.0007
condition-2-zh-20k	zh	42	2	xnli	ur	zh	n	y	0.2078	0.2758	0.3277	+0.1200	+0.0681	+0.0519
condition-2-zh-20k	zh	42	2	xnli	zh	en	n	n	0.4649	0.4415	0.4407	-0.0242	-0.0234	-0.0007
condition-2-zh-20k	zh	42	2	xnli	zh	zh	y	y	0.2491	0.2910	0.3737	+0.1246	+0.0418	+0.0827
condition-2-zh-5k	zh	123	1	belebele	en	en	y	n	0.7678	0.7781	0.7800	+0.0122	+0.0104	+0.0019
condition-2-zh-5k	zh	123	1	belebele	en	zh	n	y	0.7889	0.7885	0.7989	+0.0100	-0.0004	+0.0104
condition-2-zh-5k	zh	123	1	belebele	es	en	n	n	0.6911	0.7000	0.7044	+0.0133	+0.0089	+0.0044
condition-2-zh-5k	zh	123	1	belebele	es	zh	n	y	0.6956	0.6937	0.7344	+0.0389	-0.0019	+0.0407
condition-2-zh-5k	zh	123	1	belebele	ur	en	n	n	0.6044	0.6130	0.6233	+0.0189	+0.0085	+0.0104
condition-2-zh-5k	zh	123	1	belebele	ur	zh	n	y	0.5922	0.5996	0.6222	+0.0300	+0.0074	+0.0226
condition-2-zh-5k	zh	123	1	belebele	zh	en	n	n	0.7500	0.7596	0.7656	+0.0156	+0.0096	+0.0059
condition-2-zh-5k	zh	123	1	belebele	zh	zh	y	y	0.7756	0.7752	0.7811	+0.0056	-0.0004	+0.0059
condition-2-zh-5k	zh	123	1	csqa	en	en	y	n	0.6070	0.6120	0.6000	-0.0070	+0.0050	-0.0120
condition-2-zh-5k	zh	123	1	csqa	en	zh	n	y	0.6410	0.6447	0.6400	-0.0010	+0.0037	-0.0047
condition-2-zh-5k	zh	123	1	csqa	es	en	n	n	0.5240	0.5303	0.5140	-0.0100	+0.0063	-0.0163
condition-2-zh-5k	zh	123	1	csqa	es	zh	n	y	0.5470	0.5480	0.5670	+0.0200	+0.0010	+0.0190
condition-2-zh-5k	zh	123	1	csqa	ur	en	n	n	0.4240	0.4237	0.4230	-0.0010	-0.0003	-0.0007
condition-2-zh-5k	zh	123	1	csqa	ur	zh	n	y	0.3760	0.3867	0.4270	+0.0510	+0.0107	+0.0403
condition-2-zh-5k	zh	123	1	csqa	zh	en	n	n	0.5450	0.5527	0.5410	-0.0040	+0.0077	-0.0117
condition-2-zh-5k	zh	123	1	csqa	zh	zh	y	y	0.5340	0.5267	0.5530	+0.0190	-0.0073	+0.0263
condition-2-zh-5k	zh	123	1	sib200	en	en	y	n	0.7549	0.7533	0.7549	+0.0000	-0.0016	+0.0016
condition-2-zh-5k	zh	123	1	sib200	en	zh	n	y	0.7157	0.7059	0.7206	+0.0049	-0.0098	+0.0147
condition-2-zh-5k	zh	123	1	sib200	es	en	n	n	0.7745	0.7582	0.7745	+0.0000	-0.0163	+0.0163
condition-2-zh-5k	zh	123	1	sib200	es	zh	n	y	0.6373	0.6324	0.6961	+0.0588	-0.0049	+0.0637
condition-2-zh-5k	zh	123	1	sib200	ur	en	n	n	0.7255	0.6895	0.7255	+0.0000	-0.0359	+0.0359
condition-2-zh-5k	zh	123	1	sib200	ur	zh	n	y	0.5735	0.5539	0.6716	+0.0980	-0.0196	+0.1176
condition-2-zh-5k	zh	123	1	sib200	zh	en	n	n	0.7892	0.7500	0.7647	-0.0245	-0.0392	+0.0147
condition-2-zh-5k	zh	123	1	sib200	zh	zh	y	y	0.6667	0.6650	0.7010	+0.0343	-0.0016	+0.0359
condition-2-zh-5k	zh	123	1	xnli	en	en	y	n	0.4998	0.5226	0.4950	-0.0048	+0.0228	-0.0276
condition-2-zh-5k	zh	123	1	xnli	en	zh	n	y	0.3333	0.3340	0.3327	-0.0006	+0.0007	-0.0013
condition-2-zh-5k	zh	123	1	xnli	es	en	n	n	0.4525	0.4687	0.4335	-0.0190	+0.0162	-0.0352
condition-2-zh-5k	zh	123	1	xnli	es	zh	n	y	0.3337	0.3343	0.3331	-0.0006	+0.0005	-0.0011
condition-2-zh-5k	zh	123	1	xnli	ur	en	n	n	0.4343	0.4375	0.4389	+0.0046	+0.0032	+0.0014
condition-2-zh-5k	zh	123	1	xnli	ur	zh	n	y	0.3311	0.3331	0.3319	+0.0008	+0.0020	-0.0012
condition-2-zh-5k	zh	123	1	xnli	zh	en	n	n	0.3906	0.4034	0.3946	+0.0040	+0.0128	-0.0088
condition-2-zh-5k	zh	123	1	xnli	zh	zh	y	y	0.3329	0.3349	0.3323	-0.0006	+0.0020	-0.0026
condition-2-zh-5k	zh	123	2	belebele	en	en	y	n	0.7822	0.7870	0.7867	+0.0044	+0.0048	-0.0004
condition-2-zh-5k	zh	123	2	belebele	en	zh	n	y	0.8000	0.8015	0.8122	+0.0122	+0.0015	+0.0107
condition-2-zh-5k	zh	123	2	belebele	es	en	n	n	0.7011	0.7096	0.7189	+0.0178	+0.0085	+0.0093
condition-2-zh-5k	zh	123	2	belebele	es	zh	n	y	0.7167	0.7193	0.7433	+0.0267	+0.0026	+0.0241
condition-2-zh-5k	zh	123	2	belebele	ur	en	n	n	0.6144	0.6200	0.6278	+0.0133	+0.0056	+0.0078
condition-2-zh-5k	zh	123	2	belebele	ur	zh	n	y	0.6067	0.6030	0.6378	+0.0311	-0.0037	+0.0348
condition-2-zh-5k	zh	123	2	belebele	zh	en	n	n	0.7589	0.7637	0.7756	+0.0167	+0.0048	+0.0119
condition-2-zh-5k	zh	123	2	belebele	zh	zh	y	y	0.7611	0.7578	0.7844	+0.0233	-0.0033	+0.0267
condition-2-zh-5k	zh	123	2	csqa	en	en	y	n	0.6070	0.6113	0.6060	-0.0010	+0.0043	-0.0053
condition-2-zh-5k	zh	123	2	csqa	en	zh	n	y	0.6310	0.6363	0.6280	-0.0030	+0.0053	-0.0083
condition-2-zh-5k	zh	123	2	csqa	es	en	n	n	0.5170	0.5260	0.5250	+0.0080	+0.0090	-0.0010
condition-2-zh-5k	zh	123	2	csqa	es	zh	n	y	0.5300	0.5293	0.5380	+0.0080	-0.0007	+0.0087
condition-2-zh-5k	zh	123	2	csqa	ur	en	n	n	0.4170	0.4197	0.4170	+0.0000	+0.0027	-0.0027
condition-2-zh-5k	zh	123	2	csqa	ur	zh	n	y	0.4020	0.4030	0.3940	-0.0080	+0.0010	-0.0090
condition-2-zh-5k	zh	123	2	csqa	zh	en	n	n	0.5320	0.5323	0.5200	-0.0120	+0.0003	-0.0123
condition-2-zh-5k	zh	123	2	csqa	zh	zh	y	y	0.5320	0.5343	0.5400	+0.0080	+0.0023	+0.0057
condition-2-zh-5k	zh	123	2	sib200	en	en	y	n	0.7206	0.7092	0.6716	-0.0490	-0.0114	-0.0376
condition-2-zh-5k	zh	123	2	sib200	en	zh	n	y	0.6520	0.6503	0.6716	+0.0196	-0.0016	+0.0212
condition-2-zh-5k	zh	123	2	sib200	es	en	n	n	0.6765	0.6585	0.6373	-0.0392	-0.0180	-0.0212
condition-2-zh-5k	zh	123	2	sib200	es	zh	n	y	0.5931	0.5752	0.6324	+0.0392	-0.0180	+0.0572
condition-2-zh-5k	zh	123	2	sib200	ur	en	n	n	0.6814	0.6667	0.6618	-0.0196	-0.0147	-0.0049
condition-2-zh-5k	zh	123	2	sib200	ur	zh	n	y	0.5343	0.5294	0.6127	+0.0784	-0.0049	+0.0833
condition-2-zh-5k	zh	123	2	sib200	zh	en	n	n	0.6961	0.6716	0.6569	-0.0392	-0.0245	-0.0147
condition-2-zh-5k	zh	123	2	sib200	zh	zh	y	y	0.6225	0.6242	0.6471	+0.0245	+0.0016	+0.0229
condition-2-zh-5k	zh	123	2	xnli	en	en	y	n	0.3786	0.3565	0.3928	+0.0142	-0.0222	+0.0363
condition-2-zh-5k	zh	123	2	xnli	en	zh	n	y	0.3337	0.3840	0.3347	+0.0010	+0.0502	-0.0492
condition-2-zh-5k	zh	123	2	xnli	es	en	n	n	0.3661	0.3547	0.3984	+0.0323	-0.0114	+0.0437
condition-2-zh-5k	zh	123	2	xnli	es	zh	n	y	0.2369	0.3463	0.3333	+0.0964	+0.1094	-0.0130
condition-2-zh-5k	zh	123	2	xnli	ur	en	n	n	0.3357	0.3330	0.3351	-0.0006	-0.0027	+0.0021
condition-2-zh-5k	zh	123	2	xnli	ur	zh	n	y	0.2078	0.2758	0.3132	+0.1054	+0.0681	+0.0373
condition-2-zh-5k	zh	123	2	xnli	zh	en	n	n	0.4649	0.4415	0.4774	+0.0126	-0.0234	+0.0360
condition-2-zh-5k	zh	123	2	xnli	zh	zh	y	y	0.2491	0.2910	0.3705	+0.1214	+0.0418	+0.0795
condition-2-zh-5k	zh	42	1	belebele	en	en	y	n	0.7678	0.7781	0.7767	+0.0089	+0.0104	-0.0015
condition-2-zh-5k	zh	42	1	belebele	en	zh	n	y	0.7889	0.7885	0.7967	+0.0078	-0.0004	+0.0081
condition-2-zh-5k	zh	42	1	belebele	es	en	n	n	0.6911	0.7000	0.7056	+0.0144	+0.0089	+0.0056
condition-2-zh-5k	zh	42	1	belebele	es	zh	n	y	0.6956	0.6937	0.7322	+0.0367	-0.0019	+0.0385
condition-2-zh-5k	zh	42	1	belebele	ur	en	n	n	0.6044	0.6130	0.6133	+0.0089	+0.0085	+0.0004
condition-2-zh-5k	zh	42	1	belebele	ur	zh	n	y	0.5922	0.5996	0.6211	+0.0289	+0.0074	+0.0215
condition-2-zh-5k	zh	42	1	belebele	zh	en	n	n	0.7500	0.7596	0.7622	+0.0122	+0.0096	+0.0026
condition-2-zh-5k	zh	42	1	belebele	zh	zh	y	y	0.7756	0.7752	0.7811	+0.0056	-0.0004	+0.0059
condition-2-zh-5k	zh	42	1	csqa	en	en	y	n	0.6070	0.6120	0.6060	-0.0010	+0.0050	-0.0060
condition-2-zh-5k	zh	42	1	csqa	en	zh	n	y	0.6410	0.6447	0.6420	+0.0010	+0.0037	-0.0027
condition-2-zh-5k	zh	42	1	csqa	es	en	n	n	0.5240	0.5303	0.5300	+0.0060	+0.0063	-0.0003
condition-2-zh-5k	zh	42	1	csqa	es	zh	n	y	0.5470	0.5480	0.5640	+0.0170	+0.0010	+0.0160
