condition	target_lang	seed	template	benchmark	data	instr	matched_diagonal	matched_instr	baseline_acc	cond_1_en_5k_acc	cond_acc	delta_vs_baseline	delta_en_finetune_only	delta_language_specific
condition-5-es-5k	es	42	2	belebele	zh	en	n	n	0.7589	0.7637	0.7478	-0.0111	+0.0048	-0.0159
condition-5-es-5k	es	42	2	belebele	zh	es	n	y	0.7367	0.7352	0.7478	+0.0111	-0.0015	+0.0126
condition-5-es-5k	es	42	2	csqa	en	en	y	n	0.6070	0.6113	0.6040	-0.0030	+0.0043	-0.0073
condition-5-es-5k	es	42	2	csqa	en	es	n	y	0.6230	0.6187	0.6090	-0.0140	-0.0043	-0.0097
condition-5-es-5k	es	42	2	csqa	es	en	n	n	0.5170	0.5260	0.4940	-0.0230	+0.0090	-0.0320
condition-5-es-5k	es	42	2	csqa	es	es	y	y	0.5320	0.5340	0.5310	-0.0010	+0.0020	-0.0030
condition-5-es-5k	es	42	2	csqa	ur	en	n	n	0.4170	0.4197	0.3850	-0.0320	+0.0027	-0.0347
condition-5-es-5k	es	42	2	csqa	ur	es	n	y	0.3930	0.3940	0.3920	-0.0010	+0.0010	-0.0020
condition-5-es-5k	es	42	2	csqa	zh	en	n	n	0.5320	0.5323	0.5080	-0.0240	+0.0003	-0.0243
condition-5-es-5k	es	42	2	csqa	zh	es	n	y	0.5100	0.5043	0.5000	-0.0100	-0.0057	-0.0043
condition-5-es-5k	es	42	2	sib200	en	en	y	n	0.7206	0.7092	0.7010	-0.0196	-0.0114	-0.0082
condition-5-es-5k	es	42	2	sib200	en	es	n	y	0.5539	0.5131	0.3725	-0.1814	-0.0408	-0.1405
condition-5-es-5k	es	42	2	sib200	es	en	n	n	0.6765	0.6585	0.6471	-0.0294	-0.0180	-0.0114
condition-5-es-5k	es	42	2	sib200	es	es	y	y	0.5147	0.5000	0.3382	-0.1765	-0.0147	-0.1618
condition-5-es-5k	es	42	2	sib200	ur	en	n	n	0.6814	0.6667	0.6275	-0.0539	-0.0147	-0.0392
condition-5-es-5k	es	42	2	sib200	ur	es	n	y	0.6127	0.5637	0.3873	-0.2255	-0.0490	-0.1765
condition-5-es-5k	es	42	2	sib200	zh	en	n	n	0.6961	0.6716	0.6667	-0.0294	-0.0245	-0.0049
condition-5-es-5k	es	42	2	sib200	zh	es	n	y	0.5588	0.5376	0.4608	-0.0980	-0.0212	-0.0768
condition-5-es-5k	es	42	2	xnli	en	en	y	n	0.3786	0.3565	0.4267	+0.0481	-0.0222	+0.0703
condition-5-es-5k	es	42	2	xnli	en	es	n	y	0.3806	0.3904	0.3886	+0.0080	+0.0097	-0.0017
condition-5-es-5k	es	42	2	xnli	es	en	n	n	0.3661	0.3547	0.3946	+0.0285	-0.0114	+0.0399
condition-5-es-5k	es	42	2	xnli	es	es	y	y	0.3770	0.3766	0.3643	-0.0128	-0.0004	-0.0124
condition-5-es-5k	es	42	2	xnli	ur	en	n	n	0.3357	0.3330	0.3367	+0.0010	-0.0027	+0.0037
condition-5-es-5k	es	42	2	xnli	ur	es	n	y	0.2499	0.3744	0.3525	+0.1026	+0.1245	-0.0219
condition-5-es-5k	es	42	2	xnli	zh	en	n	n	0.4649	0.4415	0.4403	-0.0246	-0.0234	-0.0011
condition-5-es-5k	es	42	2	xnli	zh	es	n	y	0.3637	0.3677	0.3549	-0.0088	+0.0041	-0.0128
condition-5-ur-5k	ur	42	1	belebele	en	en	y	n	0.7678	0.7781	0.7922	+0.0244	+0.0104	+0.0141
condition-5-ur-5k	ur	42	1	belebele	en	ur	n	y	0.7411	0.7548	0.7567	+0.0156	+0.0137	+0.0019
condition-5-ur-5k	ur	42	1	belebele	es	en	n	n	0.6911	0.7000	0.7200	+0.0289	+0.0089	+0.0200
condition-5-ur-5k	ur	42	1	belebele	es	ur	n	y	0.6389	0.6422	0.6711	+0.0322	+0.0033	+0.0289
condition-5-ur-5k	ur	42	1	belebele	ur	en	n	n	0.6044	0.6130	0.5967	-0.0078	+0.0085	-0.0163
condition-5-ur-5k	ur	42	1	belebele	ur	ur	y	y	0.5289	0.5367	0.5433	+0.0144	+0.0078	+0.0067
condition-5-ur-5k	ur	42	1	belebele	zh	en	n	n	0.7500	0.7596	0.7611	+0.0111	+0.0096	+0.0015
condition-5-ur-5k	ur	42	1	belebele	zh	ur	n	y	0.7011	0.7144	0.7033	+0.0022	+0.0133	-0.0111
condition-5-ur-5k	ur	42	1	csqa	en	en	y	n	0.6070	0.6120	0.6010	-0.0060	+0.0050	-0.0110
condition-5-ur-5k	ur	42	1	csqa	en	ur	n	y	0.5850	0.5920	0.5640	-0.0210	+0.0070	-0.0280
condition-5-ur-5k	ur	42	1	csqa	es	en	n	n	0.5240	0.5303	0.5030	-0.0210	+0.0063	-0.0273
condition-5-ur-5k	ur	42	1	csqa	es	ur	n	y	0.4730	0.4823	0.4460	-0.0270	+0.0093	-0.0363
condition-5-ur-5k	ur	42	1	csqa	ur	en	n	n	0.4240	0.4237	0.3390	-0.0850	-0.0003	-0.0847
condition-5-ur-5k	ur	42	1	csqa	ur	ur	y	y	0.4040	0.4090	0.3300	-0.0740	+0.0050	-0.0790
condition-5-ur-5k	ur	42	1	csqa	zh	en	n	n	0.5450	0.5527	0.5140	-0.0310	+0.0077	-0.0387
condition-5-ur-5k	ur	42	1	csqa	zh	ur	n	y	0.4810	0.4820	0.4280	-0.0530	+0.0010	-0.0540
condition-5-ur-5k	ur	42	1	sib200	en	en	y	n	0.7549	0.7533	0.7010	-0.0539	-0.0016	-0.0523
condition-5-ur-5k	ur	42	1	sib200	en	ur	n	y	0.4951	0.4804	0.4706	-0.0245	-0.0147	-0.0098
condition-5-ur-5k	ur	42	1	sib200	es	en	n	n	0.7745	0.7582	0.6961	-0.0784	-0.0163	-0.0621
condition-5-ur-5k	ur	42	1	sib200	es	ur	n	y	0.5343	0.4935	0.4510	-0.0833	-0.0408	-0.0425
condition-5-ur-5k	ur	42	1	sib200	ur	en	n	n	0.7255	0.6895	0.5392	-0.1863	-0.0359	-0.1503
condition-5-ur-5k	ur	42	1	sib200	ur	ur	y	y	0.5735	0.5588	0.4951	-0.0784	-0.0147	-0.0637
condition-5-ur-5k	ur	42	1	sib200	zh	en	n	n	0.7892	0.7500	0.7059	-0.0833	-0.0392	-0.0441
condition-5-ur-5k	ur	42	1	sib200	zh	ur	n	y	0.5294	0.5245	0.5049	-0.0245	-0.0049	-0.0196
condition-5-ur-5k	ur	42	1	xnli	en	en	y	n	0.4998	0.5226	0.5060	+0.0062	+0.0228	-0.0166
condition-5-ur-5k	ur	42	1	xnli	en	ur	n	y	0.3816	0.4253	0.3261	-0.0555	+0.0436	-0.0991
condition-5-ur-5k	ur	42	1	xnli	es	en	n	n	0.4525	0.4687	0.4671	+0.0146	+0.0162	-0.0017
condition-5-ur-5k	ur	42	1	xnli	es	ur	n	y	0.3433	0.3516	0.3283	-0.0150	+0.0083	-0.0232
condition-5-ur-5k	ur	42	1	xnli	ur	en	n	n	0.4343	0.4375	0.4174	-0.0170	+0.0032	-0.0202
condition-5-ur-5k	ur	42	1	xnli	ur	ur	y	y	0.3327	0.3336	0.3263	-0.0064	+0.0009	-0.0073
condition-5-ur-5k	ur	42	1	xnli	zh	en	n	n	0.3906	0.4034	0.4794	+0.0888	+0.0128	+0.0760
condition-5-ur-5k	ur	42	1	xnli	zh	ur	n	y	0.3345	0.3373	0.3333	-0.0012	+0.0027	-0.0039
condition-5-ur-5k	ur	42	2	belebele	en	en	y	n	0.7822	0.7870	0.8100	+0.0278	+0.0048	+0.0230
condition-5-ur-5k	ur	42	2	belebele	en	ur	n	y	0.7489	0.7611	0.7544	+0.0056	+0.0122	-0.0067
condition-5-ur-5k	ur	42	2	belebele	es	en	n	n	0.7011	0.7096	0.7444	+0.0433	+0.0085	+0.0348
condition-5-ur-5k	ur	42	2	belebele	es	ur	n	y	0.6389	0.6456	0.6911	+0.0522	+0.0067	+0.0456
condition-5-ur-5k	ur	42	2	belebele	ur	en	n	n	0.6144	0.6200	0.6267	+0.0122	+0.0056	+0.0067
condition-5-ur-5k	ur	42	2	belebele	ur	ur	y	y	0.5233	0.5256	0.5511	+0.0278	+0.0022	+0.0256
condition-5-ur-5k	ur	42	2	belebele	zh	en	n	n	0.7589	0.7637	0.7722	+0.0133	+0.0048	+0.0085
condition-5-ur-5k	ur	42	2	belebele	zh	ur	n	y	0.7000	0.7093	0.7044	+0.0044	+0.0093	-0.0048
condition-5-ur-5k	ur	42	2	csqa	en	en	y	n	0.6070	0.6113	0.5830	-0.0240	+0.0043	-0.0283
condition-5-ur-5k	ur	42	2	csqa	en	ur	n	y	0.5790	0.5860	0.5600	-0.0190	+0.0070	-0.0260
condition-5-ur-5k	ur	42	2	csqa	es	en	n	n	0.5170	0.5260	0.4780	-0.0390	+0.0090	-0.0480
condition-5-ur-5k	ur	42	2	csqa	es	ur	n	y	0.4800	0.4830	0.4470	-0.0330	+0.0030	-0.0360
condition-5-ur-5k	ur	42	2	csqa	ur	en	n	n	0.4170	0.4197	0.3140	-0.1030	+0.0027	-0.1057
condition-5-ur-5k	ur	42	2	csqa	ur	ur	y	y	0.3920	0.3920	0.3180	-0.0740	+0.0000	-0.0740
condition-5-ur-5k	ur	42	2	csqa	zh	en	n	n	0.5320	0.5323	0.4800	-0.0520	+0.0003	-0.0523
condition-5-ur-5k	ur	42	2	csqa	zh	ur	n	y	0.4660	0.4663	0.4150	-0.0510	+0.0003	-0.0513
condition-5-ur-5k	ur	42	2	sib200	en	en	y	n	0.7206	0.7092	0.6814	-0.0392	-0.0114	-0.0278
condition-5-ur-5k	ur	42	2	sib200	en	ur	n	y	0.3971	0.4232	0.5784	+0.1814	+0.0261	+0.1552
condition-5-ur-5k	ur	42	2	sib200	es	en	n	n	0.6765	0.6585	0.6569	-0.0196	-0.0180	-0.0016
condition-5-ur-5k	ur	42	2	sib200	es	ur	n	y	0.3088	0.3693	0.5637	+0.2549	+0.0605	+0.1944
condition-5-ur-5k	ur	42	2	sib200	ur	en	n	n	0.6814	0.6667	0.5686	-0.1127	-0.0147	-0.0980
condition-5-ur-5k	ur	42	2	sib200	ur	ur	y	y	0.5294	0.5441	0.5490	+0.0196	+0.0147	+0.0049
condition-5-ur-5k	ur	42	2	sib200	zh	en	n	n	0.6961	0.6716	0.6716	-0.0245	-0.0245	+0.0000
condition-5-ur-5k	ur	42	2	sib200	zh	ur	n	y	0.3971	0.4853	0.5343	+0.1373	+0.0882	+0.0490
condition-5-ur-5k	ur	42	2	xnli	en	en	y	n	0.3786	0.3565	0.3405	-0.0381	-0.0222	-0.0160
condition-5-ur-5k	ur	42	2	xnli	en	ur	n	y	0.2589	0.2512	0.3577	+0.0988	-0.0077	+0.1065
condition-5-ur-5k	ur	42	2	xnli	es	en	n	n	0.3661	0.3547	0.3437	-0.0224	-0.0114	-0.0110
condition-5-ur-5k	ur	42	2	xnli	es	ur	n	y	0.3319	0.3191	0.3377	+0.0058	-0.0128	+0.0186
condition-5-ur-5k	ur	42	2	xnli	ur	en	n	n	0.3357	0.3330	0.3236	-0.0122	-0.0027	-0.0094
condition-5-ur-5k	ur	42	2	xnli	ur	ur	y	y	0.3228	0.3246	0.3327	+0.0100	+0.0019	+0.0081
condition-5-ur-5k	ur	42	2	xnli	zh	en	n	n	0.4649	0.4415	0.4301	-0.0347	-0.0234	-0.0113
condition-5-ur-5k	ur	42	2	xnli	zh	ur	n	y	0.3341	0.3365	0.3345	+0.0004	+0.0023	-0.0019
condition-5-zh-5k	zh	42	1	belebele	en	en	y	n	0.7678	0.7781	0.7778	+0.0100	+0.0104	-0.0004
condition-5-zh-5k	zh	42	1	belebele	en	zh	n	y	0.7889	0.7885	0.8056	+0.0167	-0.0004	+0.0170
condition-5-zh-5k	zh	42	1	belebele	es	en	n	n	0.6911	0.7000	0.7044	+0.0133	+0.0089	+0.0044
condition-5-zh-5k	zh	42	1	belebele	es	zh	n	y	0.6956	0.6937	0.7478	+0.0522	-0.0019	+0.0541
condition-5-zh-5k	zh	42	1	belebele	ur	en	n	n	0.6044	0.6130	0.6189	+0.0144	+0.0085	+0.0059
condition-5-zh-5k	zh	42	1	belebele	ur	zh	n	y	0.5922	0.5996	0.6089	+0.0167	+0.0074	+0.0093
condition-5-zh-5k	zh	42	1	belebele	zh	en	n	n	0.7500	0.7596	0.7633	+0.0133	+0.0096	+0.0037
condition-5-zh-5k	zh	42	1	belebele	zh	zh	y	y	0.7756	0.7752	0.7822	+0.0067	-0.0004	+0.0070
condition-5-zh-5k	zh	42	1	csqa	en	en	y	n	0.6070	0.6120	0.5920	-0.0150	+0.0050	-0.0200
condition-5-zh-5k	zh	42	1	csqa	en	zh	n	y	0.6410	0.6447	0.6160	-0.0250	+0.0037	-0.0287
condition-5-zh-5k	zh	42	1	csqa	es	en	n	n	0.5240	0.5303	0.5110	-0.0130	+0.0063	-0.0193
condition-5-zh-5k	zh	42	1	csqa	es	zh	n	y	0.5470	0.5480	0.5370	-0.0100	+0.0010	-0.0110
condition-5-zh-5k	zh	42	1	csqa	ur	en	n	n	0.4240	0.4237	0.3780	-0.0460	-0.0003	-0.0457
condition-5-zh-5k	zh	42	1	csqa	ur	zh	n	y	0.3760	0.3867	0.3990	+0.0230	+0.0107	+0.0123
condition-5-zh-5k	zh	42	1	csqa	zh	en	n	n	0.5450	0.5527	0.5160	-0.0290	+0.0077	-0.0367
condition-5-zh-5k	zh	42	1	csqa	zh	zh	y	y	0.5340	0.5267	0.5310	-0.0030	-0.0073	+0.0043
condition-5-zh-5k	zh	42	1	sib200	en	en	y	n	0.7549	0.7533	0.6569	-0.0980	-0.0016	-0.0964
condition-5-zh-5k	zh	42	1	sib200	en	zh	n	y	0.7157	0.7059	0.4559	-0.2598	-0.0098	-0.2500
condition-5-zh-5k	zh	42	1	sib200	es	en	n	n	0.7745	0.7582	0.7059	-0.0686	-0.0163	-0.0523
condition-5-zh-5k	zh	42	1	sib200	es	zh	n	y	0.6373	0.6324	0.4118	-0.2255	-0.0049	-0.2206
condition-5-zh-5k	zh	42	1	sib200	ur	en	n	n	0.7255	0.6895	0.5588	-0.1667	-0.0359	-0.1307
condition-5-zh-5k	zh	42	1	sib200	ur	zh	n	y	0.5735	0.5539	0.3186	-0.2549	-0.0196	-0.2353
condition-5-zh-5k	zh	42	1	sib200	zh	en	n	n	0.7892	0.7500	0.6422	-0.1471	-0.0392	-0.1078
condition-5-zh-5k	zh	42	1	sib200	zh	zh	y	y	0.6667	0.6650	0.5343	-0.1324	-0.0016	-0.1307
condition-5-zh-5k	zh	42	1	xnli	en	en	y	n	0.4998	0.5226	0.3731	-0.1267	+0.0228	-0.1496
condition-5-zh-5k	zh	42	1	xnli	en	zh	n	y	0.3333	0.3340	0.3545	+0.0212	+0.0007	+0.0205
condition-5-zh-5k	zh	42	1	xnli	es	en	n	n	0.4525	0.4687	0.3387	-0.1138	+0.0162	-0.1300
condition-5-zh-5k	zh	42	1	xnli	es	zh	n	y	0.3337	0.3343	0.3840	+0.0503	+0.0005	+0.0498
condition-5-zh-5k	zh	42	1	xnli	ur	en	n	n	0.4343	0.4375	0.3431	-0.0912	+0.0032	-0.0944
condition-5-zh-5k	zh	42	1	xnli	ur	zh	n	y	0.3311	0.3331	0.3377	+0.0066	+0.0020	+0.0046
condition-5-zh-5k	zh	42	1	xnli	zh	en	n	n	0.3906	0.4034	0.3737	-0.0170	+0.0128	-0.0297
condition-5-zh-5k	zh	42	1	xnli	zh	zh	y	y	0.3329	0.3349	0.3525	+0.0196	+0.0020	+0.0176
condition-5-zh-5k	zh	42	2	belebele	en	en	y	n	0.7822	0.7870	0.8044	+0.0222	+0.0048	+0.0174
condition-5-zh-5k	zh	42	2	belebele	en	zh	n	y	0.8000	0.8015	0.8144	+0.0144	+0.0015	+0.0130
condition-5-zh-5k	zh	42	2	belebele	es	en	n	n	0.7011	0.7096	0.7289	+0.0278	+0.0085	+0.0193
condition-5-zh-5k	zh	42	2	belebele	es	zh	n	y	0.7167	0.7193	0.7356	+0.0189	+0.0026	+0.0163
condition-5-zh-5k	zh	42	2	belebele	ur	en	n	n	0.6144	0.6200	0.6278	+0.0133	+0.0056	+0.0078
condition-5-zh-5k	zh	42	2	belebele	ur	zh	n	y	0.6067	0.6030	0.6233	+0.0167	-0.0037	+0.0204
condition-5-zh-5k	zh	42	2	belebele	zh	en	n	n	0.7589	0.7637	0.7756	+0.0167	+0.0048	+0.0119
condition-5-zh-5k	zh	42	2	belebele	zh	zh	y	y	0.7611	0.7578	0.7789	+0.0178	-0.0033	+0.0211
condition-5-zh-5k	zh	42	2	csqa	en	en	y	n	0.6070	0.6113	0.5950	-0.0120	+0.0043	-0.0163
condition-5-zh-5k	zh	42	2	csqa	en	zh	n	y	0.6310	0.6363	0.6020	-0.0290	+0.0053	-0.0343
condition-5-zh-5k	zh	42	2	csqa	es	en	n	n	0.5170	0.5260	0.5060	-0.0110	+0.0090	-0.0200
condition-5-zh-5k	zh	42	2	csqa	es	zh	n	y	0.5300	0.5293	0.5190	-0.0110	-0.0007	-0.0103
condition-5-zh-5k	zh	42	2	csqa	ur	en	n	n	0.4170	0.4197	0.3660	-0.0510	+0.0027	-0.0537
condition-5-zh-5k	zh	42	2	csqa	ur	zh	n	y	0.4020	0.4030	0.3780	-0.0240	+0.0010	-0.0250
condition-5-zh-5k	zh	42	2	csqa	zh	en	n	n	0.5320	0.5323	0.4950	-0.0370	+0.0003	-0.0373
condition-5-zh-5k	zh	42	2	csqa	zh	zh	y	y	0.5320	0.5343	0.5020	-0.0300	+0.0023	-0.0323
condition-5-zh-5k	zh	42	2	sib200	en	en	y	n	0.7206	0.7092	0.7010	-0.0196	-0.0114	-0.0082
condition-5-zh-5k	zh	42	2	sib200	en	zh	n	y	0.6520	0.6503	0.5049	-0.1471	-0.0016	-0.1454
condition-5-zh-5k	zh	42	2	sib200	es	en	n	n	0.6765	0.6585	0.6618	-0.0147	-0.0180	+0.0033
condition-5-zh-5k	zh	42	2	sib200	es	zh	n	y	0.5931	0.5752	0.4559	-0.1373	-0.0180	-0.1193
condition-5-zh-5k	zh	42	2	sib200	ur	en	n	n	0.6814	0.6667	0.6078	-0.0735	-0.0147	-0.0588
condition-5-zh-5k	zh	42	2	sib200	ur	zh	n	y	0.5343	0.5294	0.3039	-0.2304	-0.0049	-0.2255
condition-5-zh-5k	zh	42	2	sib200	zh	en	n	n	0.6961	0.6716	0.7010	+0.0049	-0.0245	+0.0294
condition-5-zh-5k	zh	42	2	sib200	zh	zh	y	y	0.6225	0.6242	0.5392	-0.0833	+0.0016	-0.0850
condition-5-zh-5k	zh	42	2	xnli	en	en	y	n	0.3786	0.3565	0.4842	+0.1056	-0.0222	+0.1277
condition-5-zh-5k	zh	42	2	xnli	en	zh	n	y	0.3337	0.3840	0.3064	-0.0273	+0.0502	-0.0776
condition-5-zh-5k	zh	42	2	xnli	es	en	n	n	0.3661	0.3547	0.4519	+0.0858	-0.0114	+0.0972
condition-5-zh-5k	zh	42	2	xnli	es	zh	n	y	0.2369	0.3463	0.3347	+0.0978	+0.1094	-0.0116
condition-5-zh-5k	zh	42	2	xnli	ur	en	n	n	0.3357	0.3330	0.3906	+0.0549	-0.0027	+0.0576
condition-5-zh-5k	zh	42	2	xnli	ur	zh	n	y	0.2078	0.2758	0.1655	-0.0423	+0.0681	-0.1104
condition-5-zh-5k	zh	42	2	xnli	zh	en	n	n	0.4649	0.4415	0.3872	-0.0776	-0.0234	-0.0542
condition-5-zh-5k	zh	42	2	xnli	zh	zh	y	y	0.2491	0.2910	0.3479	+0.0988	+0.0418	+0.0570
